id	name	reactions	parent
PWY-5887	albaflavenone biosynthesis	RXN-9353|RXN-9351|RXN-9352|RXN-9350|RXN-9349	Antibiotic-Biosynthesis
PWY-6720	toyocamycin biosynthesis	RXN-12150|RXN-12151|RXN-12152|RXN-12153|RXN-12154	Antibiotic-Biosynthesis
PWY-7287	novobiocin biosynthesis	RXN-14547|RXN-14543|RXN-14544|RXN-14545|RXN-14546	Antibiotic-Biosynthesis
PWY-7655	dechlorogriseofulvin biosynthesis	RXN-16546|RXN-16545|RXN-16544	Antibiotic-Biosynthesis|POLYKETIDE-SYN
PWY-7769	phosalacine biosynthesis	RXN-17195|RXN-17196|RXN-17197|RXN-17198|RXN-17192|RXN-17191|RXN-17190|RXN-17189|RXN-17188|4.1.1.82-RXN|RXN-10837|RXN-10828|RXN-10827|RXN-10826|RXN-10829|RXN-10830|RXN-10831|RXN-10832|RXN-10833|RXN-10834|RXN-10835|RXN-10836|RXN-10824|RXN-9009|PHOSPHOENOLPYRUVATE-MUTASE-RXN	Antibiotic-Biosynthesis
PWY-8036	chaxamycin biosynthesis	RXN-20296|RXN-20295|RXN-20294|RXN-20293|RXN-20292|RXN-20283|RXN-20284|RXN-20286|RXN-20287|RXN-20288|RXN-20289|RXN-20290|RXN-20291	Antibiotic-Biosynthesis|POLYKETIDE-SYN
PWY-8374	antimycin biosynthesis	RXN-23194|RXN-23207|RXN-23205|RXN-23206|RXN-23204|RXN-23203|RXN-23202|RXN-23201|RXN-23200|RXN-23199|RXN-23197|RXN-23196|RXN-23195	Antibiotic-Biosynthesis
PWY-5940	streptomycin biosynthesis	PHOSPHOGLUCMUT-RXN|MYO-INOSITOL-2-DEHYDROGENASE-RXN|RXN-11099|RXN-11098|2.6.1.56-RXN|RXN-11097|3.1.3.40-RXN|STREPTOMYCIN-6-KINASE-RXN|2.7.7.33-RXN|RXN-9469|RXN-9467|STREPTOMYCIN-6-PHOSPHATASE-RXN|RXN-9471|RXN-9470|2.4.2.27-RXN|2.1.4.2-RXN|SCYLLO-INOSAMINE-KINASE-RXN|2.6.1.50-RXN	Antibiotic-Biosynthesis
PWY-6915	pentalenolactone biosynthesis	RXN-12660|RXN-12658|RXN-12654|RXN-12655|RXN-12653|RXN-12652|RXN-12650|RXN-12649|PENTALENENE-SYNTHASE-RXN|RXN-12651	Antibiotic-Biosynthesis
PWY-7355	doxorubicin biosynthesis	RXN-14855	Antibiotic-Biosynthesis
PWY-7670	fusaridione A biosynthesis	RXN-16700|RXN-16699|RXN-16698	Antibiotic-Biosynthesis|POLYKETIDE-SYN
PWY-8040	ansatrienin biosynthesis	ALARACECAT-RXN|RXN-20431|RXN-20425|RXN-20424|RXN-18014|RXN-20415|RXN-20329|RXN-20327|RXN-20328	Antibiotic-Biosynthesis|POLYKETIDE-SYN
PWY-8387	microcin C biosynthesis	TRANS-RXN-1532|RXN-23330|RXN-23329|RXN-23327|RXN-23326|RXN-23325|RXN-23324	Antibiotic-Biosynthesis
PWY-7407	aurachin A, B, C and D biosynthesis	RXN-17356|RXN-17336|RXN-17334|RXN-15022|RXN-15021|AMINOBENZCOALIG-RXN|RXN-15028|RXN-15027|RXN-15030|RXN-15029|RXN-15026	Aurachin-Biosynthesis
PWY-7405	aurachin RE biosynthesis	AMINOBENZCOALIG-RXN|RXN-15024|RXN-15023|RXN-15022|RXN-15021	Aurachin-Biosynthesis
PWY-6949	DIBOA-glucoside biosynthesis	RXN-7021|RXN0-2381|RXN-6683|RXN-6684|RXN-6681|RXN-6682	PHYTOALEXIN-SYN
PWY-7739	aucuparin biosynthesis	RXN-17183|RXN-17182|RXN-17181|2.3.1.177-RXN	PHYTOALEXIN-SYN
PWY-6418	4-hydroxycoumarin and dicoumarol biosynthesis	RXN-13647|RXN-11171	PHYTOALEXIN-SYN|POLYKETIDE-SYN
PWY-7463	N-methylanthraniloyl-beta-D-glucopyranose biosynthesis	ANTHRANILATE-N-METHYLTRANSFERASE-RXN|RXN-15371	PHYTOALEXIN-SYN
PWY-6950	DIMBOA-glucoside biosynthesis	RXN-6685|RXN-6687	PHYTOALEXIN-SYN
PWY-6926	pyrethrin I biosynthesis	RXN-20923|RXN-20922|RXN-20921|RXN-12678|RXN-12677|RXN-12676|2.5.1.67-RXN	Insecticides-Biosynthesis
PWY-8069	nepetalactone biosynthesis	RXN-9367|RXN-9369|RXN-8618|RXN-8197|RXN-9368|RXN-9370|RXN-20748|RXN-20746|RXN-20747|RXN-20744|RXN-20745	Insecticides-Biosynthesis
PWY-7960	rhabduscin biosynthesis	RXN-19261|RXN-19266|RXN-19293	Insecticides-Biosynthesis
PWY-7100	spinosyn biosynthesis	RXN-23114|RXN-23113|RXN-23112|RXN-23111|RXN-23110|RXN-23109|RXN-23108|RXN-23107|RXN-23106|RXN-23105|RXN-23104|RXN-23103|RXN-23102|RXN-13634|RXN-13633|RXN-13632|RXN-13631|RXN-13630|RXN-13629|RXN-13628|RXN-13627|RXN-13626	Insecticides-Biosynthesis
PWY-5827	heliocides biosynthesis	RXN-9185|RXN-9184|RXN-9183|RXN-9182|RXN-9181|RXN-9180|RXN-9179|RXN-9178|RXN-9177|RXN-9176	Terpenoid-Biosynthesis
PWY-7087	2-methylisoborneol biosynthesis	RXN-12976|RXN-12975	Terpenoid-Biosynthesis
PWY-6668	(E,E)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis	RXN-8620|RXN-10441	Terpenoid-Biosynthesis
PWY-5828	lacinilene C biosynthesis	4.6.1.11-RXN|RXN-9186|RXN-9187	Terpenoid-Biosynthesis
PWY-5773	gossypol biosynthesis	4.6.1.11-RXN|RXN-9049|RXN-9050|RXN-9051|RXN-9048|RXN-9047|RXN-9046|RXN-9045	SESQUITERPENOID-SYN
PWY-6888	zealexin biosynthesis	RXN-19948|RXN-19640|RXN-12656|RXN-12657|RXN-8429|RXN-11903|RXN-12608|RXN-12607|RXN-12606|RXN-12605	SESQUITERPENOID-SYN|TERPENOID-PHYTOALEXINS
PWY-6254	santalene biosynthesis I	RXN-10568|RXN-10567	SESQUITERPENOID-SYN
PWY-8064	sodorifen biosynthesis	RXN-20719|RXN-20720	SESQUITERPENOID-SYN
PWY-6265	zerumbone biosynthesis	RXN-10629|RXN-10628|RXN-8415	SESQUITERPENOID-SYN
PWY-6278	botrydial biosynthesis	RXN-10641|RXN-10640	SESQUITERPENOID-SYN
PWY-2961	sesquiterpenoid phytoalexins biosynthesis	RXN-12828|RXN-11907|RXN-4848|RXN-4846|RXN-4845|RXN-4844|RXN-4843|RXN-4842|RXN-4823	SESQUITERPENOID-SYN|TERPENOID-PHYTOALEXINS
PWY-6294	selinene biosynthesis	RXN-10685|RXN-8587	SESQUITERPENOID-SYN
PWY-5733	germacrene biosynthesis	RXN-11527|RXN-8939|RXN-8562|RXN-8561|RXN-8553	SESQUITERPENOID-SYN
PWY-6859	all-trans-farnesol biosynthesis	RXN-8617|FPPSYN-RXN|IPPISOM-RXN|GPPSYN-RXN	SESQUITERPENOID-SYN
PWY-6128	cis-calamenene related sesquiterpenoids biosynthesis	RXN-9963|RXN-9962	SESQUITERPENOID-SYN
PWY-7736	stellatic acid biosynthesis	RXN-17164|RXN-17163|RXN-17162|RXN-17161|RXN-8813|FARNESYLTRANSTRANSFERASE-RXN|FPPSYN-RXN|GPPSYN-RXN	SESQUITERPENOID-SYN
PWY-6258	patchoulol biosynthesis	RXN-13522|RXN-10603|RXN-10602|RXN-10601|RXN-10600	SESQUITERPENOID-SYN
PWY-6275	beta-caryophyllene biosynthesis	RXN-8432|RXN-8415|RXN-8414	SESQUITERPENOID-SYN
PWY-2921	capsidiol biosynthesis	RXN-4804|RXN-4803|RXN-4802|RXN-4801|RXN-4781	SESQUITERPENOID-SYN|TERPENOID-PHYTOALEXINS
PWY-6291	valencene and 7-epi-alpha-selinene biosynthesis	RXN-8609|RXN-8608	Aroma-Compound-Biosynthesis|SESQUITERPENOID-SYN
PWY-7375	mRNA capping I	RXN-21860|MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN|MRNA-GUANYLYLTRANSFERASE-RXN	Nucleic-Acid-Processing
PWY-5725	farnesene biosynthesis	RXN-8422|RXN-8931|RXN-8574	SESQUITERPENOID-SYN
PWY-6836	santalene biosynthesis II	RXN-8429|RXN-8621|RXN-12494|RXN-12493	SESQUITERPENOID-SYN
PWY-5950	geosmin biosynthesis	RXN-8648|RXN-9475|RXN-9476	SESQUITERPENOID-SYN
PWY-7720	ophiobolin F biosynthesis	FARNESYLTRANSTRANSFERASE-RXN|RXN-8813|RXN-15427	SESQUITERPENOID-SYN
PWY-7889	tRNA-uridine 2-thiolation (mammalian mitochondria)	RXN-18705|RXN0-308|RXN-16822|RXN-16821	Nucleic-Acid-Processing
PWY-6257	curcumene biosynthesis	RXN-10599|RXN-10598|RXN-10597	SESQUITERPENOID-SYN
PWY-6271	eudesmol biosynthesis	RXN-10637|RXN-10636|RXN-10635	SESQUITERPENOID-SYN
PWY-6290	beta-cubebene biosynthesis	RXN-8604	SESQUITERPENOID-SYN
PWY-5425	oleoresin sesquiterpene volatiles biosynthesis	RXN-8550|RXN-8572|RXN-8540|RXN-8541|RXN-8414|RXN-8566	SESQUITERPENOID-SYN
PWY-7904	tRNA-uridine 2-thiolation (thermophilic bacteria)	RXN-18770|RXN-18457|RXN-18456|RXN-18455|RXN0-308	Nucleic-Acid-Processing
PWY-6669	delta-guaiene biosynthesis	RXN-11909|RXN-11527	SESQUITERPENOID-SYN
PWY-7712	deoxynivalenol biosynthesis	RXN-17048|RXN-17047|RXN-17046|RXN-17045|RXN-17044|RXN-17043	Tricothecene-Biosynthesis
PWY-7730	T-2 toxin biosynthesis	RXN-17042|RXN-17041|RXN-17040|RXN-17039|RXN-17038	Tricothecene-Biosynthesis
PWY-7711	calonectrin biosynthesis	RXN-17037|RXN-17036|RXN-17035|RXN-17034|RXN-17033|RXN-17032|RXN-17031|RXN-17030|RXN-17029|TRICHODIENE-SYNTHASE-RXN	Tricothecene-Biosynthesis
PWY0-1479	tRNA processing	RXN0-6485|RXN0-6481|RXN0-6483|3.1.26.5-RXN|RXN0-6484|RXN0-6482|RXN0-6480|RXN0-4222|RXN0-6479|RXN0-6478	Nucleic-Acid-Processing
PWY-7714	harzianum A and trichodermin biosynthesis	RXN-17071|RXN-17070|RXN-17057|RXN-17056	Tricothecene-Biosynthesis
PWY-7713	nivalenol biosynthesis	RXN-17055|RXN-17054|RXN-17053|RXN-17052|RXN-17051|RXN-17050|RXN-17049	Tricothecene-Biosynthesis
PWY-4922	6-methoxymellein biosynthesis	RXN-7404|6-HYDROXYMELLEIN-O-METHYLTRANSFERASE-RXN|RXN-7405	COUMARIN-PHYTOALEXINS|COUMARIN-SYN|POLYKETIDE-SYN
PWY-2002	isoflavonoid biosynthesis I	RXN-3481|RXN-3284|RXN-3283|RXN-3501|RXN-3221	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	RXN-14517|RXN-14516|RXN-14518|RXN-14519	Nucleic-Acid-Processing
PWY-4681	kievitone biosynthesis	RXN-7227|RXN-7226|RXN-7225|RXN-7224	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN
PWY-2343	daidzein conjugates interconversion	RXN-3591|RXN-3588|RXN-3585|RXN-3584	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|Interconversion
PWY-2464	(-)-maackiain biosynthesis	RXN-13700|RXN-3762|RXN-3768|RXN-3766|RXN-3765|RXN-3763	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN
PWY-2701	maackiain conjugates interconversion	RXN-4322|RXN-4321|RXN-4320|RXN-4319	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|Interconversion
PWY-7888	tRNA-uridine 2-thiolation (cytoplasmic)	RXN0-308|RXN-18705|RXN-18704|RXN-18700|RXN-18701|RXN-18699|RXN-12461	Nucleic-Acid-Processing
PWY-2861	biochanin A conjugates interconversion	RXN-4705|RXN-4704|RXN-4703|RXN-4702	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|Interconversion
PWY-4502	wighteone and luteone biosynthesis	RXN-7781|RXN-7780|RXN-7779|RXN-7143|RXN-7142|RXN-7141	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN
PWY-2321	formononetin biosynthesis	RXN-3284|RXN-3625|RXN-3624|RXN-3542	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN
PWY-2463	(-)-medicarpin biosynthesis	RXN-3602|RXN-3601|RXN-3562|ISOFLAVONE-2-HYDROXYLASE-RXN	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN
PWY-7892	tRNA-uridine 2-thiolation and selenation (bacteria)	RXN-22700|RXN-22699|RXN-20757|RXN-20756|RXN-20755|RXN-18710|RXN-18709|RXN-18708|RXN0-2023|RXN0-5144|RXN0-7081	Nucleic-Acid-Processing
PWY-2561	medicarpin conjugates interconversion	RXN-4207|RXN-4206|RXN-4204|RXN-4201	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|Interconversion
PWY-2762	glyceollin biosynthesis	RXN-4513|RXN-4512|RXN-4510|RXN-4511|RXN-4509	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN
PWY-3042	phaseollin biosynthesis	RXN-5112|RXN-5111	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN
PWY-2083	isoflavonoid biosynthesis II	RXN-7750|RXN-7650|RXN-7686|RXN-5502|RXN-5501|RXN-3761|RXN-3645|RXN-3642|RXN-3303|RXN-1541	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN
PWY-8341	N1-methyl-N3-aminocarboxypropyl-pseudouridine-modified rRNA biosynthesis	RXN-22911|RXN-13327|RXN-22910	Nucleic-Acid-Processing
PWY-2345	genistein conjugates interconversion	RXN-3581|RXN-3590|RXN-3592|RXN-3583	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|Interconversion
PWY-6398	melatonin degradation I	RXN-11058|RXN-11056|RXN-11060|RXN-11059|RXN-11057	Melatonin-Degradation
PWY-2467	(+)-pisatin biosynthesis	RXN-18746|RXN-18745|RXN-16377|RXN-16376|RXN-2054|RXN-4561|RXN-4002	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN
PWY-2761	(-)-glycinol biosynthesis	RXN-13699|RXN-4505|RXN-4504|RXN-4502|RXN-4501	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN
PWY-6400	melatonin degradation III	RXN-11073|RXN-11071	Melatonin-Degradation
PWY-2904	formononetin conjugates interconversion	RXN-4764|RXN-4763|RXN-4762|RXN-4761	ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|Interconversion
PWY-6711	archaeosine biosynthesis I	RXN-12145|RXN-12144	Nucleic-Acid-Processing
CAMALEXIN-SYN	camalexin biosynthesis	RXN-19837|RXN-19839|RXN-19841|RXN-19840|RXN-12063|RXN-12062|RXN-12061|RXN-11666|RXN-11665|RXN-11664|RXN-11663|RXN-8275	INDOLE-PHYTOALEXIN-SYN
PWY-6399	melatonin degradation II	RXN-11069|RXN-11068|RXN-11067|RXN-11066	Melatonin-Degradation
PWY-7481	oryzalide A biosynthesis	RXN-18940|RXN-15428|RXN-12593	DITERPENOID-SYN|TERPENOID-PHYTOALEXINS
PWY-7478	oryzalexin D and E biosynthesis	RXN-15441|RXN-15394|RXN-15381|RXN-15382|RXN-15379	TERPENOID-PHYTOALEXINS
P641-PWY	phenylmercury acetate degradation	MERCURY-II-REDUCTASE-RXN|R581-RXN	Mercury-Detoxification
PWY-7489	oryzalexin A, B, and C biosynthesis	RXN-15467|RXN-15466|RXN-15465|RXN-15464	TERPENOID-PHYTOALEXINS
PWY0-1587	N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	RXN-14569|RXN-14570	Nucleic-Acid-Processing
PWY-2981	diterpene phytoalexins precursors biosynthesis	RXN-7788|RXN-15440|RXN-15439|RXN-15438|RXN-15437|RXN-9291|RXN-8528|RXN-4881|RXN-4884|RXN-4883|RXN-4882|5.5.1.13-RXN	DITERPENOID-SYN|TERPENOID-PHYTOALEXINS
PWY-7477	momilactone A biosynthesis	RXN-15453|RXN-15452|RXN-12882|RXN-12881|RXN-12880|RXN-15399|RXN-9290	TERPENOID-PHYTOALEXINS
PWY-7484	phytocassanes biosynthesis, shared reactions	RXN-18946|RXN-18945|RXN-18942|RXN-18941|RXN-15463|RXN-15462|RXN-15445|RXN-15444|RXN-15433|RXN-15432|RXN-12884	DITERPENOID-SYN|TERPENOID-PHYTOALEXINS
PWY-5116	sakuranetin biosynthesis	RXN-7773	FLAVANONES-SYN|FLAVONOID-PHYTOALEXINS
PWY-7285	methylwyosine biosynthesis	RXN-14526|RXN-14527|RXN-14517|RXN-14516	Nucleic-Acid-Processing
PWY-84	resveratrol biosynthesis	RXN-7578|RXN-7577|RXN-7575|RXN-87	STILBENE-PHYTOALEXINS|STILBENE-SYN
PWY-7677	rosamicin biosynthesis	RXN-15064|RXN-16752|RXN-16753|RXN-16754|RXN-16755	Macrolides-Biosynthesis
PWY-7109	megalomicin A biosynthesis	RXN-13661|RXN-12925	Macrolides-Biosynthesis
PWY-7415	tylosin biosynthesis	MACROCIN-O-METHYLTRANSFERASE-RXN|DEMETHYLMACROCIN-O-METHYLTRANSFERASE-RXN|RXN-15058|RXN-15059|RXN-15060|RXN-15061|RXN-15062|RXN-15063|RXN-15064	Macrolides-Biosynthesis
PWY-7891	tRNA-uridine 2-thiolation (yeast mitochondria)	RXN-18706|RXN0-7068|RXN-18705|RXN0-308	Nucleic-Acid-Processing
PWY-7624	nystatin biosynthesis	RXN-16254|RXN-16251|RXN-16252|RXN-16253	Macrolides-Biosynthesis
PWY-7108	erythromycin A biosynthesis	RXN-12926|RXN-12925|RXN-12924|RXN-12923	Macrolides-Biosynthesis
PWY-7412	mycinamicin biosynthesis	RXN-15057|RXN-15050|RXN-15049|RXN-12800|RXN-12801|RXN-15052|RXN-15053|RXN-15054|RXN-15055	Macrolides-Biosynthesis
PWY-7422	methymycin, neomethymycin and novamethymycin biosynthesis	RXN-15109|RXN-15108|RXN-15100|RXN-15101|RXN-12807|RXN-15103	Macrolides-Biosynthesis
PWY-7923	archaeosine biosynthesis II	RXN-19021|RXN-12144	Nucleic-Acid-Processing
PWY-6971	oleandomycin biosynthesis	RXN-12914|RXN-12913|RXN-12804|RXN-12802|RXN-12803	Macrolides-Biosynthesis
PWY-7106	erythromycin D biosynthesis	ERYTHRONOLIDE-SYNTHASE-RXN|RXN-12808|RXN-12933|RXN-12918	Macrolides-Biosynthesis
PWY-7421	narbomycin, pikromycin and novapikromycin biosynthesis	RXN-15110|RXN-15106|RXN-15107|RXN-15099|RXN-15102|RXN-15105	Macrolides-Biosynthesis
PWY-7650	echinocandin B biosynthesis	RXN-16503|RXN-16508|RXN-16507|RXN-16506|RXN-16505|RXN-16504|RXN-16502|RXN-16501|RXN-16500|RXN-16499|RXN-16498	LIPOPEPTIDE-BIOSYNTHESIS
PWY0-1554	5-(methoxycarbonylmethoxy)uridine biosynthesis	RXN0-7167|RXN0-7066|RXN0-7067	Nucleic-Acid-Processing
PWY-7668	apicidin F biosynthesis	RXN-16764|RXN-16686|RXN-16682|RXN-16680|RXN-16267|RXN-16669|RXN-16675|RXN-16674|RXN-16673|RXN-16672	CYCLOPEPTIDES
PWY-7667	apicidin biosynthesis	RXN-16764|RXN-16684|RXN-16683|RXN-16682|RXN-16681|RXN-16680|RXN-16267|RXN-16669|RXN-16667|RXN-16666	CYCLOPEPTIDES
PWY-7022	paromamine biosynthesis II	RXN-13221|RXN-13123|RXN-13122|RXN-13116|RXN-13117|RXN-13119	Paromamine-Biosynthesis
PWY-7014	paromamine biosynthesis I	RXN-13123|RXN-13122|RXN-13116|RXN-13117|RXN-13119|RXN-13118	Paromamine-Biosynthesis
PWY-7391	isoprene biosynthesis II (engineered)	4.2.3.27-RXN|IPPISOM-RXN|DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN|PHOSPHOMEVALONATE-KINASE-RXN|MEVALONATE-KINASE-RXN|1.1.1.34-RXN|HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN|ACETYL-COA-ACETYLTRANSFER-RXN	ISOPRENOIDS
PWY-6913	methylbutenol biosynthesis	RXN-12646	ISOPRENOIDS
PWY-8084	daurichromenate biosynthesis	RXN-18836|RXN-20901|RXN-20875	ISOPRENOIDS
PWY-5815	rubber biosynthesis	RXN0-5180|RXN-9137	POLYTERPENOID-SYN
PWY-7572	lolitrem B biosynthesis	RXN-15968|RXN-15961|RXN-15967|RXN-15966|RXN-15965|RXN-15964|RXN-15963|RXN-15962|RXN-15960|RXN-15959|RXN-15958|RXN-15957|RXN-15956|RXN-15955|RXN-15735	DITERPENOID-SYN
PWY-6304	casbene biosynthesis	CASBENE-SYNTHASE-RXN	DITERPENOID-SYN
PWY-7994	dolabralexins biosynthesis	5.5.1.13-RXN|RXN-19635|RXN-19638|RXN-19637|RXN-19636	DITERPENOID-SYN
PWY-6691	plaunotol biosynthesis	FARNESYLTRANSTRANSFERASE-RXN|RXN-10627|RXN-10626	DITERPENOID-SYN
PWY18C3-18	labdenediol and sclareol biosynthesis	RXN-9454|RXN18C3-50	DITERPENOID-SYN
PWY-7070	steviol biosynthesis	RXN-7580|RXN-5242|1.14.13.78-RXN|RXN-13510	DITERPENOID-SYN
PWY-5107	phytol salvage pathway	RXN-7763|RXN-7683	DITERPENOID-SYN
PWY-7517	brassicicene C biosynthesis	FARNESYLTRANSTRANSFERASE-RXN|RXN-15595|RXN-15594|RXN-15593|RXN-15592|RXN-15591|RXN-10632	DITERPENOID-SYN
PWY-7721	methyl phomopsenoate biosynthesis	RXN-17086|RXN-17085|FARNESYLTRANSTRANSFERASE-RXN|FPPSYN-RXN	DITERPENOID-SYN
PWY-6659	fusicoccin A biosynthesis	RXN-15604|RXN-15603|RXN-15602|RXN-15601|RXN-15600|RXN-15599|RXN-10632|FARNESYLTRANSTRANSFERASE-RXN	DITERPENOID-SYN
PWY-7065	2alpha,7beta-dihydroxylation of taxusin	RXN-13488|RXN-13487|RXN-13486|RXN-12885	DITERPENOID-SYN
PWY-5660	taxol biosynthesis	RXN-13485|RXN-13484|RXN-11851|RXN-8861|RXN-8865|RXN-8859|RXN-8857|2.3.1.167-RXN|2.3.1.166-RXN|RXN-8855|4.2.3.17-RXN|1.14.99.37-RXN|2.3.1.162-RXN|1.14.13.76-RXN|1.14.13.77-RXN	DITERPENOID-SYN
PWY-7680	carnosate bioynthesis	RXN-18881|RXN-18880|RXN-4861|RXN-13338|RXN-16785|RXN-16786	DITERPENOID-SYN
PWY-6645	labdane-type diterpenes biosynthesis	RXN-11775|RXN-11773|RXN-11774|RXN-11772	DITERPENOID-SYN
PWY18C3-13	cis-abienol biosynthesis	RXN-13770|RXN-11772	DITERPENOID-SYN
PWY18C3-7	cembratrienediol biosynthesis	RXN18C3-23|RXN18C3-22|RXN18C3-21|RXN18C3-20	DITERPENOID-SYN
PWY-7071	steviol glucoside biosynthesis (rebaudioside A biosynthesis)	RXN-13521|RXN-13520|RXN-13518|RXN-13517|RXN-13516|RXN-13515|RXN-13514|RXN-13513|RXN-13512|RXN-13511	DITERPENOID-SYN|Glycosylation-Pathways
PWY-7482	cyclooctatin biosynthesis	RXN-15429|RXN-15431|RXN-15430	DITERPENOID-SYN
PWY-7697	geranyl beta-primeveroside biosynthesis	RXN-16940|RXN-16939	Aroma-Compound-Biosynthesis|MONOTERPENOID-SYN
PWY-5813	bornyl diphosphate biosynthesis	GERANYL-DIPHOSPHATE-CYCLASE-RXN	MONOTERPENOID-SYN
PWY-5928	(4R)-carvone biosynthesis	4.2.3.16-RXN|CARVEOL-DEHYDROGENASE-RXN|--LIMONENE-6-MONOOXYGENASE-RXN	MONOTERPENOID-SYN
PWY-6445	fenchol biosynthesis II	RXN-5106|4.2.3.16-RXN|4.2.3.10-RXN	MONOTERPENOID-SYN
PWY-6451	3-carene biosynthesis	RXN-8565	MONOTERPENOID-SYN
PWY-7443	(4S)-carvone biosynthesis	RXN-9397|RXN-10746|4.2.3.20-RXN	MONOTERPENOID-SYN
PWY-5423	oleoresin monoterpene volatiles biosynthesis	RXN-5142|RXN-5121|RXN-8565|RXN-5143|RXN-5110|RXN-5106|RXN-5107|4.2.3.16-RXN	MONOTERPENOID-SYN
PWY-8177	nerol biosynthesis	DIMETHYLALLYLCISTRANSFERASE-RXN|RXN-21729	Aroma-Compound-Biosynthesis|MONOTERPENOID-SYN
PWY-5835	geranyl acetate biosynthesis	RXN-9194|RXN-9192	Interconversion|MONOTERPENOID-SYN
PWY-6437	fenchol biosynthesis I	RXN-11276|RXN-11275|RXN-11274|RXN-11273|4.2.3.10-RXN	MONOTERPENOID-SYN
PWY-6449	fenchone biosynthesis	RXN-11273|RXN-11275|4.2.3.10-RXN	MONOTERPENOID-SYN
PWY-3061	menthol biosynthesis	1.14.13.104-RXN|RXN-5164|RXN-5165|RXN-5166|RXN-5161|RXN-5163|RXN-5162|--MENTHOL-DEHYDROGENASE-RXN|4.2.3.16-RXN|+-NEOMENTHOL-DEHYDROGENASE-RXN|--LIMONENE-3-MONOOXYGENASE-RXN|ISOPIPERITENOL-DEHYDROGENASE-RXN	MONOTERPENOID-SYN
PWY-8176	geraniol biosynthesis (cytosol)	RXN-17102|RXN-17104	Aroma-Compound-Biosynthesis|MONOTERPENOID-SYN
PWY-5829	geraniol and geranial biosynthesis	RXN-9193|GERANIOL-DEHYDROGENASE-RXN|RXN-8618	MONOTERPENOID-SYN
PWY-6436	perillyl aldehyde biosynthesis	RXN-18735|4.2.3.16-RXN|--LIMONENE-7-MONOOXYGENASE-RXN	MONOTERPENOID-SYN
PWY-5123	trans, trans-farnesyl diphosphate biosynthesis	FPPSYN-RXN|GPPSYN-RXN	All-Trans-Farnesyl-PP-Biosynthesis
PWY-6447	trichome monoterpenes biosynthesis	DIMETHYLALLYLCISTRANSFERASE-RXN|RXN-8584|RXN-11279|RXN-11288|RXN-11286|RXN-11284|RXN-11282	MONOTERPENOID-SYN
PWY-7182	linalool biosynthesis I	4.2.3.26-RXN|GPPSYN-RXN	MONOTERPENOID-SYN
PWY-8052	2-arachidonoylglycerol biosynthesis	RXN-20534|RXN-20535|RXN-20529|RXN-20523|RXN-20522|RXN-20519|RXN-20521	N-CONTAINING-SECONDARY-CMPD-SYN
PWY-5474	hydroxycinnamic acid tyramine amides biosynthesis	RXN-8715|RXN-8714|RXN-8713|TYRAMINE-N-FERULOYLTRANSFERASE-RXN|TYROSINE-DECARBOXYLASE-RXN	N-CONTAINING-SECONDARY-CMPD-SYN
PWY-8024	4-hydroxyindole-3-carbonyl nitrile biosynthesis	RXN-19839|RXN-19841|RXN-19840|RXN-12063|RXN-12062|RXN-12061|RXN-20040|RXN-20042	N-CONTAINING-SECONDARY-CMPD-SYN
PWY-8299	(3S)-diazinane-3-carboxylate biosynthesis	RXN-13783|RXN-22541	N-CONTAINING-SECONDARY-CMPD-SYN
PWY-5473	hydroxycinnamic acid serotonin amides biosynthesis	RXN-8712|RXN-8711|RXN-8710|RXN-8709|RXN-8707|AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN	N-CONTAINING-SECONDARY-CMPD-SYN
PWY-6448	hordatine biosynthesis	RXN-11292|AGMATINE-N4-COUMAROYLTRANSFERASE-RXN	N-CONTAINING-SECONDARY-CMPD-SYN
