id	name	description	reactions	parent
rn00400	Phenylalanine, tyrosine and tryptophan biosynthesis		R00674|R00688|R00689|R00691|R00692|R00694|R00729|R00732|R00733|R00734|R00985|R00986|R01073|R01373|R01627|R01714|R01715|R01728|R01730|R01731|R01795|R01826|R01872|R01873|R02340|R02412|R02413|R02415|R02722|R03083|R03084|R03460|R03508|R03509|R06846|R06847|R07276|R08568|R08569|R09254|R09830|R10049|R10050|R10500|R10501|R10502|R10503|R10583|R10597	Amino acid metabolism
rn00401	Novobiocin biosynthesis		R00734|R01728|R06746|R06747|R06748|R06751|R06752|R06753|R06757|R06758|R06759|R06760|R06761|R06762|R06763|R06764|R06765|R06766|R06767|R06768|R06770|R06771|R06772|R06773|R06774|R06775|R06776|R06777|R06778|R10453|R10454	Biosynthesis of other secondary metabolites
rn00402	Benzoxazinoid biosynthesis	Benzoxazinoids (hydroxamic acids) are plant secondary metabolites that serve as important factors for host resistance against microbial pathogens and insects and for allelopathic effects. They are found in grass family and some eudicot families. The predominant benzoxazinoids are DIBOA and its 7-methoxy derivative DIMBOA, which are stored as glucosides in vacuoles. In maize, benzoxazinoid biosynthesis branches off from tryptophan biosynthesis at indole-3-glycerol phosphate, which is converted to indole by indole-3-glycerol phosphate lyase, BX1. Subsequently four cytochrome P450 monooxygenases (BX2-BX5) catalyze the introduction of four oxygen atoms into the indole moiety, yielding DIBOA. After glucosylation by UDP-glucosyltransferase (BX8/BX9), the glucoside is further modified by hydroxylation and O-methylation at C-7 to form DIMBOA-glucoside.	R02340|R07403|R07421|R07422|R07423|R07426|R08972|R08973	Biosynthesis of other secondary metabolites
rn00403	Indole diterpene alkaloid biosynthesis	Indole diterpene alkaloids are a group of meroterpenoids consisting of a partial diterpene structure with four isoprene units and an indole moiety. The common cyclic diterpene skeleton is derived from geranylgeranyl diphosphate (GGPP) and an indole moiety is derived from tryptophan or a tryptophan precursor. They are combined in the initial step of biosynthetic reactions that generate paspaline, the first stable and less modified form required for other forms. Most indole diterpene alkaloids have potent mammalian tremorgenic activities, such as ryegrass staggers in livestock, and some have anti-insect properties. This map shows examples of indole diterpene alkaloids isolated from filamentous fungi.	R10349|R10350|R10351|R10352|R10353|R10356|R10357|R10358|R10359|R10360|R10361|R10362|R10365|R10366|R10367|R10368|R10369|R10370|R10371|R10372|R10373|R10376|R10379|R10380|R10381|R10382|R10383|R10384|R10405|R10406|R10410|R10566|R10569|R10570|R10571|R10692|R10694	Biosynthesis of other secondary metabolites
rn00410	beta-Alanine metabolism		R00233|R00489|R00705|R00706|R00743|R00904|R00905|R00907|R00908|R00909|R00910|R00911|R00912|R00924|R00977|R00978|R01164|R01166|R01604|R01607|R01608|R01611|R01914|R02269|R02473|R02549|R02869|R03045|R03046|R03139|R03158|R03286|R03288|R03935|R09076|R09077	Metabolism of other amino acids
rn00430	Taurine and hypotaurine metabolism		R00230|R00243|R00315|R00396|R00893|R00901|R01681|R01682|R01684|R01685|R01686|R01687|R02434|R02466|R02467|R02600|R03720|R03785|R05320|R05651|R05652|R06980|R06981	Metabolism of other amino acids
rn00440	Phosphonate and phosphinate metabolism	Natural products containing carbon-phosphorous bonds, so-called C-P compounds, are derivatives of phosphonate and phosphinate with substitution of alkyl group for hydrogen of phosphorus-hydrogen bonds. C-P compounds have been found in many organisms, but only protists and bacteria, mostly Actinobacteria, have biosynthetic capacity. A common reaction in the biosynthetic pathway is C-P bond forming reaction from phosphoenolpyruvate (PEP) to phosphonopyruvate (PnPy) catalyzed by PEP phosphomutase. 2-Aminoethylphosphonate (AEP) is the most abundant C-P compound in the natural world. AEP derivatives include phosphonoprotein, phosphonoglycan, and phosphonolipid. Other known C-P compounds are bioactive substances used in medicine (antibiotics) and agriculture (herbicide) such as fosfomycin, FR-33289, rhizocticin, and bialaphos.	R00318|R00661|R00747|R02590|R02592|R04051|R04053|R04152|R04247|R04248|R04249|R04250|R04251|R04252|R04920|R04921|R04922|R04923|R04924|R04925|R08200|R08861|R08862|R08863|R08864|R08865|R08866|R08867|R08868|R08869|R08870|R08871|R08872|R08873|R08874|R08875|R08876|R08877|R08881|R08882|R08883|R08884|R08885|R08886|R08887|R08888|R09478|R10185|R10186|R10191|R10204|R10205	Metabolism of other amino acids
rn00450	Selenocompound metabolism		R03595|R03596|R03599|R04770|R04772|R04773|R04929|R04931|R04941|R04944|R04946|R07229|R08219|R08223|R08224|R09365|R09366|R09367|R09368|R09369|R09370|R09371|R09372|R09373	Metabolism of other amino acids
rn00460	Cyanoamino acid metabolism		R00152|R00483|R00485|R00486|R00524|R00730|R00945|R01267|R01408|R01410|R01553|R01650|R01767|R01887|R02558|R02676|R02985|R03524|R03542|R03625|R03970|R03971|R04296|R04460|R05704|R05728|R06614|R07190|R07638|R09358|R09579|R09580|R09581|R10027|R10028|R10029|R10030|R10031|R10032|R10033|R10034|R10035|R10036|R10037|R10038|R10039|R10040|R10041|R10637|R10638|R10639	Metabolism of other amino acids
rn00471	D-Glutamine and D-glutamate metabolism		R00243|R00248|R00256|R00260|R00279|R00579|R01579|R01583|R02783|R03193|R04012	Metabolism of other amino acids
rn00472	D-Arginine and D-ornithine metabolism		R00567|R00672|R02457|R02458|R02459|R02461|R02923|R02924|R04200|R04201	Metabolism of other amino acids
rn00473	D-Alanine metabolism		R00401|R01148|R01150|R01344|R02718|R04369	Metabolism of other amino acids
rn00480	Glutathione metabolism		R00115|R00120|R00251|R00267|R00274|R00494|R00497|R00644|R00670|R00894|R00899|R01108|R01109|R01110|R01111|R01262|R01528|R01875|R01917|R01918|R01920|R02034|R02736|R02742|R02743|R02824|R02869|R03167|R03522|R03749|R03821|R03822|R03915|R03916|R03984|R04039|R04950|R04951|R08350|R08351|R08352|R08353|R08354|R08355|R08356|R08357|R08358|R08359|R08360|R08361|R08362|R08363|R08364	Metabolism of other amino acids
rn00500	Starch and sucrose metabolism		R00010|R00026|R00028|R00286|R00287|R00289|R00292|R00306|R00308|R00766|R00802|R00803|R00805|R00806|R00807|R00811|R00837|R00838|R00948|R00949|R00951|R00952|R00954|R00956|R00959|R00960|R01233|R01383|R01384|R01385|R01433|R01444|R01478|R01555|R01557|R01660|R01718|R01786|R01788|R01790|R01791|R01823|R01982|R02108|R02109|R02110|R02111|R02112|R02120|R02362|R02421|R02727|R02728|R02737|R02740|R02778|R02780|R02886|R02887|R02889|R02890|R03115|R03118|R03122|R03526|R03527|R03801|R03802|R03920|R03921|R03928|R04111|R05140|R05141|R05142|R05191|R05196|R05624|R08946|R09945|R09994|R09995	Carbohydrate metabolism
rn00510	N-Glycan biosynthesis	N-glycans or asparagine-linked glycans are major constituents of glycoproteins in eukaryotes. N-glycans are covalently attached to asparagine with the consensus sequence of Asn-X-Ser/Thr by an N-glycosidic bond, GlcNAc b1- Asn. Biosynthesis of N-glycans begins on the cytoplasmic face of the ER membrane with the transferase reaction of UDP-GlcNAc and the lipid-like precursor P-Dol (dolichol phosphate) to generate GlcNAc a1- PP-Dol. After sequential addition of monosaccharides by ALG glycosyltransferases [MD:M00055], the N-glycan precursor is attached by the OST (oligosaccharyltransferase) complex to the polypeptide chain that is being synthesized and translocated through the ER membrane. The protein-bound N-glycan precursor is subsequently trimmed, extended, and modified in the ER and Golgi by a complex series of reactions catalyzed by membrane-bound glycosidases and glycosyltransferases. N-glycans thus synthesized are classified into three types: high-mannose type, complex type, and hybrid type. Defects in N-glycan biosynthesis lead to a variety of human diseases known as congenital disorders of glycosylation [DS:H00118 H00119].	R01003|R01004|R01005|R01006|R01009|R01018|R05969|R05970|R05972|R05973|R05976|R05979|R05980|R05981|R05982|R05983|R05984|R05985|R05986|R05987|R05988|R05989|R05990|R05991|R05992|R06127|R06128|R06238|R06258|R06259|R06260|R06261|R06262|R06263|R06264	Glycan biosynthesis and metabolism
rn00512	Mucin type O-Glycan biosynthesis	O-glycans are a class of glycans that modify serine or threonine residues of proteins. Biosynthesis of O-glycans starts from the transfer of N-acetylgalactosamine (GalNAc) to serine or threonine. The first GalNAc may be extended with sugars including galactose, N-acetylglucosamine, fucose, or sialic acid, but not mannose, glucose, or xylose. Depending on the sugars added, there are four common O-glycan core structures, cores 1 through 4, and an additional four, cores 5 though 8. Mucins are highly O-glycosylated glycoproteins ubiquitous in mucous secretions on cell surfaces and in body fluids. Mucin O-glycans can be branched, and many sugars or groups of sugars are antigenic. Important modifications of mucin O-glycans include O-acetylation of sialic acid and O-sulfation of galactose and N-acetylglucosamine.	R05907|R05908|R05909|R05910|R05911|R05912|R05913|R05914|R05915|R07628	Glycan biosynthesis and metabolism
rn00513	Various types of N-glycan biosynthesis		R05970|R05972|R05973|R05976|R05982|R05983|R05984|R05985|R05987|R05988|R05989|R06016|R06127|R06128|R06238|R06258|R06260|R06261|R06722|R08599|R09318|R09319|R09320|R09323|R09324	Glycan biosynthesis and metabolism
rn00514	Other types of O-glycan biosynthesis	O-mannosyl glycans are a type of O-glycans that are found both in eukaryotes and prokaryotes. Biosynthesis of O-mannosyl glycans is initiated by the transfer of mannose from Man-P-Dol to serine or threonine residue, which is catalyzed by protein O-mannosyltransferases POMT1 and POMT2. Defects of these genes are linked to human diseases, such as muscular dystrophies caused by reduced O-mannosylation of alpha-dystroglycan in skeletal muscles [DS:H00120].	R03380|R04491|R07619|R07620|R07621|R09290|R09295|R09296|R09297|R09298|R09299|R09300|R09301|R09302|R09303|R09304|R09315|R09316	Glycan biosynthesis and metabolism
rn00520	Amino sugar and nucleotide sugar metabolism		R00022|R00100|R00286|R00289|R00291|R00293|R00414|R00416|R00418|R00420|R00421|R00501|R00502|R00660|R00765|R00768|R00880|R00883|R00885|R00888|R00889|R00948|R00954|R00955|R00956|R00959|R01092|R01115|R01117|R01200|R01201|R01204|R01206|R01207|R01326|R01381|R01384|R01385|R01386|R01387|R01433|R01471|R01473|R01476|R01754|R01762|R01786|R01803|R01804|R01805|R01811|R01818|R01819|R01951|R01961|R01966|R01980|R02058|R02059|R02060|R02087|R02189|R02333|R02334|R02335|R02426|R02630|R02631|R02634|R02636|R02705|R02707|R02738|R02740|R02833|R03077|R03078|R03161|R03191|R03192|R03317|R03391|R03392|R03396|R03397|R03398|R03399|R03920|R03928|R04215|R04265|R04266|R04435|R04529|R05191|R05199|R05332|R05692|R05775|R06894|R07658|R07659|R07660|R07661|R07672|R08193|R08555|R08559|R08704|R08705|R08706|R08708|R08709|R08710|R08711|R08860|R09600|R09697|R09825|R09834|R09841|R09842|R09843|R10099|R10100|R10140|R10141|R10182|R10187|R10266|R10304|R10460|R10514	Carbohydrate metabolism
rn00521	Streptomycin biosynthesis	Streptomycin is an aminocyclitol-aminoglycoside antibiotic produced by Streptomyces griseus. Streptomycin consists of aminocyclitol (streptidine), 6-deoxyhexose (streptose), and N-methyl-L-glucosamine moieties, which are formed by independent biosynthetic pathways. All of the moieties are derived from D-glucose. The streptidine moiety is synthesized via myo-inositol, which is then oxidized at C-1 and transaminated to give scyllo-inosamine. After phosphorylation, the compound is transamidinated by arginine. The same procedure is repeated at the C-3 position. The streptose moiety is made from D-glucose via a dTDP-glucose pathway. The exact biosynthetic route for the N-methyl-L-glucosamine moiety is unknown, though the biosynthetic gene cluster have been proposed.	R00299|R01183|R01187|R02225|R02228|R02328|R02777|R02781|R03384|R03477|R03496|R03502|R04222|R05512|R05515|R05516|R05547|R06365|R06513|R06514|R07324|R08639|R08843|R08844	Biosynthesis of other secondary metabolites
rn00522	Biosynthesis of 12-, 14- and 16-membered macrolides		R00918|R02858|R02859|R05270|R05519|R05520|R05521|R05522|R05530|R05531|R05532|R06448|R06449|R06450|R06451|R06452|R06453|R06454|R06455|R06456|R06457|R06458|R06459|R06460|R06461|R06462|R06463|R06464|R06465|R06467|R06468|R06470|R06472|R06473|R06474|R06475|R06476|R06477|R06478|R06479|R06480|R06481|R06482|R06483|R06484|R06485|R06486|R06487|R06488|R06489|R06490|R06491|R06492|R06493|R06494|R06495|R06496|R06497|R06498|R06499|R06503|R06504|R06505|R06506|R10656	Metabolism of terpenoids and polyketides
rn00523	Polyketide sugar unit biosynthesis		R02328|R02773|R02776|R02777|R05687|R06423|R06424|R06426|R06427|R06428|R06429|R06430|R06432|R06433|R06434|R06435|R06436|R06437|R06438|R06439|R06440|R06441|R06443|R06513|R06514|R08583|R08593|R08594|R08595|R08598|R08927|R08928|R08929|R08930|R08931|R08932|R08935|R10190|R10279|R10458|R10459|R10573	Metabolism of terpenoids and polyketides
rn00524	Butirosin and neomycin biosynthesis		R00299|R05705|R05706|R08617|R08890|R08891|R08892|R08893|R08894|R08895|R08896|R08897|R08898|R08899|R08900|R08901|R08902|R08903|R08904|R08905|R08906|R08907|R08908|R08909|R08910|R08911|R10094|R10096|R10130|R10207	Biosynthesis of other secondary metabolites
rn00531	Glycosaminoglycan degradation		R07805|R07806|R07807|R07808|R07809|R07810|R07811|R07812|R07813|R07814|R07815|R07816|R07817|R07818|R07819|R07820|R07821|R07822|R07823|R07824|R07825	Glycan biosynthesis and metabolism
rn00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Glycosaminoglycans (GAGs) are linear polysaccharide chains consisting of repeating disaccharide units and form proteglycans by covalently attaching to their core proteins. Chondroitin sulfate (CS) is a glycosaminoglycan with the disaccharide unit of beta-D-galactosamine (GalNAc) and beta-D-glucuronic acid (GlcA), and often modified with ester-linked sulfate at certain positions. Dermatan sulfate (DS) is a modified form of CS, in which a portion of D-glucuronate residues is epimerized to L-iduronates (IdoA). CS and DS are linked to serine residues in core proteins via a linkage tetrasaccharide formed by the transfer of xylose and three more residues [MD:M00057]. The assembly process of CS is initiated by transferring GalNAc residue to the linkage tetrasaccharide. The polymerization is catalyzed by bifunctional enzymes (chondroitin synthases) possessing both beta 1,3 glucuronosyltransferase and beta 1,4 N-acetylgalactosaminyltransferase activities [MD:M00058]. Chondroitin polymerization also requires the action of the chondroitin polymerizing factor. There are various O-sulfation patterns in CS and DS, where 4-O sulfation and 6-O sulfation of GalNAc and 2-O-sulfation of the uronic acids (GlcA / IdoA) are mainly found.	R04104|R05925|R05926|R05927|R05928|R05929|R05931|R05932	Glycan biosynthesis and metabolism
rn00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Heparan sulfate (HS) and heparin (Hep) are glycosaminoglycans with repeating disaccharide units that consist of alternating residues of alpha-D-glucosamine (GlcN) and uronic acid, the latter being either beta-D-glucuronic acid (GlcA) or alpha-L-iduronic acid (IdoA). In these sugar residues, sulfation modification may be performed at various positions. Structural studies show that Hep possesses a higher degree of sulfation than HS. The biosynthesis of HS/Hep occurs with the addition of the first GlcNAc residue by EXTL3 glycosyltransferase after completion of tetrasaccharide linkage region attached to serine residue of a core protein. The chain polymeraization is then catalyzed by EXT1 and EXT2 transferases. As the chain polymerizes, HS/Hep undergoes a series of modification reactions including N-deacetylation, N-sulfation, epimerization, and subsequently O-sulfation. As final products of biosynthesis, HS is present in the form of hepran sulfate proteoglycan (HSPG) whereas Hep exists as a sugar chain without a core protein. The proteoglycan families with HS, as well as CS (chondroitin sulfate), DS (dermatan sulfate), and KS (keratan sulfate), are composed of two main types depending on the subcellular locations: cell membrane and extracellular matrix [BR:ko00535]. HS/Hep has been shown to bind to a variety of molecules, such as growth factors, chemokines, morphogens, and extracellular matrix components [BR:ko00536].	R05925|R05926|R05927|R05928|R05930|R05935|R05936|R10138|R10139	Glycan biosynthesis and metabolism
rn00540	Lipopolysaccharide biosynthesis		R01994|R01996|R01997|R03254|R03350|R03351|R04549|R04550|R04567|R04587|R04606|R04657|R04658|R05074|R05075|R05146|R05176|R05644|R05645|R05646|R05647|R09767|R09769|R09770|R09771|R09772	Glycan biosynthesis and metabolism
rn00550	Peptidoglycan biosynthesis	Peptidoglycan is a macromolecule made of long aminosugar strands cross-linked by short peptides. It forms the cell wall in bacteria surrounding the cytoplasmic membrane. The glycan strands are typically comprised of repeating N-acetylglucosamine (GlcNAc) and N-acetylmuramic acid (MurNAc) disaccharides. Each MurNAc is linked to a peptide of three to five amino acid residues. Disaccharide subunits are first assembled on the cytoplasmic side of the bacterial membrane on a polyisoprenoid anchor (lipid I and II). Polymerization of disaccharide subunits by transglycosylases and cross-linking of glycan strands by transpeptidases occur on the other side of the membrane. Bacterial cell wall biosynthesis inhibitors form a major class of antibiotics.	R00660|R01150|R02783|R02786|R02788|R03191|R03192|R03193|R04519|R04573|R04617|R05030|R05032|R05626|R05627|R05629|R05630|R05662|R08776|R08777|R08778|R08779|R08780	Glycan biosynthesis and metabolism
rn00561	Glycerolipid metabolism		R00841|R00847|R00851|R01011|R01034|R01036|R01039|R01041|R01047|R01350|R01351|R01514|R01752|R02239|R02240|R02241|R02250|R02251|R02687|R02689|R02691|R02757|R03119|R03468|R03755|R03756|R04377|R04469|R04470|R04471|R04472|R04473|R04474|R05081|R05333|R05775|R06867	Lipid metabolism
rn00562	Inositol phosphate metabolism		R00705|R00706|R01015|R01182|R01183|R01184|R01185|R01186|R01187|R01188|R01189|R01802|R02782|R03330|R03332|R03361|R03362|R03363|R03371|R03372|R03393|R03394|R03427|R03428|R03429|R03430|R03433|R03434|R03435|R03469|R03478|R03479|R04372|R04404|R04504|R04513|R04545|R05202|R05378|R05661|R05795|R05800|R05801|R05802|R05803|R07299|R07324|R08503|R08603|R09669|R09670|R09827|R09951|R09952|R09953|R09954	Carbohydrate metabolism
rn00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	Cell surface proteins can be attached to the cell membrane via the glycolipid structure called glycosylphosphatidylinositol (GPI) anchor. Hundreds of GPI-anchored proteins have been identified in many eukaryotes ranging from protozoa and fungi to mammals. All protein-linked GPI anchors share a common core structure, characterized by the substructure Man (a1-4) GlcN (a1-6) myo-inositol-1P-lipid. Biosynthesis of GPI anchors proceeds in three stages: (i) preassembly of a GPI precursor in the ER membrane, (ii) attachment of the GPI to the C-terminus of a newly synthesized protein in the lumen of the ER, and (iii) lipid remodeling and/or carbohydrate side-chain modifications in the ER and the Golgi. Defects of GPI anchor biosynthesis gene result in a genetic disorder, paroxysmal nocturnal hemoglobinuria.	R05916|R05917|R05918|R05919|R05920|R05921|R05922|R05924|R06623|R07129|R08107	Glycan biosynthesis and metabolism
rn00564	Glycerophospholipid metabolism		R00748|R00749|R00842|R00844|R00846|R00848|R00851|R00855|R00856|R01013|R01021|R01023|R01026|R01030|R01310|R01312|R01315|R01316|R01318|R01319|R01320|R01321|R01468|R01470|R01797|R01799|R01800|R01801|R01802|R01890|R02027|R02029|R02030|R02037|R02038|R02051|R02052|R02053|R02054|R02055|R02056|R02057|R02114|R02239|R02240|R02241|R02242|R02563|R02746|R02747|R02756|R02817|R03360|R03416|R03417|R03424|R04034|R04158|R04480|R04520|R04864|R05381|R05382|R05679|R05680|R05794|R06868|R06869|R06870|R06871|R06872|R07376|R07377|R07390|R08966|R09034|R09035|R09036|R09037|R09038|R09072|R09073|R09944|R10255|R10325|R10326|R10331	Lipid metabolism
rn00565	Ether lipid metabolism		R02745|R03109|R03110|R03415|R03437|R03438|R03454|R03455|R04126|R04162|R04311|R04321|R04360|R04361|R04363|R04413|R04452|R04571|R06364|R07379|R07380|R07381|R07382|R07383|R07384|R07385|R07386|R07387|R07388|R07389	Lipid metabolism
rn00590	Arachidonic acid metabolism		R00073|R01317|R01590|R01593|R01594|R01595|R01596|R02265|R02266|R02267|R02268|R02581|R02583|R02683|R02799|R02801|R03057|R03058|R03059|R03521|R03866|R03867|R03878|R04256|R04517|R04518|R05055|R05056|R05057|R05058|R05059|R05060|R05207|R07031|R07032|R07034|R07035|R07036|R07037|R07038|R07039|R07040|R07041|R07042|R07043|R07044|R07045|R07046|R07047|R07048|R07049|R07050|R07051|R07052|R07053|R07054|R07067|R07108|R07109|R07110|R07111|R09506	Lipid metabolism
rn00591	Linoleic acid metabolism		R03626|R03627|R05718|R05740|R07055|R07056|R07057|R07058|R07061|R07062|R07063|R07064|R07121|R07122|R09811|R09905	Lipid metabolism
rn00592	alpha-Linolenic acid metabolism		R03401|R03402|R05759|R07859|R07860|R07861|R07863|R07864|R07865|R07866|R07867|R07868|R07869|R07870|R07872|R07887|R07888|R07889|R07890|R07891|R07892|R07893|R07894|R07895|R07896|R07897|R07898|R07899|R07902	Lipid metabolism
rn00600	Sphingolipid metabolism		R01281|R01494|R01495|R01496|R01497|R01498|R01500|R01503|R01891|R01926|R01928|R01929|R02464|R02541|R02542|R02543|R02976|R02978|R03354|R03355|R03617|R04016|R04017|R04018|R04019|R04856|R04921|R05105|R06516|R06517|R06518|R06519|R06520|R06521|R06522|R06525|R06526|R06527|R06528|R08969	Lipid metabolism
rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series		R05971|R05974|R05975|R05977|R05978|R06006|R06021|R06024|R06025|R06026|R06027|R06029|R06031|R06032|R06033|R06035|R06037|R06038|R06039|R06041|R06075|R06076|R06085|R06086|R06089|R06090|R06095|R06097|R06153|R06155|R06156|R06162|R06163|R06164|R06165|R06167|R06168|R06169|R06170|R06187|R06189|R06190|R06191|R06192|R06193|R06197|R06198|R06215|R06216|R06221|R06222|R06224|R06227|R06230|R06232	Glycan biosynthesis and metabolism
rn00603	Glycosphingolipid biosynthesis - globo series		R05902|R05903|R05904|R05960|R05961|R05962|R05963|R05964|R05965|R05966|R05967|R05968	Glycan biosynthesis and metabolism
rn00604	Glycosphingolipid biosynthesis - ganglio series		R05937|R05938|R05939|R05940|R05941|R05942|R05943|R05944|R05945|R05946|R05947|R05948|R05949|R05950|R05951|R05952|R05953|R05954|R05955|R05956|R05957|R05958|R05959|R06004|R06010	Glycan biosynthesis and metabolism
rn00620	Pyruvate metabolism		R00014|R00196|R00197|R00198|R00199|R00200|R00203|R00205|R00206|R00207|R00211|R00212|R00214|R00216|R00217|R00218|R00219|R00227|R00228|R00229|R00230|R00236|R00238|R00271|R00315|R00316|R00317|R00319|R00320|R00326|R00341|R00342|R00343|R00344|R00345|R00346|R00431|R00472|R00703|R00704|R00710|R00711|R00726|R00742|R00753|R00928|R00998|R01019|R01082|R01196|R01213|R01257|R01446|R01447|R01450|R01735|R01736|R02164|R02260|R02320|R02527|R02530|R02569|R03145|R03270|R04177|R05063|R07618|R09796|R10343	Carbohydrate metabolism
rn00621	Dioxin degradation		R00228|R00750|R00818|R02601|R02602|R02606|R03462|R03966|R04223|R05239|R05241|R05245|R05261|R05262|R05263|R05264|R05359|R05360|R05361|R05365|R05411|R05413|R05414|R05415|R05434|R05439|R09512	Xenobiotics biodegradation and metabolism
rn00622	Xylene degradation		R00228|R00750|R02601|R04089|R05138|R05232|R05235|R05240|R05247|R05248|R05266|R05282|R05288|R05289|R05290|R05291|R05292|R05293|R05295|R05298|R05309|R05314|R05347|R05348|R05353|R05364|R05374|R05377|R05389|R05428|R05442|R05443|R05663|R05664|R05665|R05864|R05865|R09097	Xenobiotics biodegradation and metabolism
rn00623	Toluene degradation		R01293|R01294|R01419|R01420|R01636|R01763|R02550|R02675|R03559|R03560|R03562|R03566|R03608|R04088|R04136|R04510|R05271|R05272|R05281|R05294|R05299|R05300|R05575|R05584|R05587|R05588|R05598|R05599|R05666|R07663|R07665|R07666|R07667|R09201|R09213|R09214|R09215|R09217|R09220|R09221|R09222|R09223|R09224|R09225|R09226|R09229	Xenobiotics biodegradation and metabolism
rn00624	Polycyclic aromatic hydrocarbon degradation		R00818|R01628|R01631|R01632|R01633|R01634|R01635|R03630|R03692|R04151|R05148|R05275|R05349|R05350|R05375|R05410|R05412|R05422|R05423|R05430|R05431|R05432|R05433|R05435|R05436|R05437|R05438|R05537|R05538|R05540|R05541|R05542|R05543|R05544|R05545|R05632|R05642|R05643|R05648|R05649|R05650|R05653|R05654|R05655|R05656|R05657|R05658|R05843|R07657|R07687|R07688|R07689|R07690|R07691|R07692|R07693|R07694|R07695|R07696|R07701|R07702|R07703|R07704|R07705|R07707|R07708|R07713|R07799|R07800|R07801|R07802|R07803|R07804|R09159|R09160|R09161|R09162|R09163|R09164|R09165|R09166|R09167|R09168|R09169|R09170|R09171|R09172|R09173|R09174|R09175|R09176|R09177|R09178|R09179|R09180|R09181|R09182|R09183|R09184|R09185|R09202|R09203|R09204|R09205|R09206|R09207|R09208|R09209|R09210|R09211|R09212|R09216|R09218|R09219|R09227|R09228|R09239	Xenobiotics biodegradation and metabolism
rn00625	Chloroalkane and chloroalkene degradation		R00603|R00604|R00614|R05233|R05234|R05237|R05238|R05284|R05285|R05286|R05287|R05351|R05367|R05368|R05371|R05372|R05380|R05444|R05496|R05498|R05499|R05500|R05501|R05502|R05503|R05842|R06973|R09128|R09141|R09142|R09143|R09144|R09145|R09146|R09147|R09148|R09149|R09150|R09151|R09152|R09154|R09155|R09156|R09157|R09158	Xenobiotics biodegradation and metabolism
rn00626	Naphthalene degradation		R00818|R02941|R02968|R04115|R04117|R05136|R05137|R06898|R06899|R06900|R06901|R06902|R06903|R06904|R06905|R06906|R06907|R06908|R06909|R06910|R06911|R06912|R06913|R06914|R06915|R06916|R06917|R06918|R06919|R06920|R06921|R06922|R06923|R06924|R06925|R06926|R06927|R06928|R06929|R06930|R06931|R06932|R06933|R06934|R06935|R06936|R06937|R06938|R06939|R07682|R07683|R07684|R07685|R07686|R07698|R07699|R07709|R07710|R07881	Xenobiotics biodegradation and metabolism
rn00627	Aminobenzoate degradation		R00815|R00821|R00823|R00825|R00980|R00982|R01238|R01293|R01294|R01295|R01300|R01419|R01420|R01421|R01422|R01632|R01764|R02561|R02562|R02672|R02673|R02877|R03023|R03024|R03026|R03247|R03791|R03794|R03998|R03999|R04160|R04277|R04278|R04279|R04280|R04297|R04489|R05244|R05258|R05259|R05265|R05274|R05277|R05278|R05279|R05280|R05308|R05316|R05346|R05383|R05394|R05399|R05400|R05401|R05405|R05420|R05421|R05485|R05486|R05546|R05548|R05585|R05590|R05591|R05596|R05603|R05625|R05699|R05783|R06851|R06852|R06853|R06854|R06988|R07664|R07668|R07697|R07700|R07706|R07727|R07730|R07734|R07828|R07829|R07831|R07832|R07833|R07835|R07836|R07837|R07838|R09270|R09271|R09272|R09273|R09274|R09275|R09276|R09277|R09278|R09284|R09285|R09287|R09288|R09565|R10136	Xenobiotics biodegradation and metabolism
rn00630	Glyoxylate and dicarboxylate metabolism		R00009|R00013|R00021|R00238|R00253|R00273|R00339|R00342|R00351|R00372|R00465|R00466|R00468|R00470|R00472|R00473|R00474|R00475|R00476|R00477|R00479|R00518|R00519|R00521|R00522|R00524|R00525|R00526|R00588|R00653|R00717|R00833|R00934|R00944|R00945|R01180|R01221|R01256|R01325|R01333|R01334|R01388|R01390|R01392|R01393|R01394|R01514|R01558|R01559|R01745|R01747|R01749|R01750|R01781|R01859|R01900|R01908|R01959|R01977|R02509|R02544|R02545|R02546|R02547|R02765|R03027|R03040|R03127|R03128|R03140|R03146|R04268|R05076|R06180|R09291|R09292|R09293|R09979	Carbohydrate metabolism
rn00633	Nitrotoluene degradation		R08014|R08015|R08016|R08017|R08018|R08019|R08020|R08027|R08030|R08033|R08034|R08035|R08036|R08037|R08038|R08040|R08041|R08042|R08043|R08044|R08045|R08046|R08047|R08048|R08049|R09230|R09231|R09232|R09233|R09234|R09235|R09236|R09237|R09238|R09240|R09241|R09242|R09243	Xenobiotics biodegradation and metabolism
rn00640	Propanoate metabolism		R00233|R00238|R00353|R00405|R00409|R00432|R00705|R00706|R00740|R00742|R00743|R00744|R00833|R00907|R00908|R00914|R00920|R00921|R00923|R00926|R00928|R00930|R00931|R00935|R00993|R00997|R01000|R01016|R01199|R01353|R01354|R01359|R01366|R01449|R01550|R01608|R01611|R01859|R02257|R02260|R02376|R02377|R02528|R02764|R02765|R02963|R03045|R03046|R03158|R03381|R03872|R04424|R04425|R04432|R04919|R06987|R09097|R10702|R10703|R10704|R10705|R10715|R10717|R10718	Carbohydrate metabolism
