ID	NAMES	KEGG	EQUATION	ECs
R08354	glutathione:aminopropylcadaverine ligase (ADP-forming)	R08354	C00002[0] + C00051[0] + C16565[0] <=> C00008[0] + C00009[0] + C16566[0]	6.3.1.9
R08355	glutathione:glutathionylaminopropylcadaverine ligase (ADP-forming)	R08355	C00002[0] + C00051[0] + C16566[0] <=> C00008[0] + C00009[0] + C16567[0]	6.3.1.9
R08356	bis(glutathionyl)spermine:NADP+ oxidoreductase	R08356	C16563[0] + C00006[0] <=> C16564[0] + C00005[0] + C00080[0]	1.8.1.12
R08357	homotrypanothione:NADP+ oxidoreductase	R08357	C16567[0] + C00006[0] <=> C16568[0] + C00005[0] + C00080[0]	1.8.1.12
R08358		R08358	C02090[0] + C05422[0] <=> C03170[0] + C00072[0]	null
R08359	S-adenosylmethioninamine:cadaverine 3-aminopropyltransferase	R08359	C01137[0] + C01672[0] <=> C00170[0] + C16565[0]	2.5.1.16
R08360	tryparedoxin:hydroperoxide oxidoreductase	R08360	C16663[0] + C15498[0] <=> C16664[0] + C00001[0] + C01335[0]	1.11.1.15|1.11.1.-
R08361		R08361	C02090[0] + C16664[0] <=> C03170[0] + C16663[0]	null
R08362	trypanothione:hydroperoxide oxidoreductase	R08362	C02090[0] + C15498[0] <=> C03170[0] + C00001[0] + C01335[0]	1.11.1.15
R08363	2'-deoxyribonucleoside-diphosphate:tryparedoxin-disulfide 2'-oxidoreductase	R08363	C04232[0] + C16664[0] + C00001[0] <=> C03723[0] + C16663[0]	1.17.4.1
R08364	2'-deoxyribonucleoside-diphosphate:trypanothione-disulfide 2'-oxidoreductase	R08364	C04232[0] + C03170[0] + C00001[0] <=> C03723[0] + C02090[0]	1.17.4.1
R08365		R08365	C06377[0] + C00001[0] <=> C01097[0] + C00014[0]	5.3.1.-
R08366	protein-N(pi)-phosphohistidine:N-acetyl-D-galactosamine 6-phosphotransferase	R08366	C01132[0] + C04261[0] <=> C06376[0] + C00615[0]	2.7.1.69
R08367	protein-N(pi)-phosphohistidine:D-galactosamine 6-phosphotransferase	R08367	C02262[0] + C04261[0] <=> C06377[0] + C00615[0]	2.7.1.69
R08368	purine-nucleoside:phosphate ribosyltransferase	R08368	C15586[0] + C00009[0] <=> C15587[0] + C00620[0]	2.4.2.1
R08369	UDP-glucose:N6-alkylaminopurine 9-glucosyltransferase	R08369	C00029[0] + C02860[0] <=> C00015[0] + C16676[0]	2.4.1.118
R08370	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(E)-alpha-bisabolene-forming]	R08370	C00448[0] <=> C19749[0] + C00013[0]	4.2.3.38
R08371		R08371	(2) C06394[0] <=> C07667[0]	null
R08372		R08372	C03658[0] <=> C00071[0] + C00116[0]	null
R08373	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (alpha-humulene-forming)	R08373	C00448[0] <=> C09684[0] + C00013[0]	4.2.3.104|4.2.3.-
R08374	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(3S,6E)-nerolidol-forming]	R08374	C00448[0] + C00001[0] <=> C09704[0] + C00013[0]	4.2.3.48
R08375		R08375	C05859[0] <=> C00621[0]	null
R08376		R08376	C01054[0] <=> C08624[0]	null
R08377		R08377	C08624[0] <=> C08748[0]	null
R08378		R08378	C01054[0] <=> C08797[0]	null
R08379	retinol: NADP+ oxidoreductase	R08379	C00473[0] + C00006[0] <=> C00376[0] + C00005[0] + C00080[0]	1.1.1.300|1.1.1.-
R08380	11-cis-retinol: NADP+ oxidoreductase	R08380	C00899[0] + C00006[0] <=> C02110[0] + C00005[0] + C00080[0]	1.1.1.-
R08381	Palmitoyl-CoA:retinol O-acyltransferase	R08381	C00154[0] + C00899[0] <=> C00010[0] + C03455[0]	2.3.1.76
R08382	9-cis-retinol:NAD+ oxidoreductase	R08382	C16682[0] + C00003[0] <=> C16681[0] + C00004[0] + C00080[0]	1.1.1.315
R08383		R08383	C16682[0] + C00006[0] <=> C16681[0] + C00005[0] + C00080[0]	1.1.1.-
R08384	retinal:oxygen oxidoreductase	R08384	C16681[0] + C00007[0] + C00001[0] <=> C15493[0] + C00027[0]	1.2.3.1
R08385	retinal:NAD+ oxidoreductase	R08385	C16681[0] + C00003[0] + C00001[0] <=> C15493[0] + C00004[0] + C00080[0]	1.2.1.36
R08386	Acetyl-CoA:N-hydroxyarylamine O-acetyltransferase	R08386	C00024[0] + C16685[0] <=> C00010[0] + C16684[0]	2.3.1.118
R08387	phosphatidylcholine:retinol O-acyltransferase	R08387	C00157[0] + C00473[0] <=> C04233[0] + C02075[0]	2.3.1.135
R08388	all-trans-retinyl ester acylhydrolase, 11-cis-retinol forming	R08388	C02075[0] + C00001[0] <=> C00899[0] + C00162[0]	3.1.1.64
R08389	phosphatidylcholine:retinol O-acyltransferase	R08389	C03889[0] + C00899[0] <=> C03455[0] + C04233[0]	2.3.1.135
R08390		R08390	C00777[0] + C00005[0] + C00080[0] + C00007[0] <=> C16679[0] + C00006[0] + C00001[0]	1.14.13.-|1.14.14.1|1.14.15.3
R08391		R08391	C00777[0] + C00005[0] + C00080[0] + C00007[0] <=> C16680[0] + C00006[0] + C00001[0]	1.14.13.-|1.14.14.1
R08392		R08392	C00777[0] + C00005[0] + C00080[0] + C00007[0] <=> C16677[0] + C00006[0] + C00001[0]	1.14.13.-|1.14.14.1
R08393		R08393	C00341[0] <=> C09871[0]	null
R08394		R08394	C00341[0] <=> C09847[0]	null
R08395		R08395	C00341[0] <=> C09839[0] + C00013[0]	null
R08396	geranyl-diphosphate diphosphohydrolase	R08396	C00341[0] + C00001[0] <=> C01500[0] + C00013[0]	3.1.7.3|3.1.7.11
R08397		R08397	C00341[0] <=> C09849[0]	null
R08398		R08398	C00341[0] <=> C01499[0]	null
R08399		R08399	C00341[0] <=> C09848[0]	null
R08400	poly-cis-polyprenyl-diphosphate:isopentenyl-diphosphate polyprenyl-cis-transferase	R08400	C04093[0] + C00129[0] <=> C16689[0] + C00013[0]	2.5.1.20
R08401		R08401	C06090[0] <=> C09189[0]	null
R08402		R08402	C11901[0] <=> C07601[0]	null
R08403		R08403	C16691[0] <=> C11475[0] + C00001[0]	4.3.2.4
R08404	acyl-phosphate:D-glucose phosphotransferase	R08404	C02133[0] + C00031[0] <=> C00060[0] + C00092[0]	2.7.1.61
R08405	acyl-phosphate:D-mannose phosphotransferase	R08405	C02133[0] + C00159[0] <=> C00060[0] + C00275[0]	2.7.1.61
R08406	acyl-phosphate:D-fructose phosphotransferase	R08406	C02133[0] + C00095[0] <=> C00060[0] + C00085[0]	2.7.1.61
R08407	acyl-phosphate:D-fructose phosphotransferase	R08407	C02133[0] + C00095[0] <=> C00060[0] + C01094[0]	2.7.1.61
R08408	Aldehyde:oxygen oxidoreductase	R08408	C02918[0] + C00007[0] + C00001[0] <=> C05842[0] + C00027[0] + C00080[0]	1.2.3.1
R08409	Plastoquinol:oxidized-plastocyanin oxidoreductase	R08409	C16695[0] + (2) C03162[0] <=> C10385[0] + (2) C03025[0]	1.10.9.1
R08410		R08410	C00385[0] + (2) C00019[0] <=> C07130[0] + (2) C00021[0]	null
R08411		R08411	C00123[0] <=> C08262[0]	null
R08412		R08412	C00135[0] + C08262[0] <=> C16696[0]	null
R08413		R08413	C00135[0] <=> C07474[0]	null
R08414		R08414	C00450[0] <=> C00408[0]	null
R08415		R08415	C00408[0] <=> C16697[0]	null
R08416		R08416	C16697[0] <=> C10173[0]	null
R08417		R08417	C16697[0] <=> C06185[0]	null
R08418		R08418	C01672[0] <=> C10773[0]	null
R08419		R08419	C01672[0] <=> C10783[0]	null
R08420		R08420	C10783[0] <=> C10763[0]	null
R08421		R08421	C01672[0] <=> C10772[0]	null
R08422		R08422	C06181[0] + C00423[0] <=> C10171[0]	null
R08423		R08423	C06181[0] + C00423[0] + C00512[0] <=> C10157[0] + C00010[0]	null
R08424		R08424	C10157[0] <=> C07475[0]	null
R08425		R08425	C06184[0] <=> C10865[0]	null
R08426		R08426	C00253[0] <=> C16671[0]	null
R08427		R08427	C06178[0] <=> C06521[0]	null
R08428		R08428	C06178[0] <=> C11359[0]	null
R08429		R08429	C06178[0] <=> C12448[0]	null
R08430		R08430	C12448[0] + C00512[0] <=> C01416[0] + C00010[0]	2.3.1.-
R08431		R08431	C06178[0] <=> C00783[0]	null
R08432	(R)-phenyllactyl-CoA:tropine O-phenyllactyltransferase	R08432	C00729[0] + C16257[0] <=> C10860[0] + C00010[0]	2.3.1.-
R08433	acetyl-CoA:corrinoid protein O-acetyltransferase	R08433	C00024[0] + C06021[0] + C00080[0] <=> C00237[0] + C06020[0] + C00010[0]	2.3.1.169
R08434		R08434	C10860[0] <=> C02046[0]	null
R08435		R08435	C00079[0] <=> C16700[0]	null
R08436		R08436	C00483[0] + C16700[0] <=> C16701[0]	null
R08437		R08437	C16701[0] <=> C16702[0]	2.1.1.-
R08438		R08438	C16702[0] <=> C08532[0]	null
R08439		R08439	C16702[0] <=> C12162[0]	null
R08440		R08440	C16702[0] <=> C16703[0]	null
R08441	S-adenosyl-L-homocysteine:Norgalanthamine N-methyltransferase	R08441	C12173[0] + C00019[0] <=> C08526[0] + C00021[0]	2.1.1.-
R08442		R08442	C16703[0] + C00005[0] <=> C12173[0] + C00006[0]	1.1.1.-
R08443		R08443	C00355[0] <=> C09642[0]	null
R08444		R08444	C03758[0] <=> C06546[0]	null
R08445		R08445	C03758[0] <=> C12231[0]	null
R08446	S-Adenosyl-L-methionine:Anhalonidine O-methyltransferase	R08446	C16704[0] + C00019[0] <=> C16705[0] + C00021[0]	2.1.1.-
R08447		R08447	C03758[0] + C16706[0] <=> C16707[0]	null
R08448		R08448	C16707[0] <=> C16708[0]	null
R08449	S-Adenosyl-L-methionine:Isoandrocymbine O-methyltransferase	R08449	C16708[0] + C00019[0] <=> C16709[0] + C00021[0]	2.1.1.-
R08450		R08450	C16709[0] <=> C16710[0]	null
R08451		R08451	C16710[0] + C00001[0] <=> C11250[0] + C00058[0]	null
R08452		R08452	C11250[0] <=> C16712[0]	null
R08453		R08453	C16712[0] <=> C07592[0]	null
R08454		R08454	C16707[0] <=> C16713[0]	null
R08455		R08455	C16713[0] + C00019[0] <=> C16714[0] + C00021[0]	2.1.1.-
R08456		R08456	C06161[0] <=> C06516[0]	null
R08457		R08457	C06516[0] <=> C06533[0]	null
R08458		R08458	C05176[0] + C05243[0] <=> C07547[0]	null
R08459		R08459	(2) C05176[0] <=> C09654[0]	null
R08460		R08460	C02105[0] <=> C09541[0]	null
R08461	vanillylamine:succinate-semialdehyde aminotransferase	R08461	C00755[0] + C00334[0] <=> C16666[0] + C00232[0]	null
R08462	Limonin-D-ring-lactone lactonohydrolase	R08462	C03514[0] + C00001[0] <=> C16718[0]	3.1.1.36
R08463		R08463	C00079[0] <=> C08301[0]	null
R08464		R08464	C08301[0] <=> C08300[0]	null
R08465	S-Adenosyl-L-methionine:D-cathine N-methyltransferase	R08465	C08300[0] + C00019[0] <=> C02765[0] + C00021[0]	2.1.1.-
R08466		R08466	C08301[0] <=> C16719[0]	null
R08467	S-Adenosyl-L-methionine:norephedrine N-methyltransferase	R08467	C16719[0] + C00019[0] <=> C01575[0] + C00021[0]	2.1.1.-
R08468	S-Adenosyl-L-methionine:2-(3-carboxy-3-aminopropyl)-L-histidine methyltransferase	R08468	C00019[0] + C04692[0] <=> C00021[0] + C16720[0]	2.1.1.98
R08469	S-Adenosyl-L-methionine:2-(3-carboxy-3-aminopropyl)-L-histidine methyltransferase	R08469	C00019[0] + C16720[0] <=> C00021[0] + C01573[0]	2.1.1.98
R08470		R08470	C12093[0] <=> C10722[0]	null
R08471		R08471	C12093[0] <=> C10632[0]	null
R08472		R08472	C12093[0] <=> C10738[0]	null
R08473		R08473	C00108[0] <=> C16716[0]	null
R08474		R08474	C16716[0] <=> C16721[0]	null
R08475		R08475	C16721[0] <=> C10660[0]	null
R08476		R08476	C10660[0] <=> C10740[0]	null
R08477		R08477	C00108[0] + C15668[0] <=> C10733[0]	null
R08478		R08478	C06332[0] + C00049[0] <=> C10733[0]	null
R08479		R08479	C00398[0] + (2) C00019[0] <=> C08312[0] + (2) C00021[0]	null
R08480		R08480	C08312[0] <=> C07576[0]	null
R08481		R08481	C00398[0] <=> C06535[0]	null
R08482		R08482	C00398[0] <=> C09209[0]	null
R08483		R08483	C00398[0] <=> C09089[0]	null
R08484		R08484	C00398[0] <=> C06536[0]	null
R08485		R08485	C06536[0] <=> C06538[0]	1.3.-.-
R08486		R08486	C06536[0] <=> C09243[0]	1.5.-.-
R08487		R08487	C03470[0] <=> C16724[0]	null
R08488		R08488	C16724[0] <=> C16723[0]	null
R08489		R08489	C16723[0] <=> C16725[0]	null
R08490		R08490	C16725[0] <=> C01897[0]	null
R08491		R08491	C16735[0] <=> C16726[0]	null
R08492	Cinchoninone:NADPH oxidoreductase	R08492	C16726[0] + C00005[0] + C00080[0] <=> C06528[0] + C00006[0]	null
R08494	Quinidinone:NADPH oxidoreductase	R08494	C16728[0] + C00005[0] + C00080[0] <=> C06527[0] + C00006[0]	null
R08495	Strychnine synthesis	R08495	C03470[0] <=> C06522[0]	null
R08496		R08496	C03470[0] <=> C16735[0]	null
R08497		R08497	C16735[0] <=> C16728[0]	null
R08498		R08498	C16735[0] <=> C16727[0]	null
R08499	(6E)-8-hydroxygeraniol:NADP+ oxidoreductase	R08499	C17621[0] + (2) C00006[0] <=> C17622[0] + (2) C00005[0] + (2) C00080[0]	1.1.1.324
R08500		R08500	C01852[0] <=> C09782[0]	null
R08501		R08501	C01500[0] <=> C09987[0]	null
R08502		R08502	C01500[0] <=> C09910[0]	null
R08503	5-deoxy-D-glucuronate aldose-ketose-isomerase	R08503	C16737[0] <=> C06892[0]	5.3.1.30
R08505	cholesterol 26-hydroxylase	R08505	C00187[0] + C00007[0] + C00005[0] + C00080[0] <=> C15610[0] + C00006[0] + C00001[0]	1.14.13.15
R08506		R08506	C15610[0] <=> C10822[0]	null
R08507		R08507	C15610[0] <=> C10826[0]	null
R08508		R08508	C15610[0] <=> C06543[0]	null
R08509		R08509	C06423[0] <=> C10138[0]	null
R08510		R08510	C10138[0] + C00005[0] + C00080[0] <=> C06523[0] + C00006[0]	1.5.1.-
R08511	R-nitrile:glutathione R-transferase	R08511	C00726[0] + C00051[0] <=> C01326[0] + C02320[0]	2.5.1.18
R08512	R-sulfate-ester:glutathione R-transferase	R08512	C16738[0] + C00051[0] <=> C00059[0] + C02320[0]	2.5.1.18
R08513		R08513	C03758[0] <=> C16704[0]	null
R08514	phosphoramidate:hexose 1-phosphotransferase	R08514	C02306[0] + C00031[0] <=> C00103[0] + C00014[0]	2.7.1.62
R08515	ADP:alpha-D-aldose-1-phosphate adenylyltransferase	R08515	C00008[0] + C00103[0] <=> C00009[0] + C00498[0]	2.7.7.36
R08516	17alpha-Hydroxypregnenolone acetaldehyde-lyase	R08516	C05138[0] <=> C01227[0] + C00084[0]	4.1.2.30
R08517	17alpha-hydroxypregnenolone,hydrogen-donor:oxygen oxidoreductase (side-chain-cleaving, acetate-formig)	R08517	C05138[0] + C00030[0] + C00007[0] <=> C01227[0] + C00033[0] + C00028[0] + C00001[0]	1.14.99.9
R08518	17alpha-hydroxyprogesterone,hydrogen-donor:oxygen oxidoreductase (side-chain-cleaving, acetate-formig)	R08518	C01176[0] + C00030[0] + C00007[0] <=> C00280[0] + C00033[0] + C00028[0] + C00001[0]	1.14.99.9
R08519		R08519	C02839[0] <=> C16733[0]	null
R08520		R08520	C16733[0] + C01382[0] <=> C16732[0] + C05590[0]	1.11.1.8
R08521		R08521	C16732[0] + C01382[0] <=> C16731[0] + C05590[0]	1.11.1.8
R08522		R08522	C16731[0] + C16732[0] + C00027[0] <=> C16730[0] + C16734[0] + (2) C00001[0]	1.11.1.8
R08523		R08523	(2) C16731[0] + C00027[0] <=> C16729[0] + C16734[0] + (2) C00001[0]	1.11.1.8
R08524		R08524	C16730[0] <=> C02465[0]	null
R08525		R08525	C16729[0] <=> C01829[0]	null
R08527	Arachidonate 5-lipoxygenase	R08527	C00219[0] + C00007[0] <=> C00909[0] + C00001[0]	1.13.11.34
R08528	Z-farnesyl diphosphate synthase	R08528	C00341[0] + C00129[0] <=> C16826[0] + C00013[0]	2.5.1.68
R08529	Monoterpenyl-diphosphate pyrophosphohydrolase	R08529	C03190[0] + C00001[0] <=> C01765[0] + C00013[0]	3.1.7.3
R08530	Acetyl-CoA:monoterpenol O-acetyltransferase	R08530	C00024[0] + C00400[0] <=> C00010[0] + C09870[0]	2.3.1.69
R08531	Acetyl-CoA:monoterpenol O-acetyltransferase	R08531	C00024[0] + C00553[0] <=> C00010[0] + C16825[0]	2.3.1.69
R08532	Acetyl-CoA:monoterpenol O-acetyltransferase	R08532	C00024[0] + C01765[0] <=> C00010[0] + C11338[0]	2.3.1.69
R08533	UDPglucose:sinapate 4-O-beta-D-glucosyltransferase	R08533	C00029[0] + C00482[0] <=> C00015[0] + C02919[0]	2.4.1.126
R08534	hydroxycinnamoyl glucosyltransferase	R08534	C00029[0] + C00811[0] <=> C00015[0] + C16827[0]	2.4.1.126
R08535		R08535	C00751[0] <=> C08627[0]	null
R08536	L-Glucitol:NAD+ 2-oxidoreductase	R08536	C01722[0] + C00003[0] <=> C01719[0] + C00004[0] + C00080[0]	1.1.1.15
R08537	S-Adenosyl-L-methionine:amine N-methyltransferase	R08537	C00019[0] + C06212[0] <=> C00021[0] + C08299[0]	2.1.1.49
R08538	S-Adenosyl-L-methionine:5-hydroxyfuranocoumarin O-methyltransferase	R08538	C00019[0] + C02951[0] <=> C00021[0] + C02162[0]	2.1.1.69
R08539	NADPH:ferricytochrome-b5 oxidoreductase	R08539	C00005[0] + (2) C00996[0] <=> C00006[0] + (2) C00999[0]	1.6.2.4
R08540	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (gamma-humulene-forming)	R08540	C00448[0] <=> C16829[0] + C00013[0]	4.2.3.56
R08541	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (caryophyllene-forming)	R08541	C00448[0] <=> C09629[0] + C00013[0]	4.2.3.57
R08542	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (longifolene-forming)	R08542	C00448[0] <=> C09699[0] + C00013[0]	4.2.3.58
R08543	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (adding water;acetone-geosmin-forming)	R08543	C00448[0] + (2) C00001[0] <=> C16286[0] + C00013[0] + C00207[0]	4.1.99.16|4.2.3.22
R08544	D-galactose:NAD+ 1-oxidoreductase	R08544	C00124[0] + C00003[0] <=> C02669[0] + C00004[0] + C00080[0]	1.1.1.48|1.1.1.121|1.1.1.359
R08545	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (germacrene-B-forming)	R08545	C00448[0] <=> C09672[0] + C00013[0]	4.2.3.71
R08546	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (beta-selinene-forming)	R08546	C00448[0] <=> C09723[0] + C00013[0]	4.2.3.66
R08547	S-Adenosyl-L-methionine:L-tryptophan 2-C-methyltransferase	R08547	C00019[0] + C00078[0] <=> C00021[0] + C16831[0]	2.1.1.106
R08548		R08548	C01094[0] + C00001[0] <=> C00095[0] + C00009[0]	3.1.3.68
R08549	2-Oxoglutarate dehydrogenase complex	R08549	C00026[0] + C00010[0] + C00003[0] <=> C00091[0] + C00011[0] + C00004[0] + C00080[0]	1.2.4.2|1.8.1.4|2.3.1.61
R08550	protein N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase	R08550	C16832[0] + C00003[0] <=> C16237[0] + C00004[0] + C00080[0]	1.8.1.4
R08551	cytochrome P-450 reductase	R08551	C03161[0] + C00005[0] + C00080[0] <=> C03024[0] + C00006[0]	1.6.2.4
R08553	AMP,sulfite:acceptor oxidoreductase (adenosine-5'-phosphosulfate-forming)	R08553	C00020[0] + C00094[0] + C00016[0] <=> C00224[0] + C01352[0]	1.8.99.2
R08555	(R)-lactate hydro-lyase (adding N-acetyl-D-glucosamine 6-phosphate; N-acetylmuramate 6-phosphate-forming)	R08555	C00256[0] + C00357[0] <=> C16698[0] + C00001[0]	4.2.1.126
R08557		R08557	C00114[0] + C00003[0] <=> C00576[0] + C00004[0] + C00080[0]	1.1.1.1
R08558		R08558	C00114[0] + C00006[0] <=> C00576[0] + C00005[0] + C00080[0]	1.1.1.1
R08559	protein-N(pi)-phosphohistidine:N-acetylmuramate 6-phosphotransferase	R08559	C02713[0] + C04261[0] <=> C16698[0] + C00615[0]	2.7.1.69
R08560	Cinchoninone epimerase	R08560	C16846[0] <=> C16726[0]	null
R08561	Cinchoninone:NADPH oxidoreductase (epimerizing)	R08561	C16726[0] + C00005[0] + C00080[0] <=> C11379[0] + C00006[0]	null
R08562	Quinidinone:NADPH oxidoreductase (epimerizing)	R08562	C16728[0] + C00005[0] + C00080[0] <=> C06526[0] + C00006[0]	null
R08563	Cinchonidinone:NADPH oxidoreductase	R08563	C16846[0] + C00005[0] + C00080[0] <=> C11379[0] + C00006[0]	null
R08564		R08564	C16735[0] <=> C16846[0]	null
R08566	4-methyl-2-oxopentanoate:ferredoxin oxidoreductase (decarboxylating; CoA-3-methylbutanoylating)	R08566	C00233[0] + C00010[0] + (2) C00139[0] <=> C02939[0] + C00011[0] + (2) C00138[0] + C00080[0]	1.2.7.7
R08567	(S)-3-methyl-2-oxopentanoate:ferredoxin oxidoreductase (decarboxylating; CoA-2-methylbutanoylating)	R08567	C00671[0] + C00010[0] + (2) C00139[0] <=> C15980[0] + C00011[0] + (2) C00138[0] + C00080[0]	1.2.7.7
R08568	L-aspartate 4-semialdehyde:1-deoxy-D-threo-hexo-2,5-diulose 6-phosphate methylglyoxaltransferase	R08568	C00441[0] + C16848[0] <=> C16850[0] + C16849[0]	2.2.1.10
R08569	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate:NAD+ oxidoreductase (deaminating)	R08569	C16850[0] + C00001[0] + C00003[0] <=> C00944[0] + C00014[0] + C00004[0] + C00080[0]	1.4.1.24
R08570	2-dehydro-3-deoxy-D-gluconate D-glyceraldehyde-lyase (pyruvate-forming)	R08570	C00204[0] <=> C00577[0] + C00022[0]	4.1.2.51|4.1.2.55
R08571	glyceraldehyde ferredoxin oxidoreductase	R08571	C00577[0] + C00001[0] + C00139[0] <=> C00258[0] + C00080[0] + C00138[0]	1.2.7.5
R08572	ATP:(R)-glycerate 2-phosphotransferase	R08572	C00258[0] + C00002[0] <=> C00631[0] + C00008[0]	2.7.1.165
R08573	D-threitol:NADP+ oxidoreductase	R08573	C16884[0] + C00006[0] <=> C02022[0] + C00005[0] + C00080[0]	1.1.1.162
R08574	CTP:riboflavin 5'-phosphotransferase	R08574	C00063[0] + C00255[0] <=> C00112[0] + C00061[0]	2.7.1.161
R08575	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase	R08575	C05382[0] + C00118[0] <=> C00279[0] + C00085[0]	2.2.1.2
R08576	O-phospho-L-serine:tRNA(Cys) ligase (AMP-forming)	R08576	C01005[0] + C01639[0] + C00002[0] <=> C17022[0] + C00013[0] + C00020[0]	6.1.1.27
R08577	O-phospho-L-seryl-tRNACys:hydrogen sulfide 2-aminopropanoate transferase|O-phosphoseryl-tRNA(Cys):hydrogen-sulfide 2-amino-2-[tRNA(Cys)-carbonyl]ethyltransferase	R08577	C17022[0] + C00283[0] <=> C03125[0] + C00009[0]	2.5.1.73
R08578	L-pyrrolysine:tRNA(Pyl) ligase (AMP-forming)	R08578	C00002[0] + C16138[0] + C16139[0] <=> C00020[0] + C00013[0] + C17027[0]	6.1.1.26
R08579	parathion oxidoreductase	R08579	C06604[0] <=> C06606[0]	1.14.-.-
R08583	dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase (dTDP-3-oxo-4,6-dideoxy-D-glucose-forming)	R08583	C04268[0] <=> C11909[0] + C00014[0]	4.3.1.-
R08584	chlorophyll-a magnesium-lyase (pheophytin-a-forming)	R08584	C05306[0] + (2) C00080[0] <=> C05797[0] + C00305[0]	null
R08585		R08585	C05306[0] <=> C05307[0]	null
R08587	futalosine ribohydrolase	R08587	C16999[0] + C00001[0] <=> C17010[0] + C00262[0]	3.2.2.26
R08588	dehypoxanthine futalosine:S-adenosyl-L-methionine oxidoreductase (cyclizing)	R08588	C17010[0] + C00019[0] <=> C17017[0] + C05198[0] + C00073[0]	1.21.99.2
R08589		R08589	C17017[0] <=> C17018[0]	1.14.-.-
R08590	3-sulfolactate:NAD+ oxidoreductase	R08590	C05528[0] + C00004[0] + C00080[0] <=> C16069[0] + C00003[0]	null
R08591		R08591	C11931[0] <=> C17139[0]	null
R08593	TDP-4-keto-6-deoxyhexose 3,4-isomerase	R08593	C11927[0] <=> C11932[0]	5.3.1.-
R08594	TDP-3-keto-6-deoxyhexose 3-aminotransaminase	R08594	C11932[0] <=> C18092[0]	2.6.1.-
R08595	dTDP-3-aminohexose N,N-dimethyltransferase (dTDP-L-megosamine-forming)	R08595	C18092[0] <=> C11919[0]	2.1.1.-
R08596		R08596	C17018[0] <=> C00828[0]	null
R08597	dTDP-4-oxo-2,6-dideoxy-D-glucose 3,5-epimerase	R08597	C11922[0] <=> C11927[0]	5.1.3.-
R08598		R08598	C11931[0] <=> C11927[0]	null
R08599		R08599	G10614[0] + G10694[0] <=> G10620[0] + G01813[0]	2.4.1.232
R08600	N-Acetyl-4-O-acetylneuraminate 4-O-acetylhydrolase	R08600	C04015[0] + C00001[0] <=> C00270[0] + C00033[0]	3.1.1.53
R08601	N-Acetyl-9-O-acetylneuraminate 9-O-acetylhydrolase	R08601	C04017[0] + C00001[0] <=> C00270[0] + C00033[0]	3.1.1.53
R08602	S-palmitoylprotein hydrolase	R08602	C17202[0] + C00001[0] <=> C00249[0] + C02743[0]	3.1.2.22
R08603	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	R08603	C04287[0] + C00001[0] <=> C16737[0]	3.7.1.22
R08604	tryptamine,NADPH:oxygen oxidoreductase (N-hydroxylating)	R08604	C00398[0] + C00007[0] + C00005[0] <=> C17203[0] + C00001[0] + C00006[0]	1.14.13.-
R08605	N-hydroxyl-tryptamine oxidoreductase	R08605	C17203[0] <=> C02937[0]	2.5.1.-
R08606		R08606	C02937[0] <=> C00637[0]	1.7.3.-
R08607	indole-3-acetaldehyde-oxime,NADPH:oxidoreductase	R08607	C02937[0] + C00005[0] + C00007[0] + C00080[0] <=> C17204[0] + C00006[0] + C00001[0]	1.14.-.-
R08608		R08608	C17204[0] + C00097[0] <=> C16518[0] + C00001[0]	null
R08609		R08609	C00463[0] <=> C00954[0]	2.5.1.-
R08610	5-hydroxymethyluracil,2-oxoglutarate:oxygen oxidoreductase	R08610	C03088[0] + C00026[0] + C00007[0] <=> C17206[0] + C00042[0] + C00011[0] + C00001[0]	1.14.11.6
R08611	5-formyluracil,2-oxoglutarate:oxygen oxidoreductase	R08611	C17206[0] + C00026[0] + C00007[0] <=> C03030[0] + C00042[0] + C00011[0]	1.14.11.6
R08612	4-beta-D-mannan mannanohydrolase	R08612	C02492[0] + C00001[0] <=> C17207[0] + C02492[0]	3.2.1.78
R08613	beta-D-mannoside mannohydrolase	R08613	C02478[0] + C00001[0] <=> C01335[0] + C00159[0]	3.2.1.25
R08614	1,4-beta-D-Mannooligosaccharide mannohydrolase	R08614	C17207[0] + C00001[0] <=> C00159[0] + C17207[0]	3.2.1.25
R08615	UDP-glucuronate glucuronohydrolase	R08615	C00167[0] + C00001[0] <=> C00015[0] + C00191[0]	2.4.1.17|3.2.1.-
R08616	raffinose:raffinose 3F-alpha-D-galactosyltransferase	R08616	(2) C00492[0] <=> C03989[0] + C00089[0]	2.4.1.166
