ModelSEED ID	External ID	External Name
RXN-9190	PWY-5840	superpathway of menaquinol-7 biosynthesis
RXN-9190	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9191	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9191	Menaquinone-Biosynthesis	Menaquinol Biosynthesis
RXN-9191	PWY-5839	menaquinol-7 biosynthesis
RXN-9191	PWY-5840	superpathway of menaquinol-7 biosynthesis
RXN-9191	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9192	Activation-Inactivation-Interconversion	Activation/Inactivation/Interconversion
RXN-9192	Interconversion	Interconversions
RXN-9192	MONOTERPENOID-SYN	Monoterpenoid Biosynthesis
RXN-9192	PWY-5835	geranyl acetate biosynthesis
RXN-9192	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9192	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RXN-9193	Degradation	Degradation/Utilization/Assimilation
RXN-9193	MONOTERPENOID-SYN	Monoterpenoid Biosynthesis
RXN-9193	PWY-5829	geraniol and geranial biosynthesis
RXN-9193	PWY-6678	geraniol and nerol degradation
RXN-9193	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9193	SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolite Degradation
RXN-9193	TERPENOID-DEG	Terpenoid Degradation
RXN-9193	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RXN-9194	Activation-Inactivation-Interconversion	Activation/Inactivation/Interconversion
RXN-9194	Interconversion	Interconversions
RXN-9194	MONOTERPENOID-SYN	Monoterpenoid Biosynthesis
RXN-9194	PWY-5835	geranyl acetate biosynthesis
RXN-9194	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9194	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RXN-9195	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9195	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9195	PWY-5843	cocaine biosynthesis
RXN-9195	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9195	TROPANE-ALKALOIDS	Tropane Alkaloid Biosynthesis
RXN-9196	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9196	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9196	PWY-5843	cocaine biosynthesis
RXN-9196	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9196	TROPANE-ALKALOIDS	Tropane Alkaloid Biosynthesis
RXN-9197	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9197	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9197	PWY-5843	cocaine biosynthesis
RXN-9197	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9197	TROPANE-ALKALOIDS	Tropane Alkaloid Biosynthesis
RXN-9198	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9198	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9198	PWY-5843	cocaine biosynthesis
RXN-9198	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9198	TROPANE-ALKALOIDS	Tropane Alkaloid Biosynthesis
RXN-9199	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9199	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9199	PWY-5843	cocaine biosynthesis
RXN-9199	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9199	TROPANE-ALKALOIDS	Tropane Alkaloid Biosynthesis
RXN-92	LIGNIN-SYN	Lignin Biosynthesis
RXN-92	Metabolic-Clusters	Metabolic Clusters
RXN-92	PHENYLPROPANOID-SYN	Phenylpropanoid Derivative Biosynthesis
RXN-92	PWY-83	monolignol glucosides biosynthesis
RXN-92	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9201	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9201	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9201	PWY-5843	cocaine biosynthesis
RXN-9201	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9201	TROPANE-ALKALOIDS	Tropane Alkaloid Biosynthesis
RXN-9202	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9202	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9202	PWY-5843	cocaine biosynthesis
RXN-9202	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9202	TROPANE-ALKALOIDS	Tropane Alkaloid Biosynthesis
RXN-9203	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9203	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9203	PWY-5843	cocaine biosynthesis
RXN-9203	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9203	TROPANE-ALKALOIDS	Tropane Alkaloid Biosynthesis
RXN-9204	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9204	Demethylmenaquinone-Biosynthesis	Demethylmenaquinol Biosynthesis
RXN-9204	Menaquinone-Biosynthesis	Menaquinol Biosynthesis
RXN-9204	PWY-5845	superpathway of menaquinol-9 biosynthesis
RXN-9204	PWY-5851	demethylmenaquinol-9 biosynthesis
RXN-9204	PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis
RXN-9204	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9205	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9205	Menaquinone-Biosynthesis	Menaquinol Biosynthesis
RXN-9205	PWY-5844	menaquinol-9 biosynthesis
RXN-9205	PWY-5845	superpathway of menaquinol-9 biosynthesis
RXN-9205	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9206	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9206	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9206	PWY-5846	colchicine biosynthesis
RXN-9206	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9206	TROPANE-ALKALOIDS	Tropane Alkaloid Biosynthesis
RXN-9207	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9207	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9207	PWY-5846	colchicine biosynthesis
RXN-9207	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9207	TROPANE-ALKALOIDS	Tropane Alkaloid Biosynthesis
RXN-9209	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9209	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9209	PWY-5846	colchicine biosynthesis
RXN-9209	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9209	TROPANE-ALKALOIDS	Tropane Alkaloid Biosynthesis
RXN-9210	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9210	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9210	PWY-5846	colchicine biosynthesis
RXN-9210	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9210	TROPANE-ALKALOIDS	Tropane Alkaloid Biosynthesis
RXN-9211	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9211	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9211	PWY-5848	cinchona alkaloids biosynthesis
RXN-9211	QUINOLINE-ALKALOIDS	Quinoline Alkaloid Biosynthesis
RXN-9211	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9212	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9212	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9212	PWY-5848	cinchona alkaloids biosynthesis
RXN-9212	QUINOLINE-ALKALOIDS	Quinoline Alkaloid Biosynthesis
RXN-9212	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9217	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9217	Demethylmenaquinol-6-Biosynthesis	Demethylmenaquinol-6 Biosynthesis
RXN-9217	Demethylmenaquinone-Biosynthesis	Demethylmenaquinol Biosynthesis
RXN-9217	Menaquinone-Biosynthesis	Menaquinol Biosynthesis
RXN-9217	PWY-5850	superpathway of menaquinol-6 biosynthesis I
RXN-9217	PWY-5853	demethylmenaquinol-6 biosynthesis I
RXN-9217	PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I
RXN-9217	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9218	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9218	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9218	PWY-5848	cinchona alkaloids biosynthesis
RXN-9218	QUINOLINE-ALKALOIDS	Quinoline Alkaloid Biosynthesis
RXN-9218	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9219	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9219	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9219	PWY-5848	cinchona alkaloids biosynthesis
RXN-9219	QUINOLINE-ALKALOIDS	Quinoline Alkaloid Biosynthesis
RXN-9219	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9220	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9220	Menaquinone-Biosynthesis	Menaquinol Biosynthesis
RXN-9220	PWY-5849	menaquinol-6 biosynthesis
RXN-9220	PWY-5850	superpathway of menaquinol-6 biosynthesis I
RXN-9220	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9222	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9222	PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)
RXN-9222	PWY-5873	ubiquinol-7 biosynthesis (eukaryotic)
RXN-9222	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9222	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9223	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9223	PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)
RXN-9223	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9223	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9224	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9224	PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)
RXN-9224	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9224	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9225	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9225	PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)
RXN-9225	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9225	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9226	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9226	PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)
RXN-9226	PWY-5873	ubiquinol-7 biosynthesis (eukaryotic)
RXN-9226	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9226	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9227	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9227	PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)
RXN-9227	PWY-5873	ubiquinol-7 biosynthesis (eukaryotic)
RXN-9227	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9227	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9228	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9228	PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)
RXN-9228	PWY-5873	ubiquinol-7 biosynthesis (eukaryotic)
RXN-9228	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9228	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9229	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9229	PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)
RXN-9229	PWY-5873	ubiquinol-7 biosynthesis (eukaryotic)
RXN-9229	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9229	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9230	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9230	PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)
RXN-9230	PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)
RXN-9230	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9230	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9231	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9231	PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)
RXN-9231	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9231	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9232	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9232	PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)
RXN-9232	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9232	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9233	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9233	PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)
RXN-9233	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9233	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9234	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9234	PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)
RXN-9234	PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)
RXN-9234	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9234	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9235	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9235	PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)
RXN-9235	PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)
RXN-9235	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9235	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9236	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9236	PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)
RXN-9236	PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)
RXN-9236	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9236	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9237	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9237	PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)
RXN-9237	PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)
RXN-9237	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9237	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9238	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9238	PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)
RXN-9238	PWY-6978	plastoquinol-9 biosynthesis II
RXN-9238	Plastoquinone-Biosynthesis	Plastoquinol Biosynthesis
RXN-9238	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9238	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9239	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9239	PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)
RXN-9239	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9239	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9240	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9240	PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)
RXN-9240	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9240	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9241	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9241	PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)
RXN-9241	PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)
RXN-9241	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9241	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9242	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9242	PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)
RXN-9242	PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)
RXN-9242	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9242	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9243	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9243	PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)
RXN-9243	PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)
RXN-9243	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9243	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9244	CINNAMATE-SYN	Cinnamate Biosynthesis
RXN-9244	PHENYLPROPANOID-SYN	Phenylpropanoid Derivative Biosynthesis
RXN-9244	PWY-5859	eugenol and isoeugenol biosynthesis
RXN-9244	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9245	CINNAMATE-SYN	Cinnamate Biosynthesis
RXN-9245	PHENYLPROPANOID-SYN	Phenylpropanoid Derivative Biosynthesis
RXN-9245	PWY-5859	eugenol and isoeugenol biosynthesis
RXN-9245	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9246	CINNAMATE-SYN	Cinnamate Biosynthesis
RXN-9246	PHENYLPROPANOID-SYN	Phenylpropanoid Derivative Biosynthesis
RXN-9246	PWY-5859	eugenol and isoeugenol biosynthesis
RXN-9246	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9275	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9275	ISOQUINOLINE-ALKALOIDS	Isoquinoline and Benzylisoquinoline Alkaloid Biosynthesis
RXN-9275	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9275	PWY-5287	sanguinarine and macarpine biosynthesis
RXN-9275	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9276	ALKALOIDS-SYN	Alkaloid Biosynthesis
RXN-9276	ISOQUINOLINE-ALKALOIDS	Isoquinoline and Benzylisoquinoline Alkaloid Biosynthesis
RXN-9276	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-9276	PWY-5287	sanguinarine and macarpine biosynthesis
RXN-9276	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9277	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9277	PWY-5870	ubiquinol-8 biosynthesis (eukaryotic)
RXN-9277	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9277	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9278	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9278	PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)
RXN-9278	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9278	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9279	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9279	PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)
RXN-9279	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9279	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9280	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9280	PWY-5870	ubiquinol-8 biosynthesis (eukaryotic)
RXN-9280	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9280	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9281	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9281	PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)
RXN-9281	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9281	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9282	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9282	PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)
RXN-9282	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9282	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9283	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9283	PWY-5870	ubiquinol-8 biosynthesis (eukaryotic)
RXN-9283	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9283	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9284	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9284	PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)
RXN-9284	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9284	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9285	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9285	PWY-5872	ubiquinol-10 biosynthesis (eukaryotic)
RXN-9285	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9285	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9286	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9286	PWY-5873	ubiquinol-7 biosynthesis (eukaryotic)
RXN-9286	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9286	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9287	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9287	PWY-5873	ubiquinol-7 biosynthesis (eukaryotic)
RXN-9287	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9287	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9288	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9288	PWY-5873	ubiquinol-7 biosynthesis (eukaryotic)
RXN-9288	Quinone-Biosynthesis	Quinol and Quinone Biosynthesis
RXN-9288	Ubiquinone-Biosynthesis	Ubiquinol Biosynthesis
RXN-9290	PHYTOALEXIN-SYN	Phytoalexin Biosynthesis
RXN-9290	PWY-7477	momilactone A biosynthesis
RXN-9290	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9290	TERPENOID-PHYTOALEXINS	Terpenoid Phytoalexin Biosynthesis
RXN-9291	DITERPENOID-SYN	Diterpenoid Biosynthesis
RXN-9291	PHYTOALEXIN-SYN	Phytoalexin Biosynthesis
RXN-9291	PWY-2981	diterpene phytoalexins precursors biosynthesis
RXN-9291	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9291	TERPENOID-PHYTOALEXINS	Terpenoid Phytoalexin Biosynthesis
RXN-9291	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RXN-9292	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9292	PWY-7580	phycoerythrobilin biosynthesis II
RXN-9296	Cofactor-Biosynthesis	Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis
RXN-9296	Flavin-Biosynthesis	Flavin Biosynthesis
RXN-9296	PWY-6167	flavin biosynthesis II (archaea)
RXN-9296	Vitamin-Biosynthesis	Vitamin Biosynthesis
RXN-9301	C30-Carotenoids-Biosynthesis	C<sub>30</sub> Carotenoid Biosynthesis
RXN-9301	CAROTENOID-SYN	Carotenoid Biosynthesis
RXN-9301	PWY-5875	staphyloxanthin biosynthesis
RXN-9301	PWY-6767	4,4'-diapolycopenedioate biosynthesis
RXN-9301	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9301	TRITERPENOID-SYN	Triterpenoid Biosynthesis
RXN-9301	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RXN-9303	C30-Carotenoids-Biosynthesis	C<sub>30</sub> Carotenoid Biosynthesis
RXN-9303	CAROTENOID-SYN	Carotenoid Biosynthesis
RXN-9303	PWY-5875	staphyloxanthin biosynthesis
RXN-9303	PWY-6767	4,4'-diapolycopenedioate biosynthesis
RXN-9303	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-9303	TRITERPENOID-SYN	Triterpenoid Biosynthesis
RXN-9303	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
