ID	NAMES	METACYC	EQUATION	ECs
RXN-17040		RXN-17040	CPD-18413[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> CPD-18414[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.14
RXN-8772		RXN-8772	L-ARABITOL[0] + NADP[0] <=> L-arabinopyranose[0] + NADPH[0] + PROTON[0]	EC-1.1.1.21
RXN-13879		RXN-13879	24R-24-METHYLCYCLOARTA-825-DIEN-3-BET[0] <=> CPD-14889[0]	-
RXN1G-30	trans-docos-2-enoyl-[acyl-carrier protein] isomerase	RXN1G-30	trans-delta2-behenoyl-ACPs[0] <=> cis-delta3-behenoyl-ACPs[0]	EC-5.3.3.14
5-NUCLEOTID-RXN		5-NUCLEOTID-RXN	Ribonucleoside-Monophosphates[0] + WATER[0] => Ribonucleosides[0] + Pi[0]	EC-3.1.3.5
GLUCOSYLCERAMIDASE-RXN		GLUCOSYLCERAMIDASE-RXN	Glucosyl-acyl-sphingosines[0] + WATER[0] => N-Acylsphingosine[0] + Glucopyranose[0]	EC-3.2.1.45
RXN-11611		RXN-11611	CPD-12578[0] + ATP[0] + 2-KETOGLUTARATE[0] <=> PROTON[0] + CPD-12579[0] + AMP[0] + PPI[0]	EC-6.3.2
RXN-10816		RXN-10816	CPD-5921[0] + NAD[0] <= PHENYL-PYRUVATE[0] + NADH[0] + PROTON[0]	EC-1.1.1.110
RXN-19181		RXN-19181	CPD-20675[0] + OXYGEN-MOLECULE[0] + Donor-H2[0] <=> CPD-20676[0] + WATER[0] + Acceptor[0]	-
RXNQT-4366		RXNQT-4366	CPD-6442[0] + WATER[0] => PROTON[0] + CPD-110[0] + METOH[0]	EC-3.1.1.1
RXN-13004		RXN-13004	CPD-14039[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] <=> CPD-14040[0] + WATER[0] + Ox-NADPH-Hemoprotein-Reductases[0]	-
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN		3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	PROTON[0] + 3-OCTAPRENYL-4-HYDROXYBENZOATE[0] => 2-OCTAPRENYLPHENOL[0] + CARBON-DIOXIDE[0]	EC-4.1.1.98
RXN-9210		RXN-9210	CPD-9786[0] + ACETYL-COA[0] <=> PROTON[0] + CPD-9785[0] + CO-A[0]	EC-2.3.1
RXN-13643		RXN-13643	CPD-14647[0] + (2) OXYGEN-MOLECULE[0] <=> CPD-14649[0] + CPD-14650[0]	EC-1.13.11.69
PMPOXI-RXN		PMPOXI-RXN	OXYGEN-MOLECULE[0] + WATER[0] + PYRIDOXAMINE-5P[0] <=> AMMONIUM[0] + HYDROGEN-PEROXIDE[0] + PYRIDOXAL_PHOSPHATE[0]	EC-1.4.3.5
3.4.13.17-RXN		3.4.13.17-RXN	DIPEPTIDES[0] + WATER[0] => (2) Amino-Acids[0]	EC-3.4.13.17
RXN-16948		RXN-16948	CPD-18273[0] + WATER[0] <=> 2-METHYLMALEATE[0] + PYRUVATE[0] + PROTON[0]	EC-3.7.1.23
DEOXYNUCLEOSIDE-PHOSPHATE-KINASE-RXN		DEOXYNUCLEOSIDE-PHOSPHATE-KINASE-RXN	ATP[0] + Deoxy-Ribonucleoside-Monophosphates[0] => ADP[0] + Deoxy-Ribonucleoside-Diphosphates[0]	EC-2.7.4.13
RXN-13519	vectoral H+ export	RXN-13519	(4) PROTON[0] <=> (4) PROTON[1]	-
RXN-8410		RXN-8410	CPD-845[0] + Donor-H2[0] <=> CH4[0] + CL-[0] + Acceptor[0] + PROTON[0]	-
RXN-14927		RXN-14927	S-ADENOSYLMETHIONINE[0] + CPD-15264[0] <=> ADENOSYL-HOMO-CYS[0] + CPD-15262[0] + PROTON[0]	EC-2.1.1.293
RXN-14912		RXN-14912	CPD-2187[0] + WATER[0] => CPD-15833[0] + OLEATE-CPD[0] + PROTON[0]	EC-3.1.1.26
RXN-17956		RXN-17956	S-ADENOSYLMETHIONINE[0] + CPD-19236[0] + Donor-H2[0] => CPD0-2463[0] + CPD-19237[0] + CH33ADO[0] + MET[0] + PROTON[0] + Acceptor[0]	EC-4.7.1.1
RXN-12728		RXN-12728	L-SELENOCYSTEINE[0] + O-PHOSPHO-L-HOMOSERINE[0] <=> Pi[0] + CPD-13717[0]	EC-2.5.1
RXN-18991		RXN-18991	CPD-20454[0] + Donor-H2[0] + OXYGEN-MOLECULE[0] <=> CPD-20455[0] + Acceptor[0] + WATER[0]	-
RXN-11746		RXN-11746	CPD-12708[0] + WATER[0] + NAD[0] <=> CPD-12709[0] + NADH[0] + (2) PROTON[0]	EC-1.2.1.69
RXN-11564		RXN-11564	CPD-10012[0] + PROTON[0] <=> SPERMIDINE[0] + CARBON-DIOXIDE[0]	EC-4.1.1
3.4.24.83-RXN		3.4.24.83-RXN	WATER[0] + General-Protein-Substrates[0] => (2) Peptides-holder[0]	EC-3.4.24.83
RXN-15571		RXN-15571	GLUCOSAMINATE[0] <=> CPD-16808[0] + WATER[0] + PROTON[0]	-
RXN-18652		RXN-18652	CPD-19942[0] <=> CPD-19940[0] + WATER[0]	-
RXN1G-138	cis-delta11-3-oxo-C30:1-[acyl-carrier protein] synthase	RXN1G-138	cis-delta9-montanoyl-ACPs[0] + MALONYL-ACP[0] + PROTON[0] => cis-delta11-3-oxo-melissoyl-ACPs[0] + ACP[0] + CARBON-DIOXIDE[0]	EC-2.3.1.cu
RXN-2541		RXN-2541	PHYTYL-PYROPHOSPHATE[0] + HOMOGENTISATE[0] + PROTON[0] <=> MPBQ[0] + CARBON-DIOXIDE[0] + PPI[0]	EC-2.5.1.115
RXN-14754		RXN-14754	CPD-7079[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] => CPD-15634[0] + WATER[0] + Ox-NADPH-Hemoprotein-Reductases[0]	EC-1.14.14
RXN-12380		RXN-12380	S-ADENOSYLMETHIONINE[0] + tRNA-Containing-N2-Dimethylgua-26-Gua27[0] => tRNA-Containing-N2-Dimetgua-26-MeGua27[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	EC-2.1.1.215
RXN-13489		RXN-13489	CPD-6948[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> CPD-13668[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	-
RXN-10856		RXN-10856	DIHYDRO-NEO-PTERIN[0] <=> CPD-11770[0]	EC-5.1.99.8
RXN-17258		RXN-17258	Phenolphthiocerols[0] + (2) mycocerosyl-MAS[0] <=> CPD-18669[0] + (2) MAS[0]	EC-2.3.1.cx
RXN-19641		RXN-19641	TRYPTAMINE[0] + SECOLOGANATE[0] => CPD-21271[0] + WATER[0]	EC-4.3.3.2
6.3.2.29-RXN		6.3.2.29-RXN	Cyanophycin[0] + L-ASPARTATE[0] + ATP[0] <=> Cyanophycin-aspartate[0] + ADP[0] + Pi[0]	EC-6.3.2.29
RXN-13456		RXN-13456	CPD-14437[0] + GLN[0] <=> CPD-14436[0] + GLT[0]	-
RXN-13758		RXN-13758	pyruvate-water-dikinase[0] + ADP[0] <=> pyruvate-water-dikinase-P[0] + AMP[0] + PROTON[0]	EC-2.7.11.33
1.6.6.12-RXN		1.6.6.12-RXN	4-DIMETHYLAMINOPHENYLAZOBENZENE[0] + NADP[0] + WATER[0] <=> 4-DIMETHYLAMINOPHENYLAZOXYBENZENE[0] + NADPH[0] + PROTON[0]	EC-1.7.1.11
RXN-8299		RXN-8299	CPD-2189[0] + OXYGEN-MOLECULE[0] + (2) Reduced-ferredoxins[0] + (2) PROTON[0] <=> CPD-8078[0] + (2) WATER[0] + (2) Oxidized-ferredoxins[0]	EC-1.14.19.35
RXN-19202		RXN-19202	CPD-20693[0] + OXYGEN-MOLECULE[0] + NADPH[0] + PROTON[0] <=> CPD-20680[0] + NADP[0] + WATER[0]	EC-1.14.13
RXN-9498		RXN-9498	CPD-7157[0] <=> CPD-10178[0]	-
RXN-10836		RXN-10836	CPD-11729[0] + NADP[0] <=> CPD-11736[0] + NADPH[0] + (2) PROTON[0]	EC-1.1.1
RXN-16649		RXN-16649	CPD-17927[0] + WATER[0] => CPD-17926[0] + D-ALANINE[0]	EC-3.4.16.4
RXN-9996		RXN-9996	CPD-10740[0] + SER[0] <=> CPD-10741[0] + CMP[0] + PROTON[0]	EC-2.7.8.38
RXN4FS-23		RXN4FS-23	CPD4FS-8[0] + (2) Red-NADPH-Hemoprotein-Reductases[0] + (2) OXYGEN-MOLECULE[0] => CPD-7731[0] + (2) Ox-NADPH-Hemoprotein-Reductases[0] + (3) WATER[0] + PROTON[0]	EC-1.14.14
RXN-18273		RXN-18273	OX-COENZYME-F420[0] + GTP[0] + PROTON[0] => CPD-19661[0] + PPI[0]	EC-2.7.7.M12
RXN-8449		RXN-8449	CPD1F-437[0] + UDP-L-RHAMNOSE[0] <=> RUTIN[0] + UDP[0]	EC-2.4.1.159
DGDPKIN-RXN		DGDPKIN-RXN	DGDP[0] + ATP[0] => DGTP[0] + ADP[0]	EC-2.7.4.6
GLUTAMATE-DEHYDROGENASE-RXN		GLUTAMATE-DEHYDROGENASE-RXN	GLT[0] + WATER[0] + NAD[0] => 2-KETOGLUTARATE[0] + AMMONIUM[0] + NADH[0] + PROTON[0]	EC-1.4.1.2
RXN-15135	ergosterol esterase	RXN-15135	CPD-16017[0] + WATER[0] <=> ERGOSTEROL[0] + OLEATE-CPD[0] + PROTON[0]	EC-3.1.1.13
RXN-13685		RXN-13685	(2) Reduced-adrenal-ferredoxins[0] + NADP[0] + PROTON[0] <= (2) Oxidized-adrenal-ferredoxins[0] + NADPH[0]	EC-1.18.1.6
RXN1G-196	trans-delta2-cis,cis-delta11,23-C42:3-[acyl-carrier protein] reductase	RXN1G-196	cis-cis-D11-23-C42-2-ACPs[0] + NAD[0] <=> trans-D2-cis-cis-D11-23-C42-3-ACPs[0] + NADH[0] + PROTON[0]	EC-1.3.1.al
RXN-19038		RXN-19038	CYS[0] + WATER[0] => SER[0] + HS[0]	EC-4.2.1.22
OMEGA-HYDROXYDECANOATE-DEHYDROGENASE-RXN		OMEGA-HYDROXYDECANOATE-DEHYDROGENASE-RXN	10-HYDROXYDECANOATE[0] + NAD[0] <=> 10-OXODECANOATE[0] + NADH[0] + PROTON[0]	EC-1.1.1.66
RXN-14435	cyanidin 3,7-diglucoside beta-glucosidase	RXN-14435	CPD-15005[0] + WATER[0] <=> CPD1F-766[0] + Glucopyranose[0] + PROTON[0]	EC-3.2.1
RXN-15842		RXN-15842	S-ADENOSYLMETHIONINE[0] + Guanine1575-in-18StRNAs[0] => ADENOSYL-HOMO-CYS[0] + N7-methylGuanine1575-in-18StRNAs[0]	EC-2.1.1.309
RXN-16035		RXN-16035	2-Palmitoyl-L-Phosphatidate[0] + (2) Reduced-ferredoxins[0] + OXYGEN-MOLECULE[0] + (2) PROTON[0] <=> 2-Palmitoleoyl-L-Phosphatidate[0] + (2) Oxidized-ferredoxins[0] + (2) WATER[0]	EC-1.14.19.27
RXN1G-1634	trehalose-cis-methoxy-mono-mycolate O-mycolyltransferase	RXN1G-1634	Mycobacterial-Arabinogalactans[0] + CPD1G-1345[0] <=> CPD1G-1532[0] + TREHALOSE[0]	EC-2.3.1
RXN-19619		RXN-19619	TRIMETHYLAMINE[0] + (2) an-oxidized-TorY-protein[0] + WATER[0] <= TRIMETHYLAMINE-N-O[0] + (2) A-REDUCED-TORY-PROTEIN[0] + (3) PROTON[0]	EC-1.7.2.3
RXN-17763		RXN-17763	ERYTHRITOL[0] + NAD[0] <=> D-ERYTHRULOSE[0] + NADH[0] + PROTON[0]	EC-1.1.1.M28
D-GLUTAMATE-CYCLASE-RXN		D-GLUTAMATE-CYCLASE-RXN	D-GLT[0] <=> WATER[0] + CPD-656[0]	EC-4.2.1.48
RXN-11481		RXN-11481	3-hydroxypimeloyl-ACP-methyl-esters[0] => Enoylpimeloyl-ACP-methyl-esters[0] + WATER[0]	EC-4.2.1.59
TRANS-RXN0-462		TRANS-RXN0-462	HMP[1] => HMP[0]	-
RXN-8650		RXN-8650	CPD-8895[0] + WATER[0] => CPD-8896[0]	EC-3.3.2.11
RXN-19280		RXN-19280	Monoacylglycerols[0] + WATER[0] => GLYCEROL[0] + Fatty-Acids[0] + PROTON[0]	EC-3.1.1.79
RXN-13356		RXN-13356	Retinoid-binding-proteins[0] + CPD-14329[0] <=> 3R-11-cis-3-hydroxyretinal-RBPs[0]	-
RXN-13205		RXN-13205	CPD-14141[0] <=> CPD-14142[0]	EC-5.1.3
RXN-9560		RXN-9560	CPD-10204[0] + ACETALD[0] <=> CPD-10206[0] + WATER[0]	-
RXN-15473		RXN-15473	3-OH-BENZYL-ALCOHOL[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> CPD-16721[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.14
RXN-17803		RXN-17803	DsrC-trisulfides[0] + (3) WATER[0] + Acceptor[0] <= SO3[0] + DsrC-L-Cysteine[0] + Donor-H2[0] + (2) PROTON[0]	EC-1.8.99.5
RXN-3765		RXN-3765	CPD-3628[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] => CPD-3629[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.14.89
RXN-17715		RXN-17715	CPD-196[0] + CPD-19118[0] + PROTON[0] => CPD-7975[0] + CO-A[0] + CARBON-DIOXIDE[0] + WATER[0]	EC-2.3.1.230
ACETOACETYL-COA-HYDROLASE-RXN		ACETOACETYL-COA-HYDROLASE-RXN	WATER[0] + ACETOACETYL-COA[0] <= PROTON[0] + 3-KETOBUTYRATE[0] + CO-A[0]	EC-3.1.2.11
RXN0-986		RXN0-986	an-iNisup1sup-ethyladenine-in-DNA[0] + 2-KETOGLUTARATE[0] + OXYGEN-MOLECULE[0] => DNA-Adenines[0] + ACETALD[0] + SUC[0] + CARBON-DIOXIDE[0]	EC-1.14.11.33
RXN-12594	4-hydroxybutyryl-CoA reductase	RXN-12594	4-HYDROXY-BUTYRYL-COA[0] + NADH-P-OR-NOP[0] + PROTON[0] <=> CPD-13555[0] + NAD-P-OR-NOP[0] + CO-A[0]	-
GLUCURONOLACTONE-REDUCTASE-RXN		GLUCURONOLACTONE-REDUCTASE-RXN	L-GULONO-1-4-LACTONE[0] + NADP[0] <=> D-GLUCURONOLACTONE[0] + NADPH[0] + PROTON[0]	EC-1.1.1.20
RXN-16234		RXN-16234	CPD-17480[0] <=> CPD-17481[0] + WATER[0]	-
RXN-683		RXN-683	ACETYL-COA[0] + CPD-1022[0] <=> CPD-1023[0] + CO-A[0]	EC-2.3.1.M54
RXN-10430		RXN-10430	INDOLE_ACETATE_AUXIN[0] + ILE[0] + ATP[0] => PROTON[0] + CPD-11227[0] + AMP[0] + PPI[0]	EC-6.3
RXN-7927		RXN-7927	PROTON[0] + ANTHRANILATE[0] <=> ANILINE[0] + CARBON-DIOXIDE[0]	EC-4.1.1.24
PYRUVATE-CARBOXYLASE-RXN		PYRUVATE-CARBOXYLASE-RXN	PYRUVATE[0] + HCO3[0] + ATP[0] <=> PROTON[0] + OXALACETIC_ACID[0] + ADP[0] + Pi[0]	EC-6.4.1.1
RXN-17151		RXN-17151	CPD-18544[0] <=> CPD-18536[0] + WATER[0]	-
RXN-13307		RXN-13307	CPD-10279[0] + NADP[0] <=> CPD-14281[0] + NADPH[0] + PROTON[0]	EC-1.3.1.93
RXN-12607		RXN-12607	CPD-13573[0] <=> CPD-13571[0]	-
RXN-16690		RXN-16690	CPD-17947[0] <=> CPD-17988[0] + UNDECAPRENYL-DIPHOSPHATE[0] + PROTON[0]	-
HYDROXYMANDELONITRILE-LYASE-RXN		HYDROXYMANDELONITRILE-LYASE-RXN	CPD-648[0] <=> 4-HYDROXYBENZALDEHYDE[0] + HCN[0]	EC-4.1.2.11
3.4.22.56-RXN		3.4.22.56-RXN	Caspase-3-Substrates[0] + WATER[0] => (2) Peptides-holder[0] + (2) PROTON[0]	EC-3.4.22.56
RXN-8712		RXN-8712	CINNAMOYL-COA[0] + SEROTONIN[0] <=> CPD-8937[0] + CO-A[0] + PROTON[0]	EC-2.3.1.M35
RXN-15929		RXN-15929	CPD-17161[0] + Aminated-Amine-Donors[0] <=> CPD-17162[0] + Deaminated-Amine-Donors[0]	EC-2.6.1
GLUTAMATE-FORMIMINOTRANSFERASE-RXN		GLUTAMATE-FORMIMINOTRANSFERASE-RXN	CPD-671[0] + GLT[0] <=> N-FORMIMINO-L-GLUTAMATE[0] + THF-GLU-N[0]	EC-2.1.2.5
RXN-15093		RXN-15093	Hpr-pi-phospho-L-histidines[0] + D-Galactose[1] => D-galactose-6-phosphate[0] + Hpr-Histidine[0]	EC-2.7.1.204
RXN-13872		RXN-13872	NAD[0] <=> CPD-14880[0] + NIACINAMIDE[0]	-
RXN-19906		RXN-19906	CPD-21506[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] <=> CPD-21505[0] + WATER[0] + Ox-NADPH-Hemoprotein-Reductases[0]	EC-1.14.14.fk
RXN-18433		RXN-18433	R-2-HYDROXYGLUTARATE[0] + OXALACETIC_ACID[0] <=> 2-KETOGLUTARATE[0] + CPD-660[0]	EC-1.1.99.40
URPHOS-RXN		URPHOS-RXN	Pi[0] + URIDINE[0] <=> RIBOSE-1P[0] + URACIL[0]	EC-2.4.2.2|EC-2.4.2.3
RXN-13064		RXN-13064	CPD-9446[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> D-mannopyranose[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.14.1
RXN-15626		RXN-15626	CPD-12615[0] + OXYGEN-MOLECULE[0] + (2) Reduced-ferredoxins[0] + (2) PROTON[0] <=> CPD-16861[0] + WATER[0] + (2) Oxidized-ferredoxins[0]	-
RXN-8818		RXN-8818	2-AMINOPHENOL[0] + OXYGEN-MOLECULE[0] <=> PROTON[0] + 2-AMINOMUCONATE_SEMIALDEHYDE[0]	EC-1.13.11.74
RXN-14021		RXN-14021	CPD-15035[0] + WATER[0] => CPD-15036[0] + N-acetyl-D-galactosamine[0]	EC-3.2.1.180|EC-3.2.1.179
2.3.1.99-RXN		2.3.1.99-RXN	FERULOYL-COA[0] + QUINATE[0] <=> CPD-416[0] + CO-A[0]	EC-2.3.1.99
RXN-15862		RXN-15862	AMMONIA[0] + OXYGEN-MOLECULE[0] + (2) PROTON[0] + (2) E-[0] <=> HYDROXYLAMINE[0] + WATER[0]	-
RXN-8717		RXN-8717	CPD-8947[0] + 1-O-GALLOYL-BETA-D-GLUCOSE[0] <=> 1236-TETRAKIS-O-GALLOYL-BETA-D-GLUCOS[0] + Glucopyranose[0]	EC-2.3.1
METHYLENETHFDEHYDROG-NADP-RXN		METHYLENETHFDEHYDROG-NADP-RXN	METHYLENE-THF-GLU-N[0] + NADP[0] => 5-10-METHENYL-THF-GLU-N[0] + NADPH[0]	EC-1.5.1.5
AKBLIG-RXN		AKBLIG-RXN	GLY[0] + ACETYL-COA[0] <=> AMINO-OXOBUT[0] + CO-A[0]	EC-2.3.1.29
RXN-13910		RXN-13910	S-ADENOSYLMETHIONINE[0] + MYRICETIN[0] <=> CPD-14933[0] + ADENOSYL-HOMO-CYS[0]	EC-2.1.1
RXN-18501		RXN-18501	CPD-19826[0] => CPD-19827[0] + WATER[0] + PROTON[0]	-
RXN-17100		RXN-17100	PENICILLIN-G[0] + CPD-10902[0] <=> CPD-9196[0] + PHENYLACETATE[0]	EC-2.3.1
RXN-13628		RXN-13628	CPD-14628[0] <=> CPD-14629[0]	-
PNPOXI-RXN		PNPOXI-RXN	OXYGEN-MOLECULE[0] + PYRIDOXINE-5P[0] <=> HYDROGEN-PEROXIDE[0] + PYRIDOXAL_PHOSPHATE[0]	EC-1.4.3.5
RXN1G-384	cis,cis-delta7,25-3-oxo-C44:2-[acyl-carrier protein] reductase	RXN1G-384	cis-cis-D7-25-3-hydroxyC44-2-ACPs[0] + NADP[0] <= cis-cis-D7-25-3-oxo-C44-2-ACPs[0] + NADPH[0] + PROTON[0]	EC-1.1.1.M9
INDANOL-DEHYDROGENASE-RXN		INDANOL-DEHYDROGENASE-RXN	1-INDANOL[0] + NAD-P-OR-NOP[0] <= 1-INDANONE[0] + NADH-P-OR-NOP[0] + PROTON[0]	EC-1.1.1.112
RXN-4226		RXN-4226	CPD-3943[0] + Acceptor[0] <=> CPD-3945[0] + Donor-H2[0]	EC-1.1.99.M1
RXN-14070		RXN-14070	CPD-15073[0] <=> CPD-15076[0]	EC-5.2
RXN-9431		RXN-9431	CPD-10041[0] + OXYGEN-MOLECULE[0] + NADPH[0] + PROTON[0] <=> CPD-10069[0] + WATER[0] + NADP[0]	EC-1.14.13.105
RXN-9485		RXN-9485	PROTON[0] + CPD-10166[0] <=> CPD-10167[0] + WATER[0]	EC-4.2.1.142
RXN-18692		RXN-18692	S-SAMP-SAP-E1-L-cysteine[0] + Protein-L-lysine[0] => PROTEIN-N-SAMP-LYSINE[0] + SAMP-activating-protein-E1-L-cys[0] + PROTON[0]	EC-2.3.2
TRANS-RXN-82	lactose:proton antiport	TRANS-RXN-82	PROTON[1] + Alpha-lactose[0] => PROTON[0] + Alpha-lactose[1]	-
RXN-13168		RXN-13168	CPD-14154[0] + CPD-15424[0] <=> CPD-14158[0] + AMP[0] + PROTON[0]	-
CATECHOL-OXIDASE-DIMERIZING-RXN		CATECHOL-OXIDASE-DIMERIZING-RXN	(4) CATECHOL[0] + (3) OXYGEN-MOLECULE[0] => (6) WATER[0] + (2) CPD-324[0]	EC-1.1.3.14
ARYL-ALCOHOL-OXIDASE-RXN		ARYL-ALCOHOL-OXIDASE-RXN	OXYGEN-MOLECULE[0] + Aromatic-Primary-Alcohols[0] => HYDROGEN-PEROXIDE[0] + Aryl-Aldehyde[0]	EC-1.1.3.7
RXN-18360		RXN-18360	CPD-19730[0] <=> 25-DICHLORO-CISCIS-MUCONATE[0] + PROTON[0]	EC-5.5.1.11
RXN-9160		RXN-9160	CDP-36-DIDEOXY-D-MANNOSE[0] <=> CPD-9698[0]	EC-5.1.3.10
RXN-9879		RXN-9879	CPD-10624[0] + NAD[0] <=> CPD-10626[0] + NADH[0] + PROTON[0]	EC-1.3.1.an
AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN		AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN	ACETYL-COA[0] + Deoxystreptamine-Antib[0] => CO-A[0] + N3-Acetal-deoxystreptamine-antib[0]	EC-2.3.1.81
RXN-17062		RXN-17062	6-AMINOPENICILLANATE[0] + CPD-207[0] <=> PENICILLIN-G[0] + CO-A[0] + PROTON[0]	-
RXN0-6381		RXN0-6381	mRNAs[0] + WATER[0] => (2) mRNA-Fragments[0]	EC-3.1.26
ETHAMLY-RXN		ETHAMLY-RXN	ETHANOL-AMINE[0] => AMMONIUM[0] + ACETALD[0]	EC-4.3.1.7
RXN-15614		RXN-15614	CPD-9906[0] + (3) FAD[0] + (3) PROTON[0] <=> CPD-9911[0] + (3) FADH2[0]	EC-1.3.8.o
POLYPHOSPHATE-KINASE-RXN		POLYPHOSPHATE-KINASE-RXN	ATP[0] + Long-Chain-Polyphosphate[0] <=> ADP[0] + Long-Chain-Polyphosphate[0]	EC-2.7.4.1
RXN0-5199		RXN0-5199	GUANOSINE[0] + Pi[0] => GUANINE[0] + RIBOSE-1P[0]	EC-2.4.2.15|EC-2.4.2.1
RXN-16361	pluviatolide methyltransferase	RXN-16361	S-ADENOSYLMETHIONINE[0] + CPD-17597[0] <=> ADENOSYL-HOMO-CYS[0] + CPD-17599[0] + PROTON[0]	EC-2.1.1.323
RXN-18003		RXN-18003	CPD-15731[0] + NADP[0] <= CPD-19289[0] + NADPH[0] + PROTON[0]	EC-1.1.1
RXN-8310		RXN-8310	CPD-8082[0] + OXYGEN-MOLECULE[0] + (2) Reduced-ferredoxins[0] + (2) PROTON[0] <=> CPD-8084[0] + (2) WATER[0] + (2) Oxidized-ferredoxins[0]	EC-1.14.19.35
RXN-15713		RXN-15713	3-Hydroxy-Terminated-DNAs[0] + 5-Phospho-terminated-DNAs[0] + GTP[0] => DNA-N[0] + GMP[0] + PPI[0]	EC-6.5.1.7
RXN-13223		RXN-13223	CPD-14054[0] + NADP[0] <=> 6-LACTOYL-5678-TETRAHYDROPTERIN[0] + NADPH[0] + PROTON[0]	EC-1.1.1.325
RXN-8910		RXN-8910	CPD-17436[0] + OXYGEN-MOLECULE[0] + WATER[0] <=> CPD-9307[0] + HYDROGEN-PEROXIDE[0]	EC-1.8.3
RXN-13190		RXN-13190	CPD1F-128[0] + (3) OXYGEN-MOLECULE[0] + (3) Red-NADPH-Hemoprotein-Reductases[0] => CPD1F-132[0] + (4) WATER[0] + (3) Ox-NADPH-Hemoprotein-Reductases[0] + PROTON[0]	EC-1.14.14.86
RXN-18434		RXN-18434	S5-N-terminal-L-alanine[0] + ACETYL-COA[0] => Acetylated-S5-N-terminal-L-alanine[0] + CO-A[0] + PROTON[0]	EC-2.3.1.267
RXN-11221		RXN-11221	PROTON[0] + FERULOYL-COA[0] + MALONYL-COA[0] <=> CPD-12180[0] + CO-A[0] + CARBON-DIOXIDE[0]	EC-2.3.1.218
RXN-16532		RXN-16532	CPD-17794[0] <=> CPD-17791[0] + ACP[0]	EC-2.3.1
RXN-8546		RXN-8546	GERANYL-PP[0] => CPD-8735[0] + PPI[0]	EC-4.2.3.115
RXN-18765		RXN-18765	CPD-20055[0] => CPD-20056[0] + SULFATE[0] + PROTON[0]	-
RXN-6550		RXN-6550	CPD1F-137[0] + 2-KETOGLUTARATE[0] + OXYGEN-MOLECULE[0] <=> CPD-6224[0] + SUC[0] + CARBON-DIOXIDE[0]	EC-1.14.11
RXN-19820		RXN-19820	ATP[0] + L-23-DIAMINOPROPANOATE[0] + CIT[0] => AMP[0] + PPI[0] + CPD-21431[0] + PROTON[0]	EC-6.3.2.ab
GLUTAMATE-1-KINASE-RXN		GLUTAMATE-1-KINASE-RXN	GLT[0] + ATP[0] <=> ALPHA-L-GLUTAMYL-PHOSPHATE[0] + ADP[0]	EC-2.7.2.13
2.4.1.23-RXN		2.4.1.23-RXN	CPD-14553[0] + SPHINGOSINE[0] <=> PROTON[0] + PSYCHOSINE[0] + UDP[0]	EC-2.4.1.23
RXN-16431		RXN-16431	Heparosan-D-glucuronate[0] <=> Acharan-L-iduronate[0]	EC-5.1.3.36
BUTANAL-DEHYDROGENASE-RXN		BUTANAL-DEHYDROGENASE-RXN	BUTANAL[0] + CO-A[0] + NAD-P-OR-NOP[0] <=> BUTYRYL-COA[0] + NADH-P-OR-NOP[0] + PROTON[0]	EC-1.2.1.57
RXN-8039		RXN-8039	CPD-7419[0] + OXYGEN-MOLECULE[0] + Donor-H2[0] => CPD-7420[0] + WATER[0] + Acceptor[0]	EC-1.14.99
RXN-9340		RXN-9340	CPD-9950[0] + Donor-H2[0] <=> CPD-9953[0] + Acceptor[0]	-
TROPINONE-REDUCTASE-RXN		TROPINONE-REDUCTASE-RXN	NADP[0] + PSEUDOTROPINE[0] <= PROTON[0] + NADPH[0] + TROPINONE[0]	EC-1.1.1.236
TDCEACT-RXN		TDCEACT-RXN	S-ADENOSYLMETHIONINE[0] + Formate-acetyltransferase-glycine[0] + Reduced-flavodoxins[0] => Formate-acetyltrans-glycine-radical[0] + CH33ADO[0] + MET[0] + Flavodoxins-Semiquinones[0] + PROTON[0]	EC-1.97.1.4
