CHEBI:7	 (+)-car-3-ene
CHEBI:144619	 N-(D-erythrulosyl)-cadaverine
CHEBI:144620	 N-(3-O-phospho-D-erythrulosyl)-cadaverine
CHEBI:144643	 indoxyl sulfate
CHEBI:144644	 a tetracycline
CHEBI:144645	 an 11a-hydroxytetracycline
CHEBI:144646	 11a-hydroxy-oxytetracycline
CHEBI:144647	 (1S,10S,10aS)-3-(CONH2)-9-Cl-1-(Me2N)-3,3a,4,10-(HO)4-10-Me-2,5-dioxo-1H,10aH,11H,11aH-cyclopenta[b]anthracen-6-olate
CHEBI:144658	 N-acetyl-S-(2-succino)-L-cysteine
CHEBI:144697	 N-(4-carboxy-4-oxobutanoyl)-L-ethylglycylglycine
CHEBI:144699	 N-(2-aminobutanoyl)glycine
CHEBI:144703	 an N-hexadecanoyl-sphingoid base
CHEBI:144711	 an N-octadecanoyl-sphingoid base
CHEBI:144712	 an N-(very-long-chain fatty acyl)-sphingoid base
CHEBI:144713	 an N-(ultra-long-chain-acyl)-sphingoid base
CHEBI:144720	 an inositol-1-phospho-N-(2-hydroxy-very-long-chain fatty acyl)-4R-hydroxysphingoid base
CHEBI:144744	 2',3,4-trihydroxy-trans-chalcone
CHEBI:144745	 3',4'-dihydroxyaurone
CHEBI:144773	 an anthocyanidin 3-O-beta-D-glucoside 5-O-beta-D-[(6-O-(E)-4-coumaroyl)glucoside]
CHEBI:144774	 a (9Z,12Z)-octadecadienoyl-containing triacyl-sn-glycerol
CHEBI:144775	 delphinidin
CHEBI:144776	 delphinidin 3-O-beta-D-glucoside
CHEBI:144777	 pelargonidin
CHEBI:144778	 pelargonidin 3-O-beta-D-glucoside
CHEBI:144779	 peonidin
CHEBI:144780	 peonidin 3-O-beta-D-glucoside
CHEBI:144781	 malvidin
CHEBI:144782	 malvidin 3-O-beta-D-glucoside
CHEBI:144784	 an N-(omega-hydroxy-ultra-long chain fatty acyl)-sphingoid base
CHEBI:144785	 an N-[omega-(9Z,12Z-octadecadienoyloxy)-O-ultra-long chain fatty acyl]-sphingoid base
CHEBI:144787	 (15S)-hydroperoxy-(8Z,11Z,13E)-eicosatrienoate
CHEBI:144800	 3-tyramine
CHEBI:144802	 an alpha-D-galactosaminyl-(1->3)-[alpha-L-fucosyl-(1->2)]-beta-D-galactosyl derivative
CHEBI:144803	 a (1S,10aS)-3-(CONH2)-1-(Me2N)-3,3a,4,6-(HO)4-2,5-dioxo-1H,10aH,11H,11aH-cyclopenta[b]anthracene
CHEBI:144817	 D-galactosamine
CHEBI:144823	 (3R,4R)-3,4-dihydroxycyclohexa-1,5-diene-1-carbonyl-CoA
CHEBI:144824	 (4R,5R)-4,5-dihydroxycyclohex-2-ene-1-carbonyl-CoA
CHEBI:144830	 (5S)-5-hydroxycyclohex-1-ene-1-carbonyl-CoA
CHEBI:144831	 (3S)-3-hydroxycyclohexane-1-carbonyl-CoA
CHEBI:144832	 (15S)-hydroperoxy-(11Z,13E)-eicosadienoate
CHEBI:144842	 N(6)-methyl-AMP
CHEBI:144858	 amicoumacin A
CHEBI:144859	 amicoumacin A 2-phosphate
CHEBI:144865	 6-chloropyridine-2,3,5-triol
CHEBI:144866	 3,6-dihydroxypyridine-2,5-dione
CHEBI:144867	 6-chloro-3-hydroxypyridine-2,5-dione
CHEBI:144868	 3,6-dichloropyridine-2,5-dione
CHEBI:144890	 FMN-N(5)-oxide
CHEBI:144894	 3-dehydrolevoglucosan
CHEBI:144896	 5-aminopentanal
CHEBI:144897	 1-piperideine
CHEBI:144924	 L-cysteinyl-5'-AMP
CHEBI:144928	 N(delta)-methyl-L-arginine
CHEBI:144929	 N(omega)-hydroxy-N(delta)-methyl-L-arginine
CHEBI:144936	 (2E,6E,10E)-geranylgeranyl phosphate
CHEBI:144939	 L-tryptophyl-5'-AMP
CHEBI:144940	 L-alanyl-5'-AMP
CHEBI:144941	 L-glutamyl-5'-AMP
CHEBI:144942	 3,4-dihydroxybenzoyl-5'-AMP
CHEBI:144944	 L-arginyl-AMP
CHEBI:144950	 glycero-2-phosphocholine
CHEBI:144969	 2''-O-(2-hydroxyisobutanoyl)-ADP-D-ribose
CHEBI:145009	 steviolbioside
CHEBI:145010	 steviolmonoside
CHEBI:145011	 steviol
CHEBI:145012	 rebaudioside A
CHEBI:145013	 rebaudioside B
CHEBI:145014	 a D-guloside
CHEBI:145015	 3''-O-propanoyl-ADP-D-ribose
CHEBI:145016	 a 3-dehydro-D-guloside
CHEBI:145017	 a 3-dehydro-D-glucoside
CHEBI:145018	 rebaudioside E
CHEBI:145019	 rebaudioside M
CHEBI:145021	 rubusoside
CHEBI:145022	 rebaudioside D
CHEBI:145026	 L-allulose
CHEBI:145031	 4-deoxy-6-O-methyl-L-threo-hex-4-enopyranuronate
CHEBI:145032	 1-O-methyl-20-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate
CHEBI:145033	 1-O-methyl-8-hydroperoxy-20-hydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoate
CHEBI:145034	 1-O-methyl-12-hydroperoxy-20-hydroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate
CHEBI:145035	 1-O-methyl-9-hydroperoxy-20-hydroxy-(5Z,7E,11Z,14Z)-eicosatetraenoate
CHEBI:145036	 1-O-methyl-(9R)-hydroperoxy-(10E,12Z)-octadecadienoate
CHEBI:145041	 brassicasterol 3-beta-D-glucoside
CHEBI:145042	 solasodine 3-beta-D-glucoside
CHEBI:145043	 solasodine
CHEBI:145044	 pregnenolone 3-beta-D-glucoside
CHEBI:145045	 3beta-hydroxy-16alpha,17alpha-epoxypregnenolone
CHEBI:145046	 3beta-hydroxy-16alpha,17alpha-epoxypregnenolone 3-beta-D-glucoside
CHEBI:145048	 epiandrosterone 3-beta-D-glucoside
CHEBI:145050	 16,17-didehydropregnenolone 3-beta-D-glucoside
CHEBI:145051	 dehydroepiandrosterone 3-beta-D-glucoside
CHEBI:145053	 betaenone C
CHEBI:145054	 betaenone B
CHEBI:145055	 betaenone A
CHEBI:145061	 dehydroprobetaenone I
CHEBI:145062	 probetaenone I
CHEBI:145066	 stemphyloxin II
CHEBI:145069	 epoxybetaenone
CHEBI:145070	 stemphyloxin I
CHEBI:145072	 campesteryl 3-beta-D-glucoside
CHEBI:145105	 asperphenamate
CHEBI:145107	 N-benzoyl-L-phenylalaninol
CHEBI:145108	 bassianolide
CHEBI:145109	 isoepoxydon
CHEBI:145110	 phyllostine
CHEBI:145111	 neopatulin
CHEBI:145112	 (E)-ascladiol
CHEBI:145114	 24-methylene cholesteryl beta-D-glucoside
CHEBI:145178	 1-O-octadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:145179	 1-O-(13-methyltetradecyl)-2-(13-methyltetradecanoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:145180	 1-O-(1Z-13-methyltetradecenyl)-2-(13-methyltetradecanoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:145181	 a 1-O-(1Z-hexadecenyl)-2-acyl-sn-glycero-3-phosphoethanolamine
CHEBI:145182	 a 1-O-(1Z-octadecenyl)-2-acyl-sn-glycero-3-phosphoethanolamine
CHEBI:145183	 a 1-O-(1Z,9Z-octadecadienyl)-2-acyl-sn-glycero-3-phosphoethanolamine
CHEBI:145186	 a 1-O-hexadecyl-2-acyl-sn-glycero-3-phosphoethanolamine
CHEBI:145187	 a 1-O-octadecyl-2-acyl-sn-glycero-3-phosphoethanolamine
CHEBI:145188	 a 1-O-(9Z-octadecenyl)-2-acyl-sn-glycero-3-phosphoethanolamine
CHEBI:145213	 5,6-trans-vitamin D3
CHEBI:145276	 (E)-pent-3-en-2-one
CHEBI:145342	 an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative
CHEBI:145343	 an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative
CHEBI:145344	 an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc6S derivative
CHEBI:145345	 an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc6S derivative
CHEBI:145346	 alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc
CHEBI:145347	 alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc
CHEBI:145392	 a 1-(9Z-octadecenoyl)-2-acyl-sn-glycero-3-phosphoglycerol
CHEBI:145393	 a 2-acyl-sn-glycero-3-phosphoglycerol
CHEBI:145394	 a 1,2-diacyl-sn-glycero-3-phosphoglycerol
CHEBI:145395	 an N-aryl-1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine
CHEBI:145396	 an N-aryl-1-hexadecanoyl-sn-glycero-3-phosphoethanolamine
CHEBI:145397	 a 1-(9Z-octadecenoyl)-2-acyl-sn-glycero-3-phosphate
CHEBI:145398	 alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc
CHEBI:145399	 alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc
CHEBI:145400	 alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc
CHEBI:145401	 alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc
CHEBI:145419	 6-phospho-D-galactono-1,5-lactone
CHEBI:145420	 2-deoxy-6-phospho-D-glucono-1,5-lactone
CHEBI:145423	 2-amino-2-deoxy-6-phospho-D-glucono-1,5-lactone
CHEBI:145424	 6-sulfo-D-glucono-1,5-lactone
CHEBI:145427	 D-glucose 6-sulfate
CHEBI:145434	 (9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:145439	 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-diphosphate
CHEBI:145465	 N-(9Z-octadecenoyl)-ethanolamine phosphate
CHEBI:145478	 beta-D-glucosaminyl-(1->4)-N-acetyl-D-glucosamine
CHEBI:145497	 an N-acylethanolamine phosphate
CHEBI:145540	 adenosine 3'-diphosphate,5'-triphosphate
CHEBI:145541	 adenosine 3'-diphosphate,5'-phosphate
CHEBI:145543	 viteagnusin D
CHEBI:145544	 S-nitrosoglutathione
CHEBI:145547	 sulfinamide glutathione
CHEBI:145549	 labd-13(16),14-diene-9-ol
CHEBI:145550	 peregrinol
CHEBI:145552	 labd-13Z-ene-9,15,16-triol
CHEBI:145566	 syn-isopimara-7,15-diene
CHEBI:145651	 (+)-malbrancheamide
CHEBI:145652	 (S)-3-(indol-3-ylmethyl)-6,7,8,8a-tetrahydropyrrolo[1,2-a]pyrazin-1-one
CHEBI:145655	 (S)-3-{[2-(1,1-dimethylallyl)-indol-3-yl]methyl}-6,7,8,8a-tetrahydropyrrolo[1,2-a]pyrazin-1-one
CHEBI:145657	 1-hydroxy-3-{[2-(1,1-dimethylallyl)-indol-3-yl]methyl}-6H,7H,8H-5lambda(5)-pyrrolo[1,2-a]pyrazine
CHEBI:145658	 (+)-premalbrancheamide
CHEBI:145660	 (R)-2-hydroxy-3-methylbutyrate
CHEBI:145670	 salicylate 2-O-beta-D-glucoside
CHEBI:145675	 1-hydroxy-3-{[2-(1,1-dimethylallyl)-indol-3-yl]methyl}-4H,6H,7H,8H-pyrrolo[1,2-a]pyrazine
CHEBI:145676	 adenosine 3'-diphosphate,5'-diphosphate
CHEBI:145677	 (+)-malbrancheamide B
CHEBI:145678	 (+)-isomalbrancheamide B
CHEBI:145679	 (+)-malbrancheamide C
CHEBI:145680	 (+)-isomalbrancheamide C
CHEBI:145681	 1-O-salicyl-beta-D-glucose
CHEBI:145682	 6-hydroxydeoxybrevianamide E
CHEBI:145683	 notoamide S
CHEBI:145684	 notoamide E
CHEBI:145685	 notoamide C
CHEBI:145686	 notoamide D
CHEBI:145694	 8-oxo-GMP
CHEBI:145731	 (S)-2-methylamino-1-phenylpropan-1-one
CHEBI:145735	 (Z)-2-methylaminoacrylate
CHEBI:145745	 3,3'-di-O-methyl-4alpha-mannobiose
CHEBI:145746	 1,3,3'-tri-O-methyl-4alpha-mannobiose
CHEBI:145752	 3-hydroxy-3-(3,4-dihydroxyphenyl)propanoyl-CoA
CHEBI:145753	 L-lyxonate
CHEBI:145769	 L-canaline
CHEBI:145780	 2-nonadioyl-sn-glycero-3-phosphocholine
CHEBI:145781	 2-glutaroyl-sn-glycero-3-phosphocholine
CHEBI:145782	 2-(5-oxopentanoyl)-sn-glycero-3-phosphocholine
CHEBI:145783	 2-(9-oxononanoyl)-sn-glycero-3-phosphocholine
CHEBI:145789	 dihydroouabagenin
CHEBI:145792	 2-hydroxymelatonin
CHEBI:145795	 digoxin
CHEBI:145796	 digitoxin
CHEBI:145797	 digoxigenin
CHEBI:145798	 ouabain
CHEBI:145799	 ouabagenin
CHEBI:145802	 S-benzyl-L-cysteinylglycine
CHEBI:145803	 S-benzyl-L-cysteine
CHEBI:145804	 S-(1-hydroxy-3-methylhexan-3-yl)-L-cysteinylglycine
CHEBI:145805	 S-(1-hydroxy-3-methylhexan-3-yl)-L-cysteine
CHEBI:145806	 (4R)-perillyl alcohol
CHEBI:145813	 D-cystine
CHEBI:145815	 5-hydroperoxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate
CHEBI:145816	 7-hydroperoxy-(4Z,8E,10Z,13Z,16Z,19Z)-docosahexaenoate
CHEBI:145829	 trilobatin
CHEBI:145835	 (5Z,8Z)-eicosadienoate
CHEBI:145836	 (5S)-hydroperoxy-(6E,8Z)-eicosadienoate
CHEBI:145837	 (5S)-hydroperoxy-(12S)-hydroxy-(6E,8Z,10E,14Z)-eicosatetraenoate
CHEBI:145839	 norrubrofusarin
CHEBI:145840	 ustilaginoidin A
CHEBI:145870	 2,4,7,9-tetrahydroxy-6-methyl-8-(2-methylbut-3-en-2-yl)-1-oxo-1H-phenalen-3-ol
CHEBI:145872	 (2'R)-atrovenetin
CHEBI:145873	 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-thiocarboxamide
CHEBI:145874	 deoxyherqueinone
CHEBI:145875	 6-thio-IMP
CHEBI:145876	 herqueinone
CHEBI:145894	 rubrofusarin
CHEBI:145902	 1,2,3,4,6-pentakis-O-galloyl-beta-D-glucose
CHEBI:145905	 tellimagrandin II
CHEBI:145907	 cornusiin E
CHEBI:145920	 rubrofusarin B
CHEBI:145921	 bifonsecin B
CHEBI:145922	 monapinone A
CHEBI:145923	 dinapinone A
CHEBI:145925	 glycyldehydrophenylalanine
CHEBI:145926	 2,3-didehydrophenylalanine
CHEBI:145927	 4-(indol-3-yl)butanoyl-beta-D-glucose
CHEBI:145928	 1-hydroxy-3-(indol-3-ylmethyl)-6H,7H,8H-5lambda(5)-pyrrolo[1,2-a]pyrazine
CHEBI:145929	 (+)-malbrancheamide D
CHEBI:145930	 (+)-isomalbrancheamide D
CHEBI:145931	 pravastatin diol lactone
CHEBI:145932	 (S)-2-methylbutanoate
CHEBI:145933	 pravastatin lactone
CHEBI:145934	 methyl-8-{[beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl]oxy}nonanoate
CHEBI:145935	 methyl 8-{[beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl]oxy}nonanoate
CHEBI:145936	 methyl 8-{[alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl]oxy}nonanoate
CHEBI:145937	 N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosamine
CHEBI:145938	 N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosamine
CHEBI:145939	 methyl 8-{[N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl]oxy}nonanoate
CHEBI:145940	 methyl 8-{[N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-beta-D-glucosaminyl]oxy}nonanoate
CHEBI:145941	 4alpha-hydroxymethyl-5alpha-cholest-7-en-3beta-ol
CHEBI:145942	 4alpha-formyl-5alpha-cholest-7-en-3beta-ol
CHEBI:145943	 4alpha-carboxy-5alpha-cholest-7-en-3beta-ol
CHEBI:145946	 N-acetyl-D-leucine
CHEBI:145950	 nigerone
CHEBI:145976	 methyl 8-{[beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosamyl]oxy}nonanoate
CHEBI:145977	 methyl 8-{[beta-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-beta-D-glucosaminyl]oxy}nonanoate
CHEBI:145978	 methyl 8-{[alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl]oxy}nonanoate
CHEBI:145980	 methyl 8-{[alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-beta-D-glucosaminyl]oxy}nonanoate
CHEBI:145984	 methyl 8-{[N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl]oxy}nonanoate
CHEBI:145985	 methyl 8-{[N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->3)-[alpha-L-fucosyl-(1->4)]-N-acetyl-beta-D-glucosaminyl]oxy}nonanoate
CHEBI:145986	 julichrome Q6
CHEBI:145989	 3-phosphoshikimate
CHEBI:145991	 7-demethylsiderin
CHEBI:145992	 orlandin
CHEBI:145993	 desertorin A
CHEBI:146001	 aurasperone A
CHEBI:146003	 julichrome Q6-6
CHEBI:146004	 monapinone E
CHEBI:146005	 dinapinone E
CHEBI:146007	 (M)-viriditoxin
CHEBI:146008	 semiviriditoxin
CHEBI:146009	 7,9,10-trihydroxy-3-(2-oxopropyl)-1H-benzo[g]isochromen-1-one
CHEBI:146010	 9,10-dihydroxy-7-methoxy-3-(2-oxopropyl)-1H-benzo[g]isochromen-1-one
CHEBI:146011	 (3S)-9,10-dihydroxy-7-methoxy-3-(2-oxopropyl)-1H,3H,4H-naphtho[2,3-c]pyran-1-one
CHEBI:146012	 methyl 2-[(3S)-9,10-dihydroxy-7-methoxy-1-oxo-1H,3H,4H-naphtho[2,3-c]pyran-3-yl]acetate
CHEBI:146018	 nor-toralactone
CHEBI:146020	 1-(3,4,5-trihydroxy-7-methoxynaphthalen-2-yl)propan-2-one
CHEBI:146021	 an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-D-GlcNAc derivative
CHEBI:146022	 an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-beta-D-GlcNAc derivative
CHEBI:146130	 4alpha-hydroxymethylzymosterol
CHEBI:146131	 4alpha-formylzymosterol
CHEBI:146133	 N(4)-acetyl-2'-deoxycytidine
CHEBI:146134	 N(4)-acetylcytosine
CHEBI:146140	 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholest-7-en-3beta-ol
CHEBI:146141	 1alpha,25-dihydroxy-2beta-(1,3-dihydroxypropoxy)-cholecalciferol
CHEBI:146152	 ilicicolinate B
CHEBI:146153	 ilicicolin B
CHEBI:146154	 ilicicolin A
CHEBI:146155	 ilicicolin A epoxide
CHEBI:146156	 ilicicolin C
CHEBI:146157	 ascochlorin
CHEBI:146158	 16-hydroxy-ilicicolin A epoxide
CHEBI:146159	 ascofuranol
CHEBI:146160	 ascofuranone
CHEBI:146162	 (9Z)-hexadecenamide
CHEBI:146163	 (8Z,11Z,14Z)-eicosatrienamide
CHEBI:146164	 (11Z,14Z,17Z)-eicosatrienamide
CHEBI:146165	 (11Z,14Z)-eicosadienamide
CHEBI:146166	 (15Z)-tetracosenamide
CHEBI:146167	 (11Z)-eicosenamide
CHEBI:146168	 (6Z)-octadecenamide
CHEBI:146172	 5-methylorsellinate
CHEBI:146173	 2,4-dihydroxy 5,6-dimethylbenzaldehyde
CHEBI:146184	 S-adenosylglutathione
CHEBI:146186	 N-docosanoyl-ethanolamine
CHEBI:146187	 N-(15Z-tetracosenoyl)-ethanolamine
CHEBI:146191	 N-(9Z-octadecenoyl)-taurine
CHEBI:146196	 N-docosanoyl-taurine
CHEBI:146197	 N-tricosanoyl-taurine
CHEBI:146198	 N-(15Z-tetracosenoyl)-taurine
CHEBI:146202	 (25R)-3-oxocholest-4-en-26-oyl-CoA
CHEBI:146203	 (2R)-ibuprofenoyl-CoA
CHEBI:146204	 (2S)-ibuprofenoyl-CoA
CHEBI:146208	 (10bR,4aS)-oxomaritidine
CHEBI:146209	 (10bS,4aR)-oxomaritidine
CHEBI:146216	 2,3,6,8,9-pentahydroxy-3-(2-oxopropyl)-1,2,3,4-tetrahydroanthracen-1-one
CHEBI:146217	 TAN-1612
CHEBI:146218	 2-acetyl-3,4a,8,10,11,12a-hexahydroxy-1,4,4a,5,12,12a-hexahydrotetracene-1,12-dione
CHEBI:146254	 2-[12-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl]-glycerol
CHEBI:146260	 spectinomycin
CHEBI:146261	 9-O-adenylylspectinomycin
CHEBI:146262	 6-O-adenylylstreptomycin
CHEBI:146277	 1-octadecanoyl-2-(15-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:146282	 1-octadecanoyl-2-(15-hydroperoxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:146283	 1-octadecanoyl-2-(15-hydroperoxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphocholine
CHEBI:146284	 1-octadecanoyl-2-(15-hydroperoxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phospho-(1D-myo-inositol)
CHEBI:146285	 a 1-acyl-2-(15-hydroperoxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phospho-(1D-myo-inositol)
CHEBI:146286	 a 1-acyl-2-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycero-3-phospho-(1D-myo-inositol)
CHEBI:146287	 a 1-acyl-2-(15-hydroperoxy-8Z,11Z,13E-eicosatrienoyl)-sn-glycero-3-phospho-(1D-myo-inositol)
CHEBI:146288	 8-hydroperoxy-(5Z,9E,11Z,14Z)-eicosatetraenoate
CHEBI:146289	 9-hydroperoxy-(5Z,7E,11Z,14Z)-eicosatetraenoate
CHEBI:146291	 11-hydroperoxy-(5Z,8Z,12E,14Z)-eicosatetraenoate
CHEBI:146292	 15-hydroperoxy-(8Z,11Z,13E)-eicosatrienoate
CHEBI:146293	 9-hydroperoxy-(10E,12Z)-octadecadienoate
CHEBI:146372	 3-methylorsellinate
CHEBI:146758	 D-xylofuranose
CHEBI:146780	 3-methyl-3-sulfanylhexan-1-ol
CHEBI:147155	 alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-D-Glc
CHEBI:147286	 N(2)-formyl-N(1)-(5-phospho-beta-D-ribosyl)glycinamide
CHEBI:147287	 2-formamido-N(1)-(5-O-phospho-beta-D-ribosyl)acetamidine
CHEBI:147288	 an omega-hydroxy-ultra-long-chain fatty acid
CHEBI:147291	 Fe(II)-heme i
CHEBI:147292	 Fe(II)-hydroxyheme i
CHEBI:147293	 an omega-methyl-ultra-long-chain fatty acid
CHEBI:147296	 1-O-octadecyl-2-acetyl-sn-glycerol
CHEBI:147298	 2,6-dichlorobenzoquinone
CHEBI:147300	 2-chloro-6-hydroxy-1,4-benzoquinone
CHEBI:147301	 3,6-dichloropyridine-2,5-diol
CHEBI:147306	 3-[(R)-glyceryl]-diphospho-5'-guanosine
CHEBI:147308	 1,2,3-tri-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol
CHEBI:147309	 a di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol
CHEBI:147310	 a di-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-glycerol
CHEBI:147311	 1,2,3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-glycerol
CHEBI:147312	 oxidized 3PG-factor420-0
CHEBI:147320	 all-trans-octaprenol
CHEBI:147321	 all-trans-hexaprenol
CHEBI:147322	 all-trans-octaprenyl phosphate
CHEBI:147323	 all-trans-hexaprenyl phosphate
CHEBI:147330	 biphenyl-2,2',3,3'-tetraol
CHEBI:147340	 a (2R)-2-hydroperoxy fatty acid
CHEBI:147341	 fumigermin
CHEBI:147350	 angiotensin I
CHEBI:147351	 angiotensin-(1-9)
CHEBI:147352	 [des-Phe(8), des-Arg(9)]-bradykinin
CHEBI:147362	 neurotensin
CHEBI:147363	 neurotensin-(1-12)
CHEBI:147364	 kinetensin
CHEBI:147365	 kinetensin-(1-8)
CHEBI:147375	 angiotensin-(1-5)
CHEBI:147377	 L-phenylalanyl-L-histidine
CHEBI:147379	 L-histidyl-L-proline
CHEBI:147380	 ecdysone 22-phosphate
CHEBI:147381	 dynorphin A-(1-13)
CHEBI:147382	 20-hydroxyecdysone 22-phosphate
CHEBI:147383	 dynorphin A-(1-12)
CHEBI:147386	 2-deoxyecdysone 22-phosphate
CHEBI:147390	 beta-casomorphin-7
CHEBI:147391	 beta-casomorphin-6
CHEBI:147392	 L-histidyl-L-leucine
CHEBI:147393	 neurotensin-(1-8)
CHEBI:147394	 neurotensin-(1-7)
CHEBI:147395	 apelin-13
CHEBI:147396	 apelin-12
CHEBI:147401	 6-azauridine 5'-phosphate
CHEBI:147403	 prunetin
CHEBI:147404	 prunetin-4'-O-beta-D-glucuronide
CHEBI:147405	 prunetin-5-O-beta-D-glucuronide
CHEBI:147407	 prunetin-C(8)-beta-D-glucuronide
CHEBI:147410	 5-fluorouridine 5'-phosphate
CHEBI:147415	 [Pyr1]apelin-13
CHEBI:147416	 [Pyr1]apelin-12
CHEBI:147417	 neocasomorphin
CHEBI:147418	 neocasomorphin-(1-5)
CHEBI:147421	 apelin-17
CHEBI:147422	 apelin-16
CHEBI:149468	 (S)-8-amino-7-oxononanoate
CHEBI:149469	 (7R,8S)-7,8-diammoniononanoate
CHEBI:149470	 (7R,8S)-8-amino-7-(carboxyamino)nonanoate
CHEBI:149473	 (4R,5S)-dethiobiotin
CHEBI:149480	 alcohol glucuronate acceptor
CHEBI:149482	 SN-38 O-beta-D-glucuronide
CHEBI:149486	 mycophenolate 7-O-beta-D-glucuronide
