id	name	abbreviation	formula	charge	isCofactor
cpd23194	5-methoxyindoleacetaldehyde	5-methoxyindoleacetaldehyde	C11H11NO2	0	0
cpd23195	1H-indole-3-ethanol, 5-methoxy-	1H-indole-3-ethanol, 5-methoxy-	C11H13NO2	0	0
cpd23196	AMK	AMK	C12H16N2O3	0	0
cpd23197	GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala)-diphosphoundecaprenol	GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala)-diphosphoundecaprenol	C91H148N7O25P2	-3	0
cpd23198	Rha-GlcNAc-P-P-C50	Rha-GlcNAc-P-P-C50	C64H105NO16P2	-2	0
cpd23199	beta-D-Galf-Rha-GlcNAc-P-P-C50	beta-D-Galf-Rha-GlcNAc-P-P-C50	C70H115NO21P2	-2	0
cpd23200	beta-D-Galf-(1->5)-beta-D-Galf-Rha-GlcNAc-P-P-C50	beta-D-Galf-(1->5)-beta-D-Galf-Rha-GlcNAc-P-P-C50	C76H125NO26P2	-2	0
cpd23201	beta-D-Galf-(1->6)-beta-D-Galf-(1->5)-beta-D-Galf-Rha-GlcNAc-P-P-C50	beta-D-Galf-(1->6)-beta-D-Galf-(1->5)-beta-D-Galf-Rha-GlcNAc-P-P-C50	C82H135NO31P2	-2	0
cpd23202	phenoxy radical VI	phenoxy radical VI	C15H11O6	-1	0
cpd23203	phenoxy radical VIII	phenoxy radical VIII	C15H12O5	0	0
cpd23204	phenoxy radical VII	phenoxy radical VII	C15H9O5	-1	0
cpd23205	QVE	QVE	C15H10O5	0	0
cpd23206	DPR	DPR	C55H90O8P	-1	0
cpd23207	DPX	DPX	C55H88O8P	-1	0
cpd23208	beta-D-arabinofuranose	beta-D-arabinofuranose	C5H10O5	0	0
cpd23209	alpha-D-arabinofuranose	alpha-D-arabinofuranose	C5H10O5	0	0
cpd23211	alpha-D-arabinopyranose	alpha-D-arabinopyranose	C5H10O5	0	0
cpd23212	beta-D-arabinopyranose	beta-D-arabinopyranose	C5H10O5	0	0
cpd23213	(Galf)30-Rha-GlcNAc-P-P-C50	(Galf)30-Rha-GlcNAc-P-P-C50	C244H405NO166P2	-2	0
cpd23214	(Araf)64(Galf)30-Rha-GlcNAc-P-P-C50	(Araf)64(Galf)30-Rha-GlcNAc-P-P-C50	C409H666NO298P2	10000000	0
cpd23215	3-(2-aminoethyl)-6-methoxyindole	3-(2-aminoethyl)-6-methoxyindole	C11H15N2O	1	0
cpd23216	mycobacterial arabinogalactan containing linear arabinofuran	mycobacterial arabinogalactan containing linear arabinofuran	C514H834NO382P2	10000000	0
cpd23217	(Araf)3(Galf)30-Rha-GlcNAc-P-P-C50	(Araf)3(Galf)30-Rha-GlcNAc-P-P-C50	C259H426NO178P2	-3	0
cpd23218	(Araf)70(Galf)30-Rha-GlcNAc-P-P-C50	(Araf)70(Galf)30-Rha-GlcNAc-P-P-C50	C484H786NO358P2	10000000	0
cpd23219	mycobacterial arabinogalactan containing extended alpha(1->3) arabinofuran linkages	mycobacterial arabinogalactan containing extended alpha(1->3) arabinofuran linkages	C519H842NO386P2	10000000	0
cpd23220	mycobactin M	mycobactin M	C27H37N5O10	0	0
cpd23221	mycobactin P	mycobactin P	C47H75N5O10	0	0
cpd23222	5-chloro-L-tryptophan	5-chloro-L-tryptophan	C11H11ClN2O2	0	0
cpd23223	D-arabitol 5-phosphate	D-arabitol 5-phosphate	C5H11O8P	-2	0
cpd23224	salicylate-adenylate	salicylate-adenylate	C17H17N5O9P	-1	0
cpd23225	cysteine-AMP	cysteine-AMP	C13H19N6O8PS	0	0
cpd23226	CPD-12086	CPD-12086	noformula	10000000	0
cpd23227	CPD-12087	CPD-12087	noformula	10000000	0
cpd23228	CPD-12088	CPD-12088	noformula	10000000	0
cpd23229	CPD-12089	CPD-12089	noformula	10000000	0
cpd23230	CPD-12090	CPD-12090	noformula	10000000	0
cpd23231	CPD-12091	CPD-12091	noformula	10000000	0
cpd23232	CPD-12092	CPD-12092	noformula	10000000	0
cpd23233	enantio-pyochelin	enantio-pyochelin	C14H15N2O3S2	-1	0
cpd23234	N5-formyl-N5-hydroxy-L-ornithine	N5-formyl-N5-hydroxy-L-ornithine	C6H12N2O4	0	0
cpd23235	ferribactin	ferribactin	C56H92N18O21	2	0
cpd23236	gypenoside XVII	gypenoside XVII	C48H82O18	0	0
cpd23237	ginsenoside F2	ginsenoside F2	C42H72O13	0	0
cpd23238	N5-acetyl-N5-hydroxy-L-ornithine	N5-acetyl-N5-hydroxy-L-ornithine	C7H14N2O4	0	0
cpd23239	20(S)-ginsenoside Rg3	20(S)-ginsenoside Rg3	C42H72O13	0	0
cpd23240	ginsenoside Rh2	ginsenoside Rh2	C36H62O8	0	0
cpd23241	CPD-12106	CPD-12106	noformula	10000000	0
cpd23242	CPD-12107	CPD-12107	noformula	10000000	0
cpd23243	CPD-12109	CPD-12109	noformula	10000000	0
cpd23244	4-coumarinol	4-coumarinol	C9H6O3	0	0
cpd23245	2-hydroxybenzoyl-CoA	2-hydroxybenzoyl-CoA	C28H36N7O18P3S	-4	0
cpd23246	3-oxomelilotoyl-CoA	3-oxomelilotoyl-CoA	C30H38N7O19P3S	-4	0
cpd23247	cis-enol-3-oxomelilotoyl-CoA	cis-enol-3-oxomelilotoyl-CoA	C30H40N7O19P3S	-4	0
cpd23248	DMKH2-6	DMKH2-6	C40H56O2	0	0
cpd23249	DMKH2-7	DMKH2-7	C45H64O2	0	0
cpd23250	DMKH2-9	DMKH2-9	C55H80O2	0	0
cpd23251	DMKH2-10	DMKH2-10	C60H88O2	0	0
cpd23252	DMKH2-11	DMKH2-11	C65H96O2	0	0
cpd23253	demethylmenaquinol-12	demethylmenaquinol-12	C70H104O2	0	0
cpd23254	DMKH2-13	DMKH2-13	C75H112O2	0	0
cpd23255	MKH2-7	MKH2-7	C46H66O2	0	0
cpd23256	MKH2-9	MKH2-9	C56H82O2	0	0
cpd23257	MKH2-10	MKH2-10	C61H90O2	0	0
cpd23258	MKH2-11	MKH2-11	C66H98O2	0	0
cpd23259	MKH2-12	MKH2-12	C71H106O2	0	0
cpd23260	MKH2-13	MKH2-13	C76H114O2	0	0
cpd23261	(S)-4-amino-4,5-dihydro-2-thiophenecarboxylate	(S)-4-amino-4,5-dihydro-2-thiophenecarboxylate	C5H7NO2S	0	0
cpd23262	3-(4-5-dimethyl-2-thiazolyl)-2,5-diphenyl-2H-tetrazolium bromide	3-(4-5-dimethyl-2-thiazolyl)-2,5-diphenyl-2H-tetrazolium bromide	C18H16N5S	1	0
cpd23263	2-amino-4-[5-(2-amino-2-carboxylatoethyl)-2-hydroxyphenyl]pentanedioate	2-amino-4-[5-(2-amino-2-carboxylatoethyl)-2-hydroxyphenyl]pentanedioate	C14H17N2O7	-1	0
cpd23264	2-amino-4-[3-(2-amino-2-carboxylatoethyl)-6-oxocyclohexa-1,4-dien-1-yl]pentanedioate	2-amino-4-[3-(2-amino-2-carboxylatoethyl)-6-oxocyclohexa-1,4-dien-1-yl]pentanedioate	C14H17N2O7	-1	0
cpd23265	6-(2-amino-2-carboxylatoethyl)-1,2,3,4-tetrahydroquinoline-2,4-dicarboxylate	6-(2-amino-2-carboxylatoethyl)-1,2,3,4-tetrahydroquinoline-2,4-dicarboxylate	C14H14N2O6	-2	0
cpd23266	3a-(2-amino-2-carboxyethyl)-4,5-dioxo-4,5,6,7,8,9-hexahydroquinoline-7,9-dicarboxylate	3a-(2-amino-2-carboxyethyl)-4,5-dioxo-4,5,6,7,8,9-hexahydroquinoline-7,9-dicarboxylate	C14H13N2O8	-3	0
cpd23267	2-propenyl-thiohydroximate-O-sulfate	2-propenyl-thiohydroximate-O-sulfate	C4H5NO4S2	-2	0
cpd23268	3-butenyl-thiohydroximate-O-sulfate	3-butenyl-thiohydroximate-O-sulfate	C5H7NO4S2	-2	0
cpd23269	LTQ	LTQ	noformula	10000000	0
cpd23270	TTQ	TTQ	noformula	10000000	0
cpd23271	copper-complexed cysteinyltyrosyl radical	copper-complexed cysteinyltyrosyl radical	noformula	10000000	0
cpd23272	arseno-mycothiol	arseno-mycothiol	C17H30AsN2O15S	-1	0
cpd23273	2,4,6-trinitrobenzene sulfonate	2,4,6-trinitrobenzene sulfonate	C6H2N3O9S	-1	0
cpd23274	26,27-dehydrozymosterol	26,27-dehydrozymosterol	C27H42O	0	0
cpd23275	24-alkyl sterol 1	24-alkyl sterol 1	C28H44O	0	0
cpd23276	24-alkyl sterol 2	24-alkyl sterol 2	C28H46O2	0	0
cpd23277	24-alkyl sterol 3	24-alkyl sterol 3	C28H46O2	0	0
cpd23278	2-deoxy-alpha-D-ribose 5-phosphate	2-deoxy-alpha-D-ribose 5-phosphate	C5H9O7P	-2	0
cpd23279	lesquerolate	lesquerolate	C20H37O3	-1	0
cpd23280	(S)-3-Hydroxy-2-methylpropionyl-CoA	(S)-3-Hydroxy-2-methylpropionyl-CoA	C25H38N7O18P3S	-4	0
cpd23281	(S)-3-Hydroxyisobutyric acid	(S)-3-Hydroxyisobutyric acid	C4H7O3	-1	0
cpd23282	CPD-12179	CPD-12179	C4H5O3	-1	0
cpd23283	N-phenylbutanimide	N-phenylbutanimide	C10H9NO2	0	0
cpd23284	L-balenine	L-balenine	C10H17N4O3	1	0
cpd23285	auricolate	auricolate	C22H39O3	-1	0
cpd23286	densipolate	densipolate	C18H31O3	-1	0
cpd23287	3-(4-hydroxyphenyl)-3-hydroxy-propanoyl-CoA	3-(4-hydroxyphenyl)-3-hydroxy-propanoyl-CoA	C30H40N7O19P3S	-4	0
cpd23288	3-(4-hydroxyphenyl)-3-keto-propanoyl-CoA	3-(4-hydroxyphenyl)-3-keto-propanoyl-CoA	C30H38N7O19P3S	-4	0
cpd23289	2-hydroxy-9-phenyl-phenalen-1-one	2-hydroxy-9-phenyl-phenalen-1-one	C19H12O2	0	0
cpd23290	1-phenyl-7-(3,4-dihydroxyphenyl)-hepta-1,3-dien-5-one	1-phenyl-7-(3,4-dihydroxyphenyl)-hepta-1,3-dien-5-one	C19H18O3	0	0
cpd23291	1H-phenalen-1-one, 2,6-dihydroxy-9-phenyl-	1H-phenalen-1-one, 2,6-dihydroxy-9-phenyl-	C19H12O3	0	0
cpd23292	4-[(4E,6E)-3-oxo-7-phenylhepta-4,6-dien-1-yl]cyclohexa-3,5-diene-1,2-dione	4-[(4E,6E)-3-oxo-7-phenylhepta-4,6-dien-1-yl]cyclohexa-3,5-diene-1,2-dione	C19H16O3	0	0
cpd23293	(4E,6E)-1-(4-hydroxyphenyl)-7-phenylhepta-4,6-dien-3-one	(4E,6E)-1-(4-hydroxyphenyl)-7-phenylhepta-4,6-dien-3-one	C19H18O2	0	0
cpd23294	(1E,6E)-1-(4-hydroxyphenyl)-7-phenylhepta-1,6-diene-3,5-dione	(1E,6E)-1-(4-hydroxyphenyl)-7-phenylhepta-1,6-diene-3,5-dione	C19H16O3	0	0
cpd23295	(4E)-5-(4-hydroxyphenyl)-3-oxopent-4-enoic acid	(4E)-5-(4-hydroxyphenyl)-3-oxopent-4-enoic acid	C11H9O4	-1	0
cpd23296	1H-Phenalen-1-one, 2-methoxy-9-phenyl-	1H-Phenalen-1-one, 2-methoxy-9-phenyl-	C20H14O2	0	0
cpd23297	aminoguanidine	aminoguanidine	CH7N4	1	0
cpd23298	coumaryl acetate	coumaryl acetate	C11H12O3	0	0
cpd23299	2-phenylethyl benzoate	2-phenylethyl benzoate	C15H14O2	0	0
cpd23300	3-hydroxy-3-phenyl propionic acid	3-hydroxy-3-phenyl propionic acid	C9H9O3	-1	0
cpd23301	3-methoxybenzoate	3-methoxybenzoate	C8H7O3	-1	0
cpd23302	alpha-fenchene	alpha-fenchene	C10H16	0	0
cpd23303	beta-fenchene	beta-fenchene	C12H20	0	0
cpd23304	alpha-fenchocamphorone	alpha-fenchocamphorone	C9H14O	0	0
cpd23305	beta-fenchocamphorone	beta-fenchocamphorone	C11H18O	0	0
cpd23306	alpha-terpinyl cation	alpha-terpinyl cation	C10H17	1	0
cpd23307	N-acetylglucosamine--N-acetylmuramoyl-(tetrapeptide) diphospho-undecaprenol dimer with D,D cross-link (S. aureus)	N-acetylglucosamine--N-acetylmuramoyl-(tetrapeptide) diphospho-undecaprenol dimer with D,D cross-link (S. aureus)	C239H388N52O94P2	-2	0
cpd23308	[N-acetylglucosamine-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine]2 diphospho-undecaprenyl	[N-acetylglucosamine-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine]2 diphospho-undecaprenyl	C135H214N16O49P2	-6	0
cpd23309	4-coumaroyl-3-hydroxyagmatine	4-coumaroyl-3-hydroxyagmatine	C14H21N4O3	1	0
cpd23310	GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-iGln-L-Lys-(Gly)-D-Ala-D-Ala)-diphosphoundecaprenol	GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-iGln-L-Lys-(Gly)-D-Ala-D-Ala)-diphosphoundecaprenol	C96H158N10O26P2	-2	0
cpd23311	GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-iGln-L-Lys-(Gly)3-D-Ala-D-Ala)-diphosphoundecaprenol	GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-iGln-L-Lys-(Gly)3-D-Ala-D-Ala)-diphosphoundecaprenol	C100H164N12O28P2	-2	0
cpd23312	D-2-hydroxyvalerate	D-2-hydroxyvalerate	C5H9O3	-1	0
cpd23313	(R)-2-hydroxybutyrate	(R)-2-hydroxybutyrate	C4H7O3	-1	0
cpd23314	D-homoserine	D-homoserine	C4H9NO3	0	0
cpd23315	UDP-Mur2Ac(oyl-L-Ala-g-D-Glu-L-Lys-D-Ala)	UDP-Mur2Ac(oyl-L-Ala-g-D-Glu-L-Lys-D-Ala)	C37H57N8O25P2	-3	0
cpd23316	[N-acetylglucosamine-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-(Gly5)-D-alanyl-D-alanine]2 diphospho-undecaprenyl	[N-acetylglucosamine-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-(Gly5)-D-alanyl-D-alanine]2 diphospho-undecaprenyl	C153H250N28O53P2	-2	0
cpd23317	[N-acetylglucosamine-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine]2 diphospho-decaprenyl	[N-acetylglucosamine-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine]2 diphospho-decaprenyl	C130H206N16O49P2	-6	0
cpd23318	a peptidoglycan with D,D cross-links (meso-diaminopimelate containing)	a peptidoglycan with D,D cross-links (meso-diaminopimelate containing)	C203H318N28O87P2	-10	0
cpd23319	estolide	estolide	C53H100O5	0	0
cpd23320	lesquerella oil	lesquerella oil	C57H102O8	0	0
cpd23321	triglyceride estolide	triglyceride estolide	C81H146O10	0	0
cpd23322	serinol phosphate	serinol phosphate	C3H9NO5P	-1	0
cpd23323	UDP-N-acetylmuramoyl-L-alanyl-D-isglutaminyl-N6-(L-alanyl-L-alanyl)-L-lysyl-D-alanyl-D-alanine	UDP-N-acetylmuramoyl-L-alanyl-D-isglutaminyl-N6-(L-alanyl-L-alanyl)-L-lysyl-D-alanyl-D-alanine	C100H165N11O27P2	-2	0
cpd23324	N-acetylmuramoyl-L-alanyl-D-isoglutaminyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	N-acetylmuramoyl-L-alanyl-D-isoglutaminyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	C97H160N10O26P2	-2	0
cpd23325	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-N6-(L-alanyl-L-seryl)-L-lysyl-D-alanyl-D-alanine	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-N6-(L-alanyl-L-seryl)-L-lysyl-D-alanyl-D-alanine	C46H72N11O29P2	-3	0
cpd23326	2-(acetylamino)-4-O-(2-amino-2-deoxy-beta-D-glucopyranosyl)-2-deoxy-beta-D-glucopyranose	2-(acetylamino)-4-O-(2-amino-2-deoxy-beta-D-glucopyranosyl)-2-deoxy-beta-D-glucopyranose	C14H27N2O10	1	0
cpd23327	2,4-pentanediol	2,4-pentanediol	C5H12O2	0	0
cpd23328	(RS)-1,3-butandiol	(RS)-1,3-butandiol	C4H10O2	0	0
cpd23329	1,3-cyclohexanediol	1,3-cyclohexanediol	C6H12O2	0	0
cpd23330	alpha-Kdo-(2->4)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA	alpha-Kdo-(2->4)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA	C92H159N2O44P2	-7	0
cpd23331	N-acetylmuramoyl-L-alanyl-D-isoglutaminyl-N-(beta-D-asparaginyl)-L-lysyl-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	N-acetylmuramoyl-L-alanyl-D-isoglutaminyl-N-(beta-D-asparaginyl)-L-lysyl-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	C98H161N11O27P2	-2	0
cpd23332	D-isoglutamine	D-isoglutamine	C6H13N2O2	1	0
cpd23333	GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-(Gly)5-D-Ala-D-Ala)-diphosphoundecaprenol	GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-(Gly)5-D-Ala-D-Ala)-diphosphoundecaprenol	C104H170N14O30P2	-2	0
cpd23334	GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-iGln-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol	GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-iGln-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol	C94H155N9O25P2	-2	0
cpd23335	omega-1 laurate	omega-1 laurate	C12H23O3	-1	0
cpd23336	nisin	nisin	C143H235N42O37S7	5	0
cpd23337	N-acetylmuramoyl-L-alanyl-D-isoglutaminyl-N-(beta-D-asparatyl)-L-lysyl-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	N-acetylmuramoyl-L-alanyl-D-isoglutaminyl-N-(beta-D-asparatyl)-L-lysyl-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	C98H159N10O28P2	-3	0
cpd23338	N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl- D-alanyl-diphosphoundecaprenol	N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl- D-alanyl-diphosphoundecaprenol	C83H135N6O20P2	-3	0
cpd23339	N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	C91H148N7O25P2	-3	0
cpd23340	GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-iGln-L-Lys-D-Ala)-diphosphoundecaprenol	GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-iGln-L-Lys-D-Ala)-diphosphoundecaprenol	C91H150N8O24P2	-2	0
cpd23341	N-acetylmuramoyl-L-alanyl-D-isoglutaminyl-N-(beta-D-asparatyl)-L-lysyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	N-acetylmuramoyl-L-alanyl-D-isoglutaminyl-N-(beta-D-asparatyl)-L-lysyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	C95H154N9O27P2	-3	0
cpd23342	N-acetylmuramoyl-L-alanyl-D-isoglutaminyl-N-(beta-D-asparaginyl)-L-lysyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	N-acetylmuramoyl-L-alanyl-D-isoglutaminyl-N-(beta-D-asparaginyl)-L-lysyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	C95H156N10O26P2	-2	0
cpd23343	a peptidoglycan dimer (tetrapeptide)	a peptidoglycan dimer (tetrapeptide)	C135H222N20O45P2	-2	0
cpd23344	a peptidoglycan tetramer with L,D cross-links (L-lys-D-Asn-L-Lys)	a peptidoglycan tetramer with L,D cross-links (L-lys-D-Asn-L-Lys)	C203H332N36O78P2	-2	0
cpd23345	a peptidoglycan dimer (E. faeciums)	a peptidoglycan dimer (E. faeciums)	C141H232N22O47P2	-2	0
cpd23346	a peptidoglycan with D,D cross-link (E. faecium)	a peptidoglycan with D,D cross-link (E. faecium)	C215H352N40O82P2	-2	0
cpd23347	rhizobactin 1021 core	rhizobactin 1021 core	C16H27N4O9	-1	0
cpd23348	rhizobactin	rhizobactin	C15H26N3O8	-1	0
cpd23349	bismorphine A	bismorphine A	C34H38N2O6	2	0
cpd23350	bismorphine B	bismorphine B	C34H38N2O6	2	0
cpd23351	3-hydroxypyridine	3-hydroxypyridine	C5H5NO	0	0
cpd23352	enterocin	enterocin	C22H19O10	-1	0
cpd23353	orcein	orcein	C28H24N2O7	0	0
cpd23354	1-cyanopropane	1-cyanopropane	C4H7N	0	0
cpd23355	fumigaclavine A	fumigaclavine A	C18H23N2O2	1	0
cpd23356	fumigaclavine B	fumigaclavine B	C16H21N2O	1	0
cpd23357	GA9 methyl ester	GA9 methyl ester	C20H26O4	0	0
cpd23358	GA4	GA4	C20H26O5	0	0
cpd23359	GA20 methyl ester	GA20 methyl ester	C20H26O5	0	0
cpd23360	fumigaclavine C	fumigaclavine C	C23H31N2O2	1	0
cpd23361	D-alpha-D-heptose	D-alpha-D-heptose	C7H14O7	0	0
cpd23362	CPD-12345	CPD-12345	noformula	10000000	0
cpd23363	4,6-dimethoxy-2-[(8'Z,11'Z)-8',11',14'-pentadecatriene]resorcinol	4,6-dimethoxy-2-[(8'Z,11'Z)-8',11',14'-pentadecatriene]resorcinol	C23H34O4	0	0
cpd23364	2-keto-3-deoxy-L-galactonate	2-keto-3-deoxy-L-galactonate	C6H9O6	-1	0
cpd23365	GA34 methyl ester	GA34 methyl ester	C20H26O6	0	0
cpd23366	16alpha, 17-epoxy GA4	16alpha, 17-epoxy GA4	C19H23O6	-1	0
cpd23367	4-DMA L-abrine	4-DMA L-abrine	C17H24N2O2	0	0
cpd23368	16alpha, 17-epoxy GA12	16alpha, 17-epoxy GA12	C20H26O5	-2	0
cpd23369	16alpha, 17-epoxy GA9	16alpha, 17-epoxy GA9	C19H23O5	-1	0
cpd23370	16, 17-dihydro-16alpha, 17-dihydroxy GA4	16, 17-dihydro-16alpha, 17-dihydroxy GA4	C19H25O7	-1	0
cpd23371	chanoclavin	chanoclavin	C16H21N2O	1	0
cpd23372	ergoline-8-carboxylic acid	ergoline-8-carboxylic acid	C16H16N2O2	0	0
cpd23373	16, 17-dihydro-16alpha, 17-dihydroxy GA12	16, 17-dihydro-16alpha, 17-dihydroxy GA12	C20H28O6	-2	0
cpd23374	16, 17-dihydro-16alpha, 17-dihydroxy GA9	16, 17-dihydro-16alpha, 17-dihydroxy GA9	C19H25O6	-1	0
cpd23375	8-oxo-GTP	8-oxo-GTP	C10H12N5O15P3	-4	0
cpd23376	8-oxo-GMP	8-oxo-GMP	C10H12N5O9P	-2	0
cpd23377	9'-cis-neurosporene	9'-cis-neurosporene	C40H58	0	0
cpd23378	7',9'-cis-lycopene	7',9'-cis-lycopene	C40H56	0	0
cpd23379	2-phenylthiourea	2-phenylthiourea	noformula	10000000	0
cpd23380	CPD-12378	CPD-12378	noformula	10000000	0
cpd23381	pheomelanin	pheomelanin	noformula	10000000	0
cpd23382	8-oxo-7,8-dihydro-2'-deoxyguanosine	8-oxo-7,8-dihydro-2'-deoxyguanosine	C10H13N5O5	0	0
cpd23383	2-phenylacetonitrile oxide	2-phenylacetonitrile oxide	C8H7NO	0	0
cpd23384	S-[(Z)-Phenylacetohydroximoyl]-L-glutathione	S-[(Z)-Phenylacetohydroximoyl]-L-glutathione	C18H23N4O7S	-1	0
cpd23385	N-[(S-(Z)-phenylacetohydroximoyl)-L-cysteinyl]glycine	N-[(S-(Z)-phenylacetohydroximoyl)-L-cysteinyl]glycine	C13H17N3O4S	0	0
cpd23386	indole-3-acetonitrile oxide	indole-3-acetonitrile oxide	C10H8N2O	0	0
cpd23387	indole-3-acetohydroximoyl-glutathione	indole-3-acetohydroximoyl-glutathione	C20H24N5O7S	-1	0
cpd23388	indole-3-acetohydroximoyl-cysteinylglycine	indole-3-acetohydroximoyl-cysteinylglycine	C15H18N4O4S	0	0
cpd23389	4-methylthiobutanonitrile oxide	4-methylthiobutanonitrile oxide	C5H9NOS	0	0
cpd23390	4-methylthiobutylhydroximoyl-glutathione	4-methylthiobutylhydroximoyl-glutathione	C15H25N4O7S2	-1	0
cpd23391	4-methylthiobutylhydroximoyl-cysteinylglycine	4-methylthiobutylhydroximoyl-cysteinylglycine	C10H19N3O4S2	0	0
cpd23392	5-methylthiopentanonitrile oxide	5-methylthiopentanonitrile oxide	C6H11NOS	0	0
cpd23393	5-methylthiopentylhydroximoyl-glutathione	5-methylthiopentylhydroximoyl-glutathione	C16H27N4O7S2	-1	0
cpd23394	5-methylthiopentylhydroximoyl-cysteinylglycine	5-methylthiopentylhydroximoyl-cysteinylglycine	C11H21N3O4S2	0	0
cpd23395	6-methylthiohexanonitrile oxide	6-methylthiohexanonitrile oxide	C7H13NOS	0	0
cpd23396	6-methylthiohexylhydroximoyl-glutathione	6-methylthiohexylhydroximoyl-glutathione	C17H29N4O7S2	-1	0
cpd23397	6-methylthiohexylhydroximoyl-cysteinylglycine	6-methylthiohexylhydroximoyl-cysteinylglycine	C12H23N3O4S2	0	0
cpd23398	7-methylthioheptanonitrile oxide	7-methylthioheptanonitrile oxide	C8H15NOS	0	0
cpd23399	7-methylthioheptylhydroximoyl-glutathione	7-methylthioheptylhydroximoyl-glutathione	C18H31N4O7S2	-1	0
cpd23400	7-methylthioheptylhydroximoyl-cysteinylglycine	7-methylthioheptylhydroximoyl-cysteinylglycine	C13H25N3O4S2	0	0
cpd23401	8-methylthiooctanonitrile oxide	8-methylthiooctanonitrile oxide	C9H17NOS	0	0
cpd23402	8-methylthiooctylhydroximoyl-glutathione	8-methylthiooctylhydroximoyl-glutathione	C19H33N4O7S2	-1	0
cpd23403	8-methylthiooctylhydroximoyl-cysteinylglycine	8-methylthiooctylhydroximoyl-cysteinylglycine	C14H27N3O4S2	0	0
cpd23404	9-methylthiononanonitrile oxide	9-methylthiononanonitrile oxide	C10H19NOS	0	0
cpd23405	9-methylthiononylhydroximoyl-glutathione	9-methylthiononylhydroximoyl-glutathione	C20H35N4O7S2	-1	0
cpd23406	9-methylthiononylhydroximoyl-cysteinylglycine	9-methylthiononylhydroximoyl-cysteinylglycine	C15H29N3O4S2	0	0
cpd23407	2-(5,6-dihydroxy-1H-indol-2-yl)-1H-indole-5,6-diol	2-(5,6-dihydroxy-1H-indol-2-yl)-1H-indole-5,6-diol	C16H12N2O4	0	0
cpd23408	2-(5,6-dihydroxy-1H-indol-4-yl)-1H-indole-5,6-diol	2-(5,6-dihydroxy-1H-indol-4-yl)-1H-indole-5,6-diol	C16H12N2O4	0	0
cpd23409	2,4-bis(5,6-dihydroxy-1H-indol-2-yl)-1H-indole-5,6-diol	2,4-bis(5,6-dihydroxy-1H-indol-2-yl)-1H-indole-5,6-diol	C24H17N3O6	0	0
