id	name	abbreviation	direction	thermoReversibility	status	defaultProtons	equation
rxn09957	aldehyde dehydrogenase (undecanal, NAD)	ALDD11	=	=	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd15644[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd15643[c]
rxn09958	aldehyde dehydrogenase (dodecanal, NAD)	ALDD12	=	>	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd01535[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd01741[c]
rxn09959	aldehyde dehydrogenase (tridecanal, NAD)	ALDD13	=	=	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd15641[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd15640[c]
rxn09960	aldehyde dehydrogenase (tetradecanal, NAD)	ALDD14	=	=	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd15642[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd03847[c]
rxn09961	aldehyde dehydrogenase (pentadecanal, NAD)	ALDD15	=	=	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd01338[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd15622[c]
rxn09963	aldehyde dehydrogenase (heptadecanal, NAD)	ALDD17	=	=	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd15610[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd15609[c]
rxn09964	aldehyde dehydrogenase (octadecanal, NAD)	ALDD18	=	>	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd01264[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd01080[c]
rxn09967	aldehyde dehydrogenase (propanal, NAD)	ALDD3	=	>	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd00371[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd00141[c]
rxn09972	aldehyde dehydrogenase (pentanal, NAD)	ALDD5	=	=	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd15621[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd00597[c]
rxn09973	aldehyde dehydrogenase (hexanal, NAD)	ALDD6	=	>	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd15611[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd01113[c]
rxn09974	aldehyde dehydrogenase (heptanal, NAD)	ALDD7	=	=	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd10089[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd15608[c]
rxn09975	aldehyde dehydrogenase (octanal, NAD)	ALDD8	=	=	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd15619[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd03846[c]
rxn09977	aldehyde dehydrogenase (nonanal, NAD)	ALDD9	=	=	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd15618[c] <=> (1) cpd00004[c] + (2) cpd00067[c] + (1) cpd01126[c]
rxn09978	beta-glucosidase (methyl-alpha-D-glucoside)	BG(MADG)	=	=	OK	0	(1) cpd00001[c] + (1) cpd15584[c] <=> (1) cpd00027[c] + (1) cpd00116[c]
rxn09979	beta-glucosidase	BG(MBDG)	=	=	OK	0	(1) cpd00001[c] + (1) cpd15585[c] <=> (1) cpd00027[c] + (1) cpd00116[c]
rxn09983	a-galactosidase (galactomannan)	GALS1	=	<	MI:O-11/C-12|HI:22	0	(1) cpd00001[c] + (1) cpd00656[c] <=> (1) cpd00108[c]
rxn09984	a-galactosidase (galactose oligosaccharides)	GALS2	=	=	MI:R-1|HI:1	0	(1) cpd00001[c] + (1) cpd02271[c] <=> (1) cpd00108[c]
rxn09988	alpha-N-arabinofuranosidase	LAAF	=	>	OK	0	(2) cpd00001[c] + (1) cpd12115[c] <=> (3) cpd00224[c]
rxn09989	Maltodextrin glucosidase (dextrin)	Maltodextrin glucosidase (dextrin)	=	>	OK	0	(5) cpd00001[c] + (1) cpd11594[c] <=> (6) cpd00027[c]
rxn09991	3-phytase	PHYT3	=	>	OK	0	(1) cpd00001[c] + (1) cpd00885[c] <=> (1) cpd00009[c] + (1) cpd00067[c] + (1) cpd00943[c]
rxn09992	Salicin 6-phosphate glucohydrolase	S6PG	=	>	OK	0	(1) cpd00001[c] + (1) cpd03698[c] <=> (1) cpd00079[c] + (1) cpd01553[c]
rxn09995	xylan 1,4-beta-xylosidase	XYL14BASE	=	=	MI:O4/C5|HI:-8	0	(1) cpd00001[c] + (1) cpd12085[c] <=> (1) cpd00154[c]
rxn09996	teichuronic acid (n=45), unlinked, GalNAc-GlcA repeated	TEICH45	=	=	OK	0	(45) cpd00144[c] + (45) cpd00175[c] <=> (45) cpd00014[c] + (45) cpd00067[c] + (45) cpd00091[c] + (1) cpd15634[c]
rxn09997	4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	AHMMPS	=	=	OK	0	(1) cpd00001[c] + (1) cpd02140[c] <=> (0.5) cpd00007[c] + (1) cpd00009[c] + (2) cpd00067[c] + (1) cpd00229[c] + (1) cpd00939[c]
rxn10001	Heme C synthase	HEMECS	=	=	OK	0	(1) cpd00028[c] + (2) cpd00084[c] <=> (1) cpd14553[c]
rxn10002	Heme D synthase	Heme D synthase	=	=	OK	0	(3) cpd00007[c] + (1) cpd00028[c] <=> (2) cpd00067[c] + (1) cpd15607[c]
rxn10003	phosphopantothenate-cysteine ligase	PPNCL	=	>	OK	0	(1) cpd00052[c] + (1) cpd00084[c] + (1) cpd02201[c] <=> (1) cpd00009[c] + (1) cpd00067[c] + (1) cpd00096[c] + (1) cpd02666[c]
rxn10005	pyridoxal-5'-phsophate synthase	PYRIS	=	=	OK	0	(1) cpd00053[c] + (1) cpd00101[c] + (1) cpd00102[c] <=> (1) cpd00016[c] + (1) cpd15645[c]
rxn10006	sirohydrochlorin dehydrogenase (NAD)	SHCHD2	=	=	CI:-2	0	(1) cpd00003[c] + (2) cpd00067[c] + (1) cpd03426[c] <=> (1) cpd00004[c] + (1) cpd15658[c]
rxn10007	sirohydrochlorin ferrochetalase	SHCHF	=	=	OK	0	(1) cpd10515[c] + (1) cpd15658[c] <=> (3) cpd00067[c] + (1) cpd00557[c]
rxn10008	Lumped reaction for synthesis of pime	X00002	=	<	OK	0	(2) cpd00001[c] + (1) cpd00020[c] + (1) cpd00032[c] + (1) cpd00067[c] <=> (3) cpd00007[c] + (1) cpd01727[c]
rxn10010	acyl-CoA dehydrogenase (hexanoyl-CoA)	ACOAD2	=	>	OK	0	(1) cpd00004[c] + (1) cpd00067[c] + (1) cpd03125[c] <=> (1) cpd00003[c] + (1) cpd03124[c]
rxn10011	acyl-CoA dehydrogenase (octanoyl-CoA)	ACOAD3	=	<	OK	0	(1) cpd00003[c] + (1) cpd01335[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd03130[c]
rxn10012	acyl-CoA dehydrogenase (decanoyl-CoA)	ACOAD4	=	<	OK	0	(1) cpd00003[c] + (1) cpd03128[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd03129[c]
rxn10013	acyl-CoA dehydrogenase (dodecanoyl-CoA)	ACOAD5	=	<	OK	0	(1) cpd00003[c] + (1) cpd01260[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd02060[c]
rxn10014	acyl-CoA dehydrogenase (tetradecanoyl-CoA)	ACOAD6	=	<	OK	0	(1) cpd00003[c] + (1) cpd01695[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd03127[c]
rxn10018	diacylglycerol kinase	DAGK_BS	=	<	MI:C1.07206e-15/O-2.97/P-0.99|CI:1.99|HI:-1	0	(1) cpd00002[c] + (0.01) cpd11423[c] <=> (1) cpd00008[c] + (1) cpd00067[c] + (0.01) cpd11422[c]
rxn10019	fatty-acid--CoA ligase (Iso-C16:1)	FACOAL161(ISO)	=	=	OK	0	(1) cpd00002[c] + (1) cpd00010[c] + (1) cpd15599[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd15600[c]
rxn10020	fatty-acid--CoA ligase (anteiso-C17:1)	FACOAL171(anteiso)	=	=	OK	0	(1) cpd00002[c] + (1) cpd00010[c] + (1) cpd15597[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd15598[c]
rxn10021	fatty-acid--CoA ligase (Iso-C17:1)	FACOAL171(ISO)	=	=	OK	0	(1) cpd00002[c] + (1) cpd00010[c] + (1) cpd15601[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd15602[c]
rxn10026	b-ketoacyl synthetase (Anteiso-C17:1)	KAS10	=	=	OK	0	(11) cpd00005[c] + (16) cpd00067[c] + (6) cpd00070[c] + (1) cpd00760[c] <=> (5) cpd00001[c] + (11) cpd00006[c] + (7) cpd00010[c] + (6) cpd00011[c] + (1) cpd15597[c]
rxn10029	b-ketoacyl synthetase (n-C18:0)	KAS13	=	>	OK	0	(16) cpd00005[c] + (1) cpd00022[c] + (23) cpd00067[c] + (8) cpd00070[c] <=> (7) cpd00001[c] + (16) cpd00006[c] + (9) cpd00010[c] + (8) cpd00011[c] + (1) cpd01080[c]
rxn10030	b-ketoacyl synthetase (n-C18:1)	KAS17	=	>	OK	0	(15) cpd00005[c] + (1) cpd00022[c] + (22) cpd00067[c] + (8) cpd00070[c] <=> (7) cpd00001[c] + (15) cpd00006[c] + (9) cpd00010[c] + (8) cpd00011[c] + (1) cpd15269[c]
rxn10034	b-ketoacyl synthetase (Iso-C16:1)	KAS5	=	=	OK	0	(11) cpd00005[c] + (16) cpd00067[c] + (6) cpd00070[c] + (1) cpd00481[c] <=> (5) cpd00001[c] + (11) cpd00006[c] + (7) cpd00010[c] + (6) cpd00011[c] + (1) cpd15599[c]
rxn10036	b-ketoacyl synthetase (n-C16:1)	KAS7	=	>	OK	0	(13) cpd00005[c] + (1) cpd00022[c] + (19) cpd00067[c] + (7) cpd00070[c] <=> (6) cpd00001[c] + (13) cpd00006[c] + (8) cpd00010[c] + (7) cpd00011[c] + (1) cpd15237[c]
rxn10038	b-ketoacyl synthetase (Iso-C17:1)	KAS9	=	=	OK	0	(11) cpd00005[c] + (16) cpd00067[c] + (6) cpd00070[c] + (1) cpd01882[c] <=> (5) cpd00001[c] + (11) cpd00006[c] + (7) cpd00010[c] + (6) cpd00011[c] + (1) cpd15601[c]
rxn10042	ATP synthase (four protons for one ATP)	ATPS4r	=	=	OK	0	(1) cpd00008[c] + (1) cpd00009[c] + (4) cpd00067[e] <=> (1) cpd00001[c] + (1) cpd00002[c] + (3) cpd00067[c]
rxn10043	cytochrome-c oxidase (H+/e- = 2)	CYOO3	=	=	OK	0	(0.5) cpd00007[c] + (6) cpd00067[c] + (2) cpd00110[c] <=> (1) cpd00001[c] + (4) cpd00067[e] + (2) cpd00109[c]
rxn10044	cytochrome-c reductase (menaquinol 7: 3 protons)	CYOR3m	=	=	OK	0	(1) cpd00067[c] + (2) cpd00109[c] + (1) cpd11451[c] <=> (3) cpd00067[e] + (2) cpd00110[c] + (1) cpd11606[c]
rxn10045	menaquinol oxidase (7:1 protons)	CYTB_B2	=	>	OK	0	(0.5) cpd00007[c] + (2) cpd00067[c] + (1) cpd11451[c] <=> (1) cpd00001[c] + (2) cpd00067[e] + (1) cpd11606[c]
rxn10046	menauinol oxidase (7:2 protons)	CYTB_B3	=	>	OK	0	(0.5) cpd00007[c] + (4) cpd00067[c] + (1) cpd11451[c] <=> (1) cpd00001[c] + (4) cpd00067[e] + (1) cpd11606[c]
rxn10048	Heme A synthase	Heme A synthase	=	=	OK	0	(1) cpd00007[c] + (1) cpd11313[c] <=> (1) cpd00001[c] + (1) cpd11312[c]
rxn10052	adenylate kinase (Inorganic triphosphate)	ADK2	=	=	OK	0	(1) cpd00018[c] + (1) cpd00067[c] + (1) cpd00421[c] <=> (1) cpd00008[c] + (1) cpd00012[c]
rxn10053	phosphoribosylaminoimidazole carboxylase (ATP-dependent)	AIRC1	=	>	OK	0	(1) cpd00001[c] + (1) cpd00002[c] + (1) cpd00011[c] + (1) cpd02140[c] <=> (1) cpd00008[c] + (1) cpd00009[c] + (2) cpd00067[c] + (1) cpd02893[c]
rxn10054	dCMP deaminase (CMP)	DCMPDA3ir	=	>	OK	0	(1) cpd00001[c] + (1) cpd00046[c] + (1) cpd00067[c] <=> (1) cpd00013[c] + (1) cpd00091[c]
rxn10055	deoxyinosine kinase	DINSK	=	=	OK	0	(1) cpd00002[c] + (1) cpd03279[c] <=> (1) cpd00008[c] + (1) cpd03704[c]
rxn10056	NAD kinase (GTP)	NADK1	=	=	OK	0	(1) cpd00003[c] + (1) cpd00038[c] <=> (1) cpd00006[c] + (1) cpd00031[c]
rxn10057	NAD kinase (dATP)	NADK2	=	=	OK	0	(1) cpd00003[c] + (1) cpd00115[c] <=> (1) cpd00006[c] + (1) cpd00177[c]
rxn10058	NAD kinase (dGTP)	NADK3	=	=	OK	0	(1) cpd00003[c] + (1) cpd00241[c] <=> (1) cpd00006[c] + (1) cpd00295[c]
rxn10059	NAD kinase (dCTP)	NADK4	=	=	OK	0	(1) cpd00003[c] + (1) cpd00356[c] <=> (1) cpd00006[c] + (1) cpd00533[c]
rxn10060	NAD kinase (dTTP)	NADK5	=	=	OK	0	(1) cpd00003[c] + (1) cpd00357[c] <=> (1) cpd00006[c] + (1) cpd00297[c]
rxn10061	Dipicolinate synthase	26DPAi	=	=	OK	0	(1) cpd00003[c] + (1) cpd02120[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd15596[c]
rxn10062	choline dehydrogenase (FAD-dependent)	CHOLD2	=	=	OK	0	(1) cpd00015[c] + (1) cpd00098[c] <=> (1) cpd00447[c] + (1) cpd00982[c]
rxn10063	penicillin acylase	PENCAC	=	=	MI:R-1|CI:-2|HI:1	0	(1) cpd00001[c] + (1) cpd00067[c] + (1) cpd11668[c] <=> (1) cpd00047[c] + (1) cpd01896[c]
rxn10067	FMN-dependent monooxygenase (hexanesulfonate)	FDMO3	=	>	OK	0	(1) cpd00007[c] + (1) cpd01270[c] + (1) cpd11578[c] <=> (1) cpd00001[c] + (1) cpd00050[c] + (1) cpd00081[c] + (1) cpd15611[c]
rxn10073	proline betaine transport in via ABC system	PROLBabc	=	>	OK	0	(1) cpd00001[c] + (1) cpd00002[c] + (1) cpd07061[e] <=> (1) cpd00008[c] + (1) cpd00009[c] + (1) cpd00067[c] + (1) cpd07061[c]
rxn10074	fatty acid oxidation (Butanoyl-CoA )	FAO4	=	=	OK	0	(1) cpd00001[c] + (1) cpd00003[c] + (1) cpd00015[c] + (1) cpd00120[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd00279[c] + (1) cpd00982[c]
rxn10075	2,3-diketo-5-methylthio-1-phosphopentane degradation reaction	DKMPPD2	=	>	CI:4	0	(3) cpd00001[c] + (1) cpd11295[c] <=> (1) cpd00009[c] + (1) cpd00047[c] + (7) cpd00067[c] + (1) cpd00869[c]
rxn10076	Peptidoglycan subunit synthesis	PPTGS	=	>	OK	0	(1) cpd03495[c] <=> (1) cpd02229[c] + (1) cpd15654[c]
rxn10077	ethanolamine phosphotransferase	PEPT_EC	=	=	OK	0	(1) cpd00046[c] + (1) cpd15653[c] <=> (1) cpd00444[c] + (1) cpd11423[c]
rxn10078	ECA polymerization (Ecoli)	ECAP_EC	=	<	OK	0	(1) cpd15582[c] <=> (1) cpd02229[c] + (1) cpd15651[c]
rxn10079	Phospholipase A (phosphatidylcholine)	PLIPA3	=	=	MI:O-1.77636e-15/C15.86/R-1|CI:4.16334e-17|HI:-31.48	0	(1) cpd00001[c] + (1) cpd11624[c] <=> (1) cpd00067[c] + (0.36) cpd00214[c] + (0.02) cpd03847[c] + (0.07) cpd15237[c] + (0.5) cpd15269[c] + (0.05) cpd15298[c] + (1) cpd15646[c]
rxn10080	Phospholipase A (phosphatidylglycerol)	PLIPA1	=	=	MI:C15.86/R-1|HI:-31.48	0	(1) cpd00001[c] + (1) cpd15655[c] <=> (1) cpd00067[c] + (0.36) cpd00214[c] + (0.02) cpd03847[c] + (0.07) cpd15237[c] + (0.5) cpd15269[c] + (0.05) cpd15298[c] + (1) cpd15648[c]
rxn10081	Phosphlipase A (phosphatidylethanolamine)	PLIPA2	=	=	MI:O-1.77636e-15/C15.86/R-1|CI:4.16334e-17|HI:-31.48	0	(1) cpd00001[c] + (1) cpd15653[c] <=> (1) cpd00067[c] + (0.36) cpd00214[c] + (0.02) cpd03847[c] + (0.07) cpd15237[c] + (0.5) cpd15269[c] + (0.05) cpd15298[c] + (1) cpd15647[c]
rxn10082	Lysophospholipase L (acyl-glycerophosphoglycerol)	LPLIPA1	=	=	MI:O-9.71445e-16/C15.86/R-1|CI:4.16334e-17|HI:-31.48	0	(1) cpd00001[c] + (1) cpd15648[c] <=> (1) cpd00067[c] + (0.36) cpd00214[c] + (1) cpd02090[c] + (0.02) cpd03847[c] + (0.07) cpd15237[c] + (0.5) cpd15269[c] + (0.05) cpd15298[c]
rxn10083	Lysophospholipase L (acyl-glycerophosphoethanolamine)	LPLIPA2	=	=	MI:O8.04912e-16/C15.86/R-1|CI:4.16334e-17|HI:-31.48	0	(1) cpd00001[c] + (1) cpd15647[c] <=> (1) cpd00067[c] + (0.36) cpd00214[c] + (1) cpd00908[c] + (0.02) cpd03847[c] + (0.07) cpd15237[c] + (0.5) cpd15269[c] + (0.05) cpd15298[c]
rxn10084	Lysophospholipase L (acyl-glycerophosphocholinel)	LPLIPA3	=	=	MI:O8.04912e-16/C15.86/R-1|CI:4.16334e-17|HI:-31.48	0	(1) cpd00001[c] + (1) cpd15646[c] <=> (1) cpd00067[c] + (0.36) cpd00214[c] + (1) cpd00507[c] + (0.02) cpd03847[c] + (0.07) cpd15237[c] + (0.5) cpd15269[c] + (0.05) cpd15298[c]
rxn10085	Lysophospholipase L (acyl transfer to phosphatidylglycerol)	LPLIPA4	=	=	OK	0	(1) cpd15647[c] + (1) cpd15655[c] <=> (1) cpd00908[c] + (1) cpd15649[c]
rxn10086	Lysophospholipase L (acyl transfer to phosphatidylglycerol)	LPLIPA5	=	=	OK	0	(1) cpd15646[c] + (1) cpd15655[c] <=> (1) cpd00507[c] + (1) cpd15649[c]
rxn10087	Lysophospholipase L (acyl transfer to phosphatidylglycerol)	LPLIPA6	=	=	OK	0	(1) cpd15648[c] + (1) cpd15655[c] <=> (1) cpd02090[c] + (1) cpd15649[c]
rxn10088	Lipopolysaccharide synthesis (Ecoli)	LPSSYN_EC	=	=	OK	0	(2) cpd00026[c] + (2) cpd00444[c] + (3) cpd02546[c] + (1) cpd03587[c] + (3) cpd03831[c] <=> (3) cpd00008[c] + (2) cpd00014[c] + (3) cpd00046[c] + (10) cpd00067[c] + (2) cpd00096[c] + (1) cpd15652[c]
rxn10089	biotin synthase (ala-L producing)	BTS2	=	>	CI:2	0	(1) cpd00084[c] + (1) cpd01311[c] <=> (1) cpd00035[c] + (2) cpd00067[c] + (1) cpd00104[c]
rxn10090	Cobinamide adenyltransferase	CBIAT	=	=	CI:-2	0	(1) cpd00001[c] + (1) cpd00002[c] + (1) cpd03422[c] <=> (1) cpd00009[c] + (1) cpd00012[c] + (1) cpd03918[c]
rxn10091	cob(I)alamin adenosyltransferase	CBLAT	=	=	OK	0	(1) cpd00001[c] + (1) cpd00002[c] + (1) cpd00635[c] <=> (1) cpd00009[c] + (1) cpd00012[c] + (1) cpd00166[c]
rxn10092	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	MECDPDH	=	>	CI:-2	0	(2) cpd00067[c] + (1) cpd08301[c] <=> (1) cpd00001[c] + (1) cpd08615[c]
rxn10093	1,4-dihydroxy-2-naphthoate octaprenyltransferase	DHNAOT	=	>	CI:2	0	(1) cpd02295[c] + (1) cpd02557[c] <=> (1) cpd00011[c] + (1) cpd00012[c] + (1) cpd00067[c] + (1) cpd15352[c]
rxn10094	S-adenosylmethione:2-demethylmenaquinone methyltransferase	AMMQT8_2	=	>	OK	0	(1) cpd00017[c] + (1) cpd15352[c] <=> (1) cpd00019[c] + (1) cpd00067[c] + (1) cpd15500[c]
rxn10095	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase	AMPMS	=	>	CI:2	0	(1) cpd00001[c] + (1) cpd02140[c] <=> (2) cpd00047[c] + (5) cpd00067[c] + (1) cpd02775[c]
rxn10096	Cardiolipin Synthase (E.coli)	CLPNS_EC	=	=	OK	0	(2) cpd15655[c] <=> (1) cpd00100[c] + (1) cpd15650[c]
rxn10097	Fatty acid biosynthesis (n-C14:0)	C140SN	=	>	OK	0	(12) cpd00005[c] + (17) cpd00067[c] + (1) cpd11488[c] + (5) cpd11492[c] <=> (6) cpd00001[c] + (12) cpd00006[c] + (5) cpd00011[c] + (1) cpd11466[c] + (5) cpd11493[c]
rxn10098	Fatty acid biosynthesis (n-C12:0)	C120SN	=	>	OK	0	(10) cpd00005[c] + (14) cpd00067[c] + (1) cpd11488[c] + (4) cpd11492[c] <=> (5) cpd00001[c] + (10) cpd00006[c] + (4) cpd00011[c] + (1) cpd11468[c] + (4) cpd11493[c]
rxn10099	Fatty acid biosynthesis (n-C16:0)	C160SN	=	>	OK	0	(14) cpd00005[c] + (20) cpd00067[c] + (1) cpd11488[c] + (6) cpd11492[c] <=> (7) cpd00001[c] + (14) cpd00006[c] + (6) cpd00011[c] + (6) cpd11493[c] + (1) cpd15277[c]
rxn10100	3-hydroxy-myristoyl-ACP synthesis	KAS16	=	>	OK	0	(1) cpd00005[c] + (2) cpd00067[c] + (1) cpd11468[c] + (1) cpd11492[c] <=> (1) cpd00006[c] + (1) cpd00011[c] + (1) cpd11484[c] + (1) cpd11493[c]
rxn10101	Fatty acid biosynthesis (n-C18:1)	C181SN	=	>	OK	0	(15) cpd00005[c] + (22) cpd00067[c] + (1) cpd11488[c] + (7) cpd11492[c] <=> (8) cpd00001[c] + (15) cpd00006[c] + (7) cpd00011[c] + (7) cpd11493[c] + (1) cpd11825[c]
rxn10102	Fatty acid biosynthesis (n-C14:1)	C141SN	=	>	OK	0	(11) cpd00005[c] + (16) cpd00067[c] + (1) cpd11488[c] + (5) cpd11492[c] <=> (6) cpd00001[c] + (11) cpd00006[c] + (5) cpd00011[c] + (5) cpd11493[c] + (1) cpd15294[c]
rxn10103	Fatty acid biosynthesis (n-C16:1)	C161SN	=	>	OK	0	(13) cpd00005[c] + (19) cpd00067[c] + (1) cpd11488[c] + (6) cpd11492[c] <=> (7) cpd00001[c] + (13) cpd00006[c] + (6) cpd00011[c] + (6) cpd11493[c] + (1) cpd15239[c]
rxn10104	Fatty acid oxidation (n-C16:0)	FAO2	=	<	OK	0	(7) cpd00001[c] + (1) cpd00002[c] + (7) cpd00003[c] + (8) cpd00010[c] + (7) cpd00015[c] + (1) cpd00214[c] <=> (7) cpd00004[c] + (1) cpd00012[c] + (1) cpd00018[c] + (8) cpd00022[c] + (6) cpd00067[c] + (7) cpd00982[c]
rxn10105	Fatty acid oxidation (tetradecanoate)	FAO1	=	<	OK	0	(6) cpd00001[c] + (1) cpd00002[c] + (6) cpd00003[c] + (7) cpd00010[c] + (6) cpd00015[c] + (1) cpd03847[c] <=> (6) cpd00004[c] + (1) cpd00012[c] + (1) cpd00018[c] + (7) cpd00022[c] + (5) cpd00067[c] + (6) cpd00982[c]
rxn10106	Fatty acid oxidation (octadecanoate)	FAO3	=	<	OK	0	(8) cpd00001[c] + (1) cpd00002[c] + (8) cpd00003[c] + (9) cpd00010[c] + (8) cpd00015[c] + (1) cpd01080[c] <=> (8) cpd00004[c] + (1) cpd00012[c] + (1) cpd00018[c] + (9) cpd00022[c] + (7) cpd00067[c] + (8) cpd00982[c]
rxn10107	Phosphatidylglycerol phosphate phosphatase (Ecoli)	PGPP_EC	=	>	OK	0	(1) cpd00001[c] + (1) cpd11454[c] <=> (1) cpd00009[c] + (1) cpd00067[c] + (1) cpd15655[c]
rxn10109	Phosphatidic acid synthase (Ecoli)	PASYN_EC	=	=	MI:C-31.72/O-7.10543e-15/P-4.44089e-16/R2|CI:4.44089e-16|HI:62.96	0	(1) cpd00080[c] + (0.04) cpd11466[c] + (1) cpd11825[c] + (0.14) cpd15239[c] + (0.72) cpd15277[c] + (0.1) cpd15294[c] <=> (1) cpd11422[c] + (2) cpd11493[c]
rxn10110	Phosphatidylserine decarboxylase (Ecoli)	PSD_EC	=	>	OK	0	(1) cpd00067[c] + (1) cpd15657[c] <=> (1) cpd00011[c] + (1) cpd15653[c]
rxn10111	Phosphatidylserine syntase (Ecoli)	PSSA_EC	=	=	OK	0	(1) cpd00054[c] + (1) cpd11427[c] <=> (1) cpd00046[c] + (1) cpd15657[c]
rxn10112	cytochrome oxidase bd (ubiquinol-8: 2 protons)	CYTBD	=	>	OK	0	(0.5) cpd00007[c] + (2) cpd00067[c] + (1) cpd15561[c] <=> (1) cpd00001[c] + (2) cpd00067[e] + (1) cpd15560[c]
rxn10113	cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons)	CYTBO3pp	=	>	OK	0	(0.5) cpd00007[c] + (2.5) cpd00067[c] + (1) cpd15561[c] <=> (1) cpd00001[c] + (2.5) cpd00067[e] + (1) cpd15560[c]
rxn10114	formate dehydrogenase (quinone-8: 2 protons)	FDH2	=	>	OK	0	(1) cpd00047[c] + (3) cpd00067[c] + (1) cpd15560[c] <=> (1) cpd00011[c] + (2) cpd00067[e] + (1) cpd15561[c]
rxn10115	Formate Dehydrogenase (menaquinone-8: 2 protons)	FDH3	=	>	OK	0	(1) cpd00047[c] + (3) cpd00067[c] + (1) cpd15500[c] <=> (1) cpd00011[c] + (2) cpd00067[e] + (1) cpd15499[c]
rxn10116	Glucose dehydrogenase (ubiquinone-8 as acceptor)	GLCDe	=	>	OK	0	(1) cpd00001[e] + (1) cpd00027[e] + (1) cpd15560[c] <=> (1) cpd00067[e] + (1) cpd00222[e] + (1) cpd15561[c]
rxn10117	Hydrogenase (Demethylmenaquinone-8: 2 protons)	HYD3	=	>	OK	0	(2) cpd00067[c] + (1) cpd11640[c] + (1) cpd15352[c] <=> (2) cpd00067[e] + (1) cpd15353[c]
rxn10118	hydrogenase (ubiquinone-8: 2 protons)	HYD1	=	>	OK	0	(2) cpd00067[c] + (1) cpd11640[c] + (1) cpd15560[c] <=> (2) cpd00067[e] + (1) cpd15561[c]
rxn10119	Hydrogenase (menaquinone8: 2 protons)	HYD2	=	>	OK	0	(2) cpd00067[c] + (1) cpd11640[c] + (1) cpd15500[c] <=> (2) cpd00067[e] + (1) cpd15499[c]
rxn10120	Nitrate reductase (Ubiquinol-8)	NO3R1	=	>	OK	0	(2) cpd00067[c] + (1) cpd00209[c] + (1) cpd15561[c] <=> (1) cpd00001[c] + (2) cpd00067[e] + (1) cpd00075[c] + (1) cpd15560[c]
rxn10121	Nitrate reductase (Menaquinol-8)	NO3R2	=	=	OK	0	(2) cpd00067[c] + (1) cpd00209[c] + (1) cpd15499[c] <=> (1) cpd00001[c] + (2) cpd00067[e] + (1) cpd00075[c] + (1) cpd15500[c]
rxn10122	NADH dehydrogenase (ubiquinone-8 & 3.5 protons)	NADH6	=	=	OK	0	(1) cpd00004[c] + (4.5) cpd00067[c] + (1) cpd15560[c] <=> (1) cpd00003[c] + (3.5) cpd00067[e] + (1) cpd15561[c]
rxn10123	NADH dehydrogenase (menaquinone-8 & 2 protons)	NADH7	=	>	OK	0	(1) cpd00004[c] + (3) cpd00067[c] + (1) cpd15500[c] <=> (1) cpd00003[c] + (2) cpd00067[e] + (1) cpd15499[c]
