id	primary_name	equation	definition	status	paired reactions
rxn12822	L-Glutamate:ferredoxin oxidoreductase (transaminating)	(2) cpd00023[0] + (2) cpd11621[0] <=> (1) cpd00024[0] + (1) cpd00053[0] + (2) cpd00067[0] + (2) cpd11620[0]	(2) L-Glutamate[c] + (2) Oxidizedferredoxin[c] <=> (1) 2-Oxoglutarate[c] + (2) H+[c] + (1) L-Glutamine[c] + (2) Reducedferredoxin[c]	CI:-2	
rxn12823	rxn12823	(1) cpd00007[0] + (1) cpd00009[0] + (1) cpd00094[0] <=> (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd01844[0]	(1) 2-Oxobutyrate[c] + (1) O2[c] + (1) Phosphate[c] <=> (1) CO2[c] + (1) H2O[c] + (1) Propionyl phosphate[c]	MI:O-1|CI:2|HI:-2	
rxn12824	Heme D synthase	(2) cpd00001[0] + (1) cpd00028[0] <=> (5) cpd00067[0] + (1) cpd15607[0]	(2) H2O[c] + (1) Heme[c] <=> (5) H+[c] + (1) Heme D[c]	MI:O4|CI:3|HI:1	
rxn12825	Heme A synthase	(1) cpd00001[0] + (1) cpd11313[0] <=> (4) cpd00067[0] + (1) cpd11312[0]	(1) H2O[c] + (1) hemeO[c] <=> (4) H+[c] + (1) hemeA[c]	CI:4	
rxn12844	Gly-Cys aminopeptidase	(1) cpd00001[0] + (1) cpd15603[0] <=> (1) cpd00033[0] + (1) cpd00084[0]	(1) Gly-Cys[c] + (1) H2O[c] <=> (1) Glycine[c] + (1) L-Cysteine[c]	OK	
rxn12845	Gly-Leu aminopeptidase	(1) cpd00001[0] + (1) cpd15604[0] <=> (1) cpd00033[0] + (1) cpd00107[0]	(1) Gly-Leu[c] + (1) H2O[c] <=> (1) Glycine[c] + (1) L-Leucine[c]	OK	
rxn12846	Gly-Phe aminopeptidase	(1) cpd00001[0] + (1) cpd15605[0] <=> (1) cpd00033[0] + (1) cpd00066[0]	(1) Gly-Phe[c] + (1) H2O[c] <=> (1) Glycine[c] + (1) L-Phenylalanine[c]	OK	
rxn12847	Gly-Try aminopeptidase	(1) cpd00001[0] + (1) cpd15606[0] <=> (1) cpd00033[0] + (1) cpd00069[0]	(1) Gly-Tyr[c] + (1) H2O[c] <=> (1) Glycine[c] + (1) L-Tyrosine[c]	OK	
rxn12848	Gly-Cys ABC transporters	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd15603[1] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd15603[0]	(1) ATP[c] + (1) Gly-Cys[e] + (1) H2O[c] <=> (1) ADP[c] + (1) Gly-Cys[c] + (1) Phosphate[c]	CI:-1	
rxn12849	Gly-Leu ABC transporters	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd15604[1] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd15604[0]	(1) ATP[c] + (1) Gly-Leu[e] + (1) H2O[c] <=> (1) ADP[c] + (1) Gly-Leu[c] + (1) Phosphate[c]	CI:-1	
rxn12850	Gly-Phe ABC transporters	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd15605[1] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd15605[0]	(1) ATP[c] + (1) Gly-Phe[e] + (1) H2O[c] <=> (1) ADP[c] + (1) Gly-Phe[c] + (1) Phosphate[c]	CI:-1	
rxn12851	Gly-Try ABC transporters	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd15606[1] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd15606[0]	(1) ATP[c] + (1) Gly-Tyr[e] + (1) H2O[c] <=> (1) ADP[c] + (1) Gly-Tyr[c] + (1) Phosphate[c]	CI:-1	
rxn12852	ADP,ATP carrier protein 1	(1) cpd00002[1] + (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] <=> (1) cpd00002[0] + (1) cpd00008[1] + (1) cpd00009[1] + (1) cpd00067[1]	(1) ADP[c] + (1) ATP[m] + (1) H+[c] + (1) Phosphate[c] <=> (1) ADP[m] + (1) ATP[c] + (1) H+[m] + (1) Phosphate[m]	OK	
rxn12853	Acyl carrier protein, mitochondrial	(1) cpd00004[0] + (1) cpd01351[0] <=> (1) cpd00003[0] + (1) cpd11665[0]	(1) NADH[c] + (1) Ubiquinone-9[c] <=> (1) NAD[c] + (1) QH2[c]	MI:C-35|CI:1|HI:55	
rxn12854	5',5'''-P-1,P-4-tetraphosphate phosphorylase	(1) cpd00008[0] + (1) cpd00038[0] + (1) cpd00067[0] <=> (1) cpd00001[0] + (1) cpd00009[0] + (1) cpd00924[0]	(1) ADP[c] + (1) GTP[c] + (1) H+[c] <=> (1) AppppA[c] + (1) H2O[c] + (1) Phosphate[c]	CI:-2	
rxn12855	Sterol O-acyltransferase 1	(1) cpd01170[0] + (1) cpd11611[0] <=> (1) cpd00010[0] + (1) cpd16803[0]	(1) Acyl-CoA[c] + (1) Ergosterol[c] <=> (1) CoA[c] + (1) ergosterol-ester[c]	MI:C-29/O-2/R-1|HI:43	
rxn12856	Acetylglutamate kinase	(1) cpd00002[0] + (1) cpd00067[0] + (1) cpd00477[0] <=> (1) cpd00008[0] + (1) cpd16822[0]	(1) ATP[c] + (1) H+[c] + (1) N-Acetyl-L-glutamate[c] <=> (1) ADP[c] + (1) N-acetyl-L-gamma-glutamyl-phosphate[c]	MI:C-7/N-1/O-8/P-1|CI:2|HI:10	
rxn12857	N-acetyl-gamma-glutamyl-phosphate reductase	(1) cpd00005[0] + (1) cpd16822[0] <=> (1) cpd00006[0] + (1) cpd00009[0] + (1) cpd00918[0]	(1) N-acetyl-L-gamma-glutamyl-phosphate[c] + (1) NADPH[c] <=> (1) 2-Acetamido-5-oxopentanoate[c] + (1) NADP[c] + (1) Phosphate[c]	MI:C7/N1/O8/P1|CI:-2|HI:-10	
rxn12858	Aureobasidin A resistance protein	(1) cpd00167[0] + (1) cpd11822[0] <=> (1) cpd16811[0]	(1) 1-Phosphatidyl-myo-inositol[c] + (1) Ceramide[c] <=> (1) inositol-phosphoryl-D-ceramide[c]	MI:C-30/N-1/O-16/R-3/P-1|CI:1|HI:52	
rxn12859	Aureobasidin A resistance protein	(1) cpd08927[0] + (1) cpd11822[0] <=> (1) cpd16812[0]	(1) 1-Phosphatidyl-myo-inositol[c] + (1) Ceramide II[c] <=> (1) inositol-phosphoryl-P-ceramide[c]	MI:C-30/N-1/O-17/R-3/P-1|CI:1|HI:54	
rxn12860	ATP-dependent permease AUS1	(1) cpd01188[1] <=> (1) cpd01188[0]	(1) Lanosterol[e] <=> (1) Lanosterol[c]	OK	
rxn12861	ATP-dependent permease AUS1	(1) cpd15210[1] <=> (1) cpd15210[0]	(1) 4,4-dimethylzymosterol[e] <=> (1) 4,4-dimethylzymosterol[c]	OK	
rxn12862	ATP-dependent permease AUS1	(1) cpd02755[1] <=> (1) cpd02755[0]	(1) Fecosterol[e] <=> (1) Fecosterol[c]	OK	
rxn12863	ATP-dependent permease AUS1	(1) cpd14514[1] <=> (1) cpd14514[0]	(1) Episterol[e] <=> (1) Episterol[c]	OK	
rxn12864	ATP-dependent permease AUS1	(1) cpd16792[1] <=> (1) cpd16792[0]	(1) 5alpha-ergosta-7,22-dien-3beta-ol[e] <=> (1) 5alpha-ergosta-7,22-dien-3beta-ol[c]	OK	
rxn12866	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase	(1) cpd00006[0] + (1) cpd12300[0] <=> (1) cpd00005[0] + (1) cpd00517[0]	(1) Acylglycerone phosphate[c] + (1) NADP[c] <=> (1) 1-Acyl-sn-glycerol 3-phosphate[c] + (1) NADPH[c]	CI:-1	
rxn12867	Glucan 1,3-beta-glucosidase	(1) cpd11791[0] <=> (1) cpd00027[0] + (1) cpd15303[0]	(1) 1,3-beta-Glucan[c] <=> (1) 1,3-beta-D-Glucan(n-1)[c] + (1) D-Glucose[c]	MI:O1|HI:-2	
rxn12868	Biotin synthase	(1) cpd00001[0] + (1) cpd00002[0] + (2) cpd00003[0] + (1) cpd00239[0] + (1) cpd01311[0] <=> (2) cpd00004[0] + (1) cpd00012[0] + (1) cpd00018[0] + (2) cpd00067[0] + (1) cpd00104[0]	(1) ATP[c] + (1) Dethiobiotin[c] + (1) H2O[c] + (1) H2S[c] + (2) NAD[c] <=> (1) AMP[c] + (1) BIOT[c] + (2) H+[c] + (2) NADH[c] + (1) PPi[c]	OK	
rxn12877	Model-specific reaction, used to group lipid formation for biomass production (carbon limited)	(0.005603) cpd01170[0] + (3.2e-05) cpd01188[0] + (0.000114) cpd02755[0] + (1.5e-05) cpd03221[0] + (0.000125) cpd03223[0] + (0.000373) cpd11455[0] + (0.000697) cpd11456[0] + (0.002884) cpd11624[0] + (0.000781) cpd11677[0] + (0.001531) cpd11822[0] + (9.6e-05) cpd14514[0] + (5.6e-05) cpd15210[0] + (0.000812) cpd16803[0] + (6.6e-05) cpd16809[0] + (0.000351) cpd16810[0] + (0.000206) cpd16863[0] <=> (1) cpd16817[0]	(0.001531) 1-Phosphatidyl-myo-inositol[c] + (5.6e-05) 4,4-dimethylzymosterol[c] + (0.000125) 5,7,22,24(28)-Ergostatetraenol[c] + (9.6e-05) Episterol[c] + (0.005603) Ergosterol[c] + (0.000114) Fecosterol[c] + (3.2e-05) Lanosterol[c] + (0.002884) Lecithin[c] + (0.000697) Phosphatidylethanolamine[c] + (0.000781) Triglyceride[c] + (1.5e-05) Zymosterol[c] + (0.000206) acyl-acid[c] + (0.000812) ergosterol-ester[c] + (6.6e-05) inositol-mannose-P-inositol-P-D-ceramide[c] + (0.000351) inositol-mannose-P-inositol-P-P-ceramide[c] + (0.000373) ps_BS[c] <=> (1) lipids[c]	MI:C-0.227483/O-0.063008/N-0.003954/P-0.005485/R-0.013313|CI:0.002974|HI:0.3581	
rxn12878	Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial	(1) cpd00017[0] + (1) cpd02064[0] <=> (1) cpd00019[0] + (1) cpd11665[0]	(1) 3-Demethylubiquinone-9[c] + (1) S-Adenosyl-L-methionine[c] <=> (1) QH2[c] + (1) S-Adenosyl-homocysteine[c]	MI:C-35|HI:54	
rxn12879	Ubiquinone biosynthesis methyltransferase COQ5, mitochondrial	(1) cpd00017[0] + (1) cpd16766[0] <=> (1) cpd00019[0] + (1) cpd16764[0]	(1) 2-nonaprenyl-6-methoxy-1,4-benzoquinone[c] + (1) S-Adenosyl-L-methionine[c] <=> (1) 2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinone[c] + (1) S-Adenosyl-homocysteine[c]	MI:C-1|CI:-1|HI:3	
rxn12880	Ubiquinone biosynthesis monooxygenase COQ6	(1) cpd00007[0] + (1) cpd16764[0] <=> (1) cpd02064[0]	(1) 2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinone[c] + (1) O2[c] <=> (1) 3-Demethylubiquinone-9[c]	MI:O2/C53|CI:-1|HI:-79	
rxn12881	Carbamoyl-phosphate synthase arginine-specific large chain	(2) cpd00001[0] + (2) cpd00002[0] + (1) cpd00011[0] + (1) cpd00053[0] <=> (2) cpd00008[0] + (1) cpd00009[0] + (1) cpd00023[0] + (2) cpd00067[0] + (1) cpd00146[0]	(2) ATP[c] + (1) CO2[c] + (2) H2O[c] + (1) L-Glutamine[c] <=> (2) ADP[c] + (1) Carbamoylphosphate[c] + (2) H+[c] + (1) L-Glutamate[c] + (1) Phosphate[c]	OK	
rxn12882	Mannosyl phosphorylinositol ceramide synthase regulatory protein CSG2	(1) cpd00083[0] + (1) cpd16811[0] <=> (1) cpd00031[0] + (1) cpd16819[0]	(1) GDP-mannose[c] + (1) inositol-phosphoryl-D-ceramide[c] <=> (1) GDP[c] + (1) mannose-inositol-P-D-ceramide[c]	MI:C-6/O-5|HI:10	
rxn12883	Mannosyl phosphorylinositol ceramide synthase regulatory protein CSG2	(1) cpd00083[0] + (1) cpd16812[0] <=> (1) cpd00031[0] + (1) cpd16820[0]	(1) GDP-mannose[c] + (1) inositol-phosphoryl-P-ceramide[c] <=> (1) GDP[c] + (1) mannose-inositol-P-P-ceramide[c]	MI:C-6/O-5|HI:10	
rxn12885	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase	(1) cpd16845[0] <=> (1) cpd16834[0]	(1) trans-3-C16-CoA[c] <=> (1) trans-2-C16-CoA[c]	OK	
rxn12886	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase	(1) cpd16846[0] <=> (1) cpd16836[0]	(1) trans-3-C18-CoA[c] <=> (1) trans-2-C18-CoA[c]	OK	
rxn12887	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase	(1) cpd16844[0] <=> (1) cpd16832[0]	(1) trans-3-C14-CoA[c] <=> (1) trans-2-C14-CoA[c]	OK	
rxn12888	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase	(1) cpd16868[0] <=> (1) cpd16865[0]	(1) trans-3,5-C14-CoA[c] <=> (1) trans-2,4-C14-CoA[c]	OK	
rxn12889	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase	(1) cpd16869[0] <=> (1) cpd16866[0]	(1) trans-3,5-C16-CoA[c] <=> (1) trans-2,4-C16-CoA[c]	OK	
rxn12890	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase	(1) cpd16870[0] <=> (1) cpd16867[0]	(1) trans-3,5-C18-CoA[c] <=> (1) trans-2,4-C18-CoA[c]	OK	
rxn12891	Asparaginyl-tRNA synthetase, cytoplasmic	(1) cpd00002[0] + (1) cpd00132[0] + (1) cpd11615[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd12313[0]	(1) ATP[c] + (1) L-Asparagine[c] + (1) tRNA[c] <=> (1) AMP[c] + (1) Asn-tRNA(Asn)[c] + (1) PPi[c]	MI:C-5/N5/O-13/P-2/R-2|CI:3|HI:10	
rxn12892	Dimethyladenosine transferase	(1) cpd00017[0] + (1) cpd16765[0] <=> (1) cpd00019[0] + (1) cpd16767[0]	(1) 2-nonaprenyl-6-hydroxyphenol[c] + (1) S-Adenosyl-L-methionine[c] <=> (1) 2-nonaprenyl-6-methoxyphenol[c] + (1) S-Adenosyl-homocysteine[c]	MI:C-1|CI:-1|HI:3	
rxn12893	D-lactate dehydrogenase [cytochrome] 1, mitochondrial	(2) cpd00109[0] + (1) cpd01022[0] <=> (1) cpd00020[0] + (2) cpd00067[0] + (2) cpd00110[0]	(2) Cytochrome c3+[c] + (1) Lactate[c] <=> (2) Cytochrome c2+[c] + (2) H+[c] + (1) Pyruvate[c]	OK	
rxn12895	Sphingosine-1-phosphate lyase	(1) cpd00824[0] <=> (1) cpd00285[0] + (1) cpd16864[0]	(1) Sphinganine 1-phosphate[c] <=> (1) C16-aldehyde[c] + (1) Phosphoethanolamine[c]	MI:C-16/O-1|HI:32	
rxn12896	Sphingosine-1-phosphate lyase	(1) cpd15283[0] <=> (1) cpd00285[0] + (1) cpd16864[0]	(1) Phytosphingosine 1-phosphate[c] <=> (1) C16-aldehyde[c] + (1) Phosphoethanolamine[c]	MI:C-16/O-2|HI:32	
rxn12897	Urea carboxylase	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00011[0] + (1) cpd00073[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (2) cpd00067[0] + (1) cpd00742[0]	(1) ATP[c] + (1) CO2[c] + (1) H2O[c] + (1) Urea[c] <=> (1) ADP[c] + (1) Allophanate[c] + (2) H+[c] + (1) Phosphate[c]	OK	
rxn12898	Deoxyhypusine synthase	(1) cpd00264[0] + (1) cpd01351[1] <=> (1) cpd00726[0] + (1) cpd11665[1]	(1) Spermidine[c] + (1) Ubiquinone-9[m] <=> (1) 1,3-Propanediamine[c] + (1) QH2[m]	MI:C-39/N-1|CI:-1|HI:64	
rxn12899	Gamma-glutamyltransferase	(1) cpd00035[0] + (1) cpd00042[0] <=> (1) cpd01017[0] + (1) cpd12762[0]	(1) GSH[c] + (1) L-Alanine[c] <=> (1) Cys-Gly[c] + (1) R-S-Alanylglycine[c]	MI:C-3/O-2/S1/R1|HI:5	
rxn12900	Elongation of fatty acids protein 1	(1) cpd00067[0] + (1) cpd00070[0] + (1) cpd01260[0] <=> (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd16781[0]	(1) H+[c] + (1) Lauroyl-CoA[c] + (1) Malonyl-CoA[c] <=> (1) 3-keto-C14-CoA[c] + (1) CO2[c] + (1) CoA[c]	MI:C-35/N-7/O-18/P-3/S-1|CI:3|HI:57	
rxn12901	Elongation of fatty acids protein 1	(1) cpd00067[0] + (1) cpd00070[0] + (1) cpd01695[0] <=> (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd16782[0]	(1) H+[c] + (1) Malonyl-CoA[c] + (1) Myristoyl-CoA[c] <=> (1) 3-keto-C16-CoA[c] + (1) CO2[c] + (1) CoA[c]	MI:C-37/N-7/O-18/P-3/S-1|CI:3|HI:61	
rxn12902	Elongation of fatty acids protein 2	(1) cpd00067[0] + (1) cpd00070[0] + (1) cpd00134[0] <=> (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd16783[0]	(1) H+[c] + (1) Malonyl-CoA[c] + (1) Palmitoyl-CoA[c] <=> (1) 3-keto-C18-CoA[c] + (1) CO2[c] + (1) CoA[c]	MI:C-39/N-7/O-18/P-3/S-1|CI:3|HI:65	
rxn12903	Elongation of fatty acids protein 2	(1) cpd00067[0] + (1) cpd00070[0] + (1) cpd16825[0] <=> (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd16784[0]	(1) H+[c] + (1) Malonyl-CoA[c] + (1) octadecanoyl-CoA[c] <=> (1) 3-keto-C20-CoA[c] + (1) CO2[c] + (1) CoA[c]	MI:C-2/O-1|HI:2	
rxn12904	Elongation of fatty acids protein 2	(1) cpd00067[0] + (1) cpd00070[0] + (1) cpd16795[0] <=> (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd16785[0]	(1) C20-CoA[c] + (1) H+[c] + (1) Malonyl-CoA[c] <=> (1) 3-keto-C22-CoA[c] + (1) CO2[c] + (1) CoA[c]	MI:C-2/O-1|HI:2	
rxn12905	Elongation of fatty acids protein 2	(1) cpd00067[0] + (1) cpd00070[0] + (1) cpd16796[0] <=> (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd16786[0]	(1) C22-CoA[c] + (1) H+[c] + (1) Malonyl-CoA[c] <=> (1) 3-keto-C24-CoA[c] + (1) CO2[c] + (1) CoA[c]	MI:C-2/O-1|HI:2	
rxn12906	Elongation of fatty acids protein 2	(1) cpd00067[0] + (1) cpd00070[0] + (1) cpd16798[0] <=> (1) cpd00010[0] + (1) cpd00011[0] + (1) cpd16787[0]	(1) C24-CoA[c] + (1) H+[c] + (1) Malonyl-CoA[c] <=> (1) 3-keto-C26-CoA[c] + (1) CO2[c] + (1) CoA[c]	MI:C-2/O-1|HI:2	
rxn12907	Cytochrome P450 51	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd01188[0] <=> (1) cpd00006[0] + (1) cpd15209[0]	(1) Lanosterol[c] + (1) NADPH[c] + (1) O2[c] <=> (1) 4,4-dimethylcholesta-8,14,24-trienol[c] + (1) NADP[c]	MI:C-1/O-2|CI:1|HI:5	
rxn12912	C-4 methylsterol oxidase	(3) cpd00007[0] + (1) cpd15210[0] <=> (1) cpd15212[0]	(1) 4,4-dimethylzymosterol[c] + (3) O2[c] <=> (1) intermediate-methylzymosterol-I[c]	MI:O-4|CI:-1|HI:3	
rxn12913	C-4 methylsterol oxidase	(3) cpd00007[0] + (1) cpd03035[0] <=> (1) cpd15299[0]	(1) 4-methylzymosterol[c] + (3) O2[c] <=> (1) zymosterol intermediate 1[c]	MI:O-4|CI:-1|HI:3	
rxn12914	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	(1) cpd15212[0] <=> (1) cpd00011[0] + (1) cpd15213[0]	(1) intermediate-methylzymosterol-I[c] <=> (1) CO2[c] + (1) intermediate-methylzymosterol-II[c]	CI:1	
rxn12915	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	(1) cpd15299[0] <=> (1) cpd00011[0] + (1) cpd15300[0]	(1) zymosterol intermediate 1[c] <=> (1) CO2[c] + (1) zymosterol intermediate 2[c]	CI:1	
rxn12916	3-keto-steroid reductase	(1) cpd00005[0] + (1) cpd15213[0] <=> (1) cpd00006[0] + (1) cpd03035[0]	(1) NADPH[c] + (1) intermediate-methylzymosterol-II[c] <=> (1) 4-methylzymosterol[c] + (1) NADP[c]	CI:1	
rxn12918	C-5 sterol desaturase	(1) cpd00005[0] + (1) cpd00007[0] + (2) cpd00067[0] + (1) cpd14514[0] <=> (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd14515[0]	(1) Episterol[c] + (2) H+[c] + (1) NADPH[c] + (1) O2[c] <=> (1) 5,7,24(28)-Ergostatrienol[c] + (2) H2O[c] + (1) NADP[c]	OK	
rxn12919	Cytochrome P450 61	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd14515[0] <=> (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd03223[0]	(1) 5,7,24(28)-Ergostatrienol[c] + (1) NADPH[c] + (1) O2[c] <=> (1) 5,7,22,24(28)-Ergostatetraenol[c] + (2) H2O[c] + (1) NADP[c]	OK	
rxn12921	Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial	(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd16847[0] <=> (1) cpd00006[0] + (1) cpd11464[0]	(1) H+[c] + (1) NADPH[c] + (1) trans-but-2-enoyl-ACP[c] <=> (1) Butyryl-ACP[c] + (1) NADP[c]	MI:C15/N2/O8/P1/R1/S1|CI:-1|HI:-25	
rxn12922	Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial	(1) cpd00005[0] + (1) cpd14940[0] <=> (1) cpd00006[0] + (1) cpd16828[0]	(1) (2E)-Octadecenoyl-[acp][c] + (1) NADPH[c] <=> (1) NADP[c] + (1) stearoyl-ACP[c]	MI:C-18/O-1/R-1/S-1|CI:1|HI:34	
rxn12923	Long-chain-fatty-acid--CoA ligase 3	(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd01080[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd16825[0]	(1) ATP[c] + (1) CoA[c] + (1) H+[c] + (1) ocdca[c] <=> (1) AMP[c] + (1) PPi[c] + (1) octadecanoyl-CoA[c]	MI:C-39/N-7/O-17/P-3/S-1|CI:3|HI:67	
rxn12924	Long-chain-fatty-acid--CoA ligase 4	(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd16807[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd16808[0]	(1) ATP[c] + (1) CoA[c] + (1) H+[c] + (1) hexadecanoyl-9-ene-acid[c] <=> (1) AMP[c] + (1) PPi[c] + (1) hexadecanoyl-9-ene-CoA[c]	MI:C-21/N-7/O-15/P-3/S-1|CI:2|HI:32	
rxn12925	Long-chain-fatty-acid--CoA ligase 4	(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd00536[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd16824[0]	(1) ATP[c] + (1) CoA[c] + (1) H+[c] + (1) Oleate[c] <=> (1) AMP[c] + (1) PPi[c] + (1) octadecanoyl-9-ene-CoA[c]	MI:C-39/N-7/O-17/P-3/S-1|CI:3|HI:65	
rxn12926	Long-chain-fatty-acid--CoA ligase 4	(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd16829[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd16830[0]	(1) ATP[c] + (1) CoA[c] + (1) H+[c] + (1) tetradecanoyl-9-ene-acid[c] <=> (1) AMP[c] + (1) PPi[c] + (1) tetradecanoyl-9-ene-CoA[c]	MI:C-21/N-7/O-15/P-3/S-1|CI:2|HI:32	
rxn12927	3-hydroxyacyl-[acyl-carrier-protein] dehydrase	(1) cpd16853[0] <=> (1) cpd00001[0] + (1) cpd16847[0]	(1) 3-hydroxybutanoyl-acp[c] <=> (1) H2O[c] + (1) trans-but-2-enoyl-ACP[c]	MI:O1|HI:-2	
rxn12928	3-hydroxyacyl-[acyl-carrier-protein] dehydrase	(1) cpd16856[0] <=> (1) cpd00001[0] + (1) cpd11473[0]	(1) 3-hydroxyhexanoyl-acp[c] <=> (1) (2E)-Hexenoyl-[acp][c] + (1) H2O[c]	MI:O9/C17/N2/P1/R1/S1|CI:-1|HI:-31	
rxn12929	3-hydroxyacyl-[acyl-carrier-protein] dehydrase	(1) cpd16857[0] <=> (1) cpd00001[0] + (1) cpd11471[0]	(1) 3-hydroxyoctanoyl-acp[c] <=> (1) (2E)-Octenoyl-[acp][c] + (1) H2O[c]	MI:O9/C19/N2/P1/R1/S1|CI:-1|HI:-35	
rxn12930	3-hydroxyacyl-[acyl-carrier-protein] dehydrase	(1) cpd16855[0] <=> (1) cpd00001[0] + (1) cpd11475[0]	(1) 3-hydroxydecanoyl-acp[c] <=> (1) (2E)-Decenoyl-[acp][c] + (1) H2O[c]	MI:O9/C21/N2/P1/R1/S1|CI:-1|HI:-39	
rxn12931	[Acyl-carrier-protein] acetyltransferase	(1) cpd00010[0] + (1) cpd11474[0] <=> (1) cpd03128[0] + (1) cpd11493[0]	(1) CoA[c] + (1) Decanoyl-ACP[c] <=> (1) ACP[c] + (1) Decanoyl-CoA[c]	OK	
rxn12932	3-hydroxyacyl-[acyl-carrier-protein] dehydrase	(1) cpd16854[0] <=> (1) cpd00001[0] + (1) cpd11469[0]	(1) 3-hydroxydodecanoyl-acp[c] <=> (1) (2E)-Dodecenoyl-[acp][c] + (1) H2O[c]	MI:O9/C23/N2/P1/R1/S1|CI:-1|HI:-43	
rxn12933	[Acyl-carrier-protein] acetyltransferase	(1) cpd00010[0] + (1) cpd11468[0] <=> (1) cpd01260[0] + (1) cpd11493[0]	(1) CoA[c] + (1) Dodecanoyl-ACP[c] <=> (1) ACP[c] + (1) Lauroyl-CoA[c]	OK	
rxn12934	3-hydroxyacyl-[acyl-carrier-protein] dehydrase	(1) cpd16859[0] <=> (1) cpd00001[0] + (1) cpd11467[0]	(1) 3-hydroxytetradecanoyl-acp[c] <=> (1) (2E)-Tetradecenoyl-[acp][c] + (1) H2O[c]	MI:O9/C25/N2/P1/R1/S1|CI:-1|HI:-47	
rxn12935	3-hydroxyacyl-[acyl-carrier-protein] dehydrase	(1) cpd00005[0] + (1) cpd16827[0] <=> (1) cpd00006[0] + (1) cpd16773[0]	(1) NADPH[c] + (1) R-3-hydroxylhe-3-Keto-C22-CoA[c] <=> (1) 3-hydroxy-C22-CoA[c] + (1) NADP[c]	CI:1	
rxn12936	[Acyl-carrier-protein] acetyltransferase	(1) cpd00010[0] + (1) cpd16828[0] <=> (1) cpd11493[0] + (1) cpd16825[0]	(1) CoA[c] + (1) stearoyl-ACP[c] <=> (1) ACP[c] + (1) octadecanoyl-CoA[c]	MI:C-10/N-5/O-9/P-2/R1|CI:2|HI:12	
rxn12937	Acyl-[acyl-carrier-protein] hydrolase	(1) cpd00001[0] + (1) cpd16828[0] <=> (1) cpd00067[0] + (1) cpd01080[0] + (1) cpd11493[0]	(1) H2O[c] + (1) stearoyl-ACP[c] <=> (1) ACP[c] + (1) H+[c] + (1) ocdca[c]	MI:O8/C29/N2/P1/R1/S1|CI:-1|HI:-55	
