id	name	source	features	aliases
ftr32471	4-aminobutyrate transaminase (EC 2.6.1.19)	KEGG	null	searchname:4-aminobutyratetransaminase(ec);kegg:beta-alanine-oxoglutarate transaminase (EC 2.6.1.19);kegg:aminobutyrate aminotransferase (EC 2.6.1.19);kegg:beta-alanine aminotransferase (EC 2.6.1.19);kegg:beta-alanine-oxoglutarate aminotransferase (EC 2.6.1.19);kegg:gamma-aminobutyrate aminotransaminase (EC 2.6.1.19);kegg:gamma-aminobutyrate transaminase (EC 2.6.1.19);kegg:gamma-aminobutyrate-alpha-ketoglutarate aminotransferase (EC 2.6.1.19);kegg:gamma-aminobutyrate-alpha-ketoglutarate transaminase (EC 2.6.1.19);kegg:gamma-aminobutyrate:alpha-oxoglutarate aminotransferase (EC 2.6.1.19);kegg:gamma-aminobutyric acid aminotransferase (EC 2.6.1.19);kegg:gamma-aminobutyric acid pyruvate transaminase (EC 2.6.1.19);kegg:gamma-aminobutyric acid transaminase (EC 2.6.1.19);kegg:gamma-aminobutyric acid-alpha-ketoglutarate transaminase (EC 2.6.1.19);kegg:gamma-aminobutyric acid-alpha-ketoglutaric acid aminotransferase (EC 2.6.1.19);kegg:gamma-aminobutyric acid-2-oxoglutarate transaminase (EC 2.6.1.19);kegg:gamma-aminobutyric transaminase (EC 2.6.1.19);kegg:4-aminobutyrate aminotransferase (EC 2.6.1.19);kegg:4-aminobutyrate-2-ketoglutarate aminotransferase (EC 2.6.1.19);kegg:4-aminobutyrate-2-oxoglutarate aminotransferase (EC 2.6.1.19);kegg:4-aminobutyrate-2-oxoglutarate transaminase (EC 2.6.1.19);kegg:4-aminobutyric acid 2-ketoglutaric acid aminotransferase (EC 2.6.1.19);kegg:4-aminobutyric acid aminotransferase (EC 2.6.1.19);kegg:aminobutyrate aminotransferase (EC 2.6.1.19);kegg:aminobutyrate transaminase (EC 2.6.1.19);kegg:GABA aminotransferase (EC 2.6.1.19);kegg:GABA transaminase (EC 2.6.1.19);kegg:GABA transferase (EC 2.6.1.19);kegg:GABA-alpha-ketoglutarate aminotransferase (EC 2.6.1.19);kegg:GABA-alpha-ketoglutarate transaminase (EC 2.6.1.19);kegg:GABA-alpha-ketoglutaric acid transaminase (EC 2.6.1.19);kegg:GABA-alpha-oxoglutarate aminotransferase (EC 2.6.1.19);kegg:GABA-2-oxoglutarate aminotransferase (EC 2.6.1.19);kegg:GABA-2-oxoglutarate transaminase (EC 2.6.1.19);kegg:GABA-oxoglutarate aminotransferase (EC 2.6.1.19);kegg:GABA-oxoglutarate transaminase (EC 2.6.1.19);kegg:glutamate-succinic semialdehyde transaminase (EC 2.6.1.19);kegg:GabT (EC 2.6.1.19)
ftr32472	NADPH:quinone reductase (EC 1.6.5.5)	KEGG	null	searchname:nadph:quinonereductase(ec);kegg:NADPH2:quinone reductase (EC 1.6.5.5)
ftr32473	precorrin-6A reductase (EC 1.3.1.54)	KEGG	null	searchname:precorrin-6areductase(ec);kegg:precorrin-6X reductase (EC 1.3.1.54);kegg:precorrin-6Y:NADP+ oxidoreductase (EC 1.3.1.54)
ftr32474	cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase (EC 1.3.1.56)	KEGG	null	searchname:cis-2,3-dihydrobiphenyl-2,3-dioldehydrogenase(ec);kegg:2,3-dihydro-2,3-dihydroxybiphenyl dehydrogenase (EC 1.3.1.56)
ftr32475	p-benzoquinone reductase (NADPH) (EC 1.6.5.6)	KEGG	null	searchname:p-benzoquinonereductase(nadph)(ec)
ftr32476	2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase (EC 1.3.1.58)	KEGG	null	searchname:2,3-dihydroxy-2,3-dihydro-p-cumatedehydrogenase(ec)
ftr32477	fumarate reductase (NADH) (EC 1.3.1.6)	KEGG	null	searchname:fumaratereductase(nadh)(ec);kegg:NADH-fumarate reductase (EC 1.3.1.6);kegg:NADH-dependent fumarate reductase (EC 1.3.1.6);kegg:fumarate reductase (NADH) (EC 1.3.1.6)
ftr32478	dibenzothiophene dihydrodiol dehydrogenase (EC 1.3.1.60)	KEGG	null	searchname:dibenzothiophenedihydrodioldehydrogenase(ec)
ftr32479	gelatinase B (EC 3.4.24.35)	KEGG	null	searchname:gelatinaseb(ec);kegg:92-kDa gelatinase (EC 3.4.24.35);kegg:matrix metalloproteinase 9 (EC 3.4.24.35);kegg:type V collagenase (EC 3.4.24.35);kegg:92-kDa type IV collagenase (EC 3.4.24.35);kegg:macrophage gelatinase (EC 3.4.24.35);kegg:95 kDa type IV collagenase/gelatinase (EC 3.4.24.35);kegg:collagenase IV (EC 3.4.24.35);kegg:collagenase type IV (EC 3.4.24.35);kegg:gelatinase MMP 9 (EC 3.4.24.35);kegg:MMP 9 (EC 3.4.24.35);kegg:matrix metalloproteinase 9 (EC 3.4.24.35);kegg:type IV collagen metalloproteinase (EC 3.4.24.35)
ftr32480	cyanophycinase (EC 3.4.15.6)	KEGG	null	searchname:cyanophycinase(ec);kegg:cyanophycin degrading enzyme (EC 3.4.15.6);kegg:beta-Asp-Arg hydrolysing enzyme (EC 3.4.15.6);kegg:CGPase (EC 3.4.15.6);kegg:CphB (EC 3.4.15.6);kegg:CphE (EC 3.4.15.6);kegg:cyanophycin granule polypeptidase (EC 3.4.15.6);kegg:extracellular CGPase (EC 3.4.15.6)
ftr32481	neutrophil collagenase (EC 3.4.24.34)	KEGG	null	searchname:neutrophilcollagenase(ec);kegg:matrix metalloproteinase 8 (EC 3.4.24.34);kegg:PMNL collagenase (EC 3.4.24.34);kegg:MMP-8 (EC 3.4.24.34)
ftr32482	peptidyl-dipeptidase Dcp (EC 3.4.15.5)	KEGG	null	searchname:peptidyl-dipeptidasedcp(ec);kegg:dipeptidyl carboxypeptidase (Dcp) (EC 3.4.15.5);kegg:dipeptidyl carboxypeptidase (EC 3.4.15.5)
ftr32483	peptidyl-dipeptidase B (EC 3.4.15.4)	KEGG	null	searchname:peptidyl-dipeptidaseb(ec);kegg:dipeptidyl carboxyhydrolase (EC 3.4.15.4);kegg:atriopeptin convertase (EC 3.4.15.4);kegg:atrial di-(tri)peptidyl carboxyhydrolase (EC 3.4.15.4);kegg:peptidyldipeptidase B (EC 3.4.15.4);kegg:atrial dipeptidyl carboxyhydrolase (EC 3.4.15.4);kegg:atrial peptide convertase (EC 3.4.15.4)
ftr32484	saccharolysin (EC 3.4.24.37)	KEGG	null	searchname:saccharolysin(ec);kegg:proteinase yscD (EC 3.4.24.37);kegg:yeast cysteine proteinase D (Misleading) (EC 3.4.24.37);kegg:Saccharomyces cerevisiae proteinase yscD (EC 3.4.24.37)
ftr32485	peptidyl-dipeptidase A (EC 3.4.15.1)	KEGG	null	searchname:peptidyl-dipeptidasea(ec);kegg:dipeptidyl carboxypeptidase I (EC 3.4.15.1);kegg:peptidase P (EC 3.4.15.1);kegg:dipeptide hydrolase (ambiguous) (EC 3.4.15.1);kegg:peptidyl dipeptidase (EC 3.4.15.1);kegg:angiotensin converting enzyme (EC 3.4.15.1);kegg:kininase II (EC 3.4.15.1);kegg:angiotensin I-converting enzyme (EC 3.4.15.1);kegg:carboxycathepsin (EC 3.4.15.1);kegg:dipeptidyl carboxypeptidase (EC 3.4.15.1);kegg:peptidyl dipeptidase I (EC 3.4.15.1);kegg:peptidyl-dipeptide hydrolase (EC 3.4.15.1);kegg:peptidyldipeptide hydrolase (EC 3.4.15.1);kegg:endothelial cell peptidyl dipeptidase (EC 3.4.15.1);kegg:ACE (EC 3.4.15.1);kegg:peptidyl dipeptidase-4 (EC 3.4.15.1);kegg:PDH (EC 3.4.15.1);kegg:peptidyl dipeptide hydrolase (EC 3.4.15.1);kegg:DCP (EC 3.4.15.1)
ftr32486	tripeptidyl-peptidase I (EC 3.4.14.9)	KEGG	null	searchname:tripeptidyl-peptidasei(ec);kegg:tripeptidyl aminopeptidase (EC 3.4.14.9);kegg:tripeptidyl peptidase (EC 3.4.14.9)
ftr32487	leishmanolysin (EC 3.4.24.36)	KEGG	null	searchname:leishmanolysin(ec);kegg:promastigote surface endopeptidase (EC 3.4.24.36);kegg:glycoprotein gp63 (EC 3.4.24.36);kegg:Leishmania metalloproteinase (EC 3.4.24.36);kegg:surface acid proteinase (EC 3.4.24.36);kegg:promastigote surface protease (EC 3.4.24.36)
ftr32488	naringenin 7-O-methyltransferase (EC 2.1.1.232)	KEGG	null	searchname:naringenin7-o-methyltransferase(ec);kegg:NOMT (EC 2.1.1.232)
ftr32489	mycolysin (EC 3.4.24.31)	KEGG	null	searchname:mycolysin(ec);kegg:pronase component (EC 3.4.24.31);kegg:Streptomyces griseus neutral proteinase (EC 3.4.24.31);kegg:actinase E (EC 3.4.24.31);kegg:SGNPI (EC 3.4.24.31)
ftr32490	dCMP deaminase (EC 3.5.4.12)	KEGG	null	searchname:dcmpdeaminase(ec);kegg:deoxycytidylate deaminase (EC 3.5.4.12);kegg:deoxy-CMP-deaminase (EC 3.5.4.12);kegg:deoxycytidylate aminohydrolase (EC 3.5.4.12);kegg:deoxycytidine monophosphate deaminase (EC 3.5.4.12);kegg:deoxycytidine-5'-phosphate deaminase (EC 3.5.4.12);kegg:deoxycytidine-5'-monophosphate aminohydrolase (EC 3.5.4.12)
ftr32491	bile-salt sulfotransferase (EC 2.8.2.14)	KEGG	null	searchname:bile-saltsulfotransferase(ec);kegg:BAST I (EC 2.8.2.14);kegg:bile acid:3'-phosphoadenosine-5'-phosphosulfate sulfotransferase (EC 2.8.2.14);kegg:bile salt:3'phosphoadenosine-5'-phosphosulfate:sulfotransferase (EC 2.8.2.14);kegg:bile acid sulfotransferase I (EC 2.8.2.14);kegg:glycolithocholate sulfotransferase (EC 2.8.2.14)
ftr32492	coccolysin (EC 3.4.24.30)	KEGG	null	searchname:coccolysin(ec);kegg:Streptococcus thermophilus intracellular proteinase (EC 3.4.24.30);kegg:EM 19000 (EC 3.4.24.30)
ftr32493	peptidyl-Asp metalloendopeptidase (EC 3.4.24.33)	KEGG	null	searchname:peptidyl-aspmetalloendopeptidase(ec);kegg:endoproteinase Asp-N (EC 3.4.24.33);kegg:peptidyl-Asp metalloproteinase (EC 3.4.24.33)
ftr32494	beta-lytic metalloendopeptidase (EC 3.4.24.32)	KEGG	null	searchname:beta-lyticmetalloendopeptidase(ec);kegg:Myxobacter beta-lytic proteinase (EC 3.4.24.32);kegg:achromopeptidase component (EC 3.4.24.32);kegg:beta-lytic metalloproteinase (EC 3.4.24.32);kegg:beta-lytic protease (EC 3.4.24.32);kegg:Myxobacterium sorangium beta-lytic proteinase (EC 3.4.24.32);kegg:Myxobacter495 beta-lytic proteinase (EC 3.4.24.32)
ftr32495	succinyldiaminopimelate transaminase (EC 2.6.1.17)	KEGG	null	searchname:succinyldiaminopimelatetransaminase(ec);kegg:succinyldiaminopimelate aminotransferase (EC 2.6.1.17);kegg:N-succinyl-L-diaminopimelic glutamic transaminase (EC 2.6.1.17)
ftr32496	aryl sulfotransferase (EC 2.8.2.1)	KEGG	null	searchname:arylsulfotransferase(ec);kegg:phenol sulfotransferase (EC 2.8.2.1);kegg:sulfokinase (EC 2.8.2.1);kegg:1-naphthol phenol sulfotransferase (EC 2.8.2.1);kegg:2-naphtholsulfotransferase (EC 2.8.2.1);kegg:4-nitrocatechol sulfokinase (EC 2.8.2.1);kegg:arylsulfotransferase (EC 2.8.2.1);kegg:dopamine sulfotransferase (EC 2.8.2.1);kegg:p-nitrophenol sulfotransferase (EC 2.8.2.1);kegg:phenol sulfokinase (EC 2.8.2.1);kegg:ritodrine sulfotransferase (EC 2.8.2.1);kegg:PST (EC 2.8.2.1)
ftr32497	Renilla-luciferin sulfotransferase (EC 2.8.2.10)	KEGG	null	searchname:renilla-luciferinsulfotransferase(ec);kegg:luciferin sulfotransferase (EC 2.8.2.10);kegg:luciferin sulfokinase (EC 2.8.2.10);kegg:luciferin sulfokinase (3'-phosphoadenylyl sulfate:luciferin sulfotransferase) (EC 2.8.2.10)
ftr32498	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	KEGG	null	searchname:2-c-methyl-d-erythritol2,4-cyclodiphosphatesynthase(ec);kegg:MECDP-synthase (EC 4.6.1.12);kegg:2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing) (EC 4.6.1.12)
ftr32499	arsenate reductase (glutaredoxin) (EC 1.20.4.1)	KEGG	null	searchname:arsenatereductase(glutaredoxin)(ec)
ftr32500	raucaffricine beta-glucosidase (EC 3.2.1.125)	KEGG	null	searchname:raucaffricinebeta-glucosidase(ec);kegg:raucaffricine beta-D-glucosidase (EC 3.2.1.125);kegg:raucaffricine glucosidase (EC 3.2.1.125)
ftr32501	galactosylceramide sulfotransferase (EC 2.8.2.11)	KEGG	null	searchname:galactosylceramidesulfotransferase(ec);kegg:GSase (EC 2.8.2.11);kegg:3'-phosphoadenosine-5'-phosphosulfate-cerebroside sulfotransferase (EC 2.8.2.11);kegg:galactocerebroside sulfotransferase (EC 2.8.2.11);kegg:galactolipid sulfotransferase (EC 2.8.2.11);kegg:glycolipid sulfotransferase (EC 2.8.2.11);kegg:glycosphingolipid sulfotransferase (EC 2.8.2.11)
ftr32502	plasmalogen synthase (EC 2.3.1.25)	KEGG	null	searchname:plasmalogensynthase(ec);kegg:lysoplasmenylcholine acyltransferase (EC 2.3.1.25);kegg:O-1-alkenylglycero-3-phosphorylcholine acyltransferase (EC 2.3.1.25);kegg:1-alkenyl-glycero-3-phosphorylcholine:acyl-CoA acyltransferase (EC 2.3.1.25)
ftr32503	phosphoribokinase (EC 2.7.1.18)	KEGG	null	searchname:phosphoribokinase(ec);kegg:phosphoribokinase (phosphorylating) (EC 2.7.1.18)
ftr32504	mannosyl-3-phosphoglycerate synthase (EC 2.4.1.217)	KEGG	null	searchname:mannosyl-3-phosphoglyceratesynthase(ec);kegg:MPG synthase (EC 2.4.1.217);kegg:GDP-mannose:3-phosphoglycerate 3-alpha-D-mannosyltransferase (EC 2.4.1.217)
ftr32505	taxane 10beta-hydroxylase (EC 1.14.13.76)	KEGG	null	searchname:taxane10beta-hydroxylase(ec)
ftr32506	vinorine hydroxylase (EC 1.14.13.75)	KEGG	null	searchname:vinorinehydroxylase(ec)
ftr32507	ent-kaurene oxidase (EC 1.14.13.78)	KEGG	null	searchname:ent-kaureneoxidase(ec)
ftr32508	taxane 13alpha-hydroxylase (EC 1.14.13.77)	KEGG	null	searchname:taxane13alpha-hydroxylase(ec)
ftr32509	methylsterol monooxygenase (EC 1.14.13.72)	KEGG	null	searchname:methylsterolmonooxygenase(ec);kegg:methylsterol hydroxylase (EC 1.14.13.72);kegg:4-methylsterol oxidase (EC 1.14.13.72);kegg:4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating) (EC 1.14.13.72)
ftr32510	N-methylcoclaurine 3'-monooxygenase (EC 1.14.13.71)	KEGG	null	searchname:n-methylcoclaurine3'-monooxygenase(ec);kegg:N-methylcoclaurine 3'-hydroxylase (EC 1.14.13.71)
ftr32511	7-deoxyloganin 7-hydroxylase (EC 1.14.13.74)	KEGG	null	searchname:7-deoxyloganin7-hydroxylase(ec)
ftr32512	tabersonine 16-hydroxylase (EC 1.14.13.73)	KEGG	null	searchname:tabersonine16-hydroxylase(ec);kegg:tabersonine-11-hydroxylase (EC 1.14.13.73);kegg:T11H (EC 1.14.13.73)
ftr32513	asparaginase (EC 3.5.1.1)	KEGG	null	searchname:asparaginase(ec);kegg:asparaginase II (EC 3.5.1.1);kegg:L-asparaginase (EC 3.5.1.1);kegg:colaspase (EC 3.5.1.1);kegg:elspar (EC 3.5.1.1);kegg:leunase (EC 3.5.1.1);kegg:crasnitin (EC 3.5.1.1);kegg:alpha-asparaginase (EC 3.5.1.1)
ftr32514	formyltetrahydrofolate deformylase (EC 3.5.1.10)	KEGG	null	searchname:formyltetrahydrofolatedeformylase(ec)
ftr32515	flavin-containing monooxygenase (EC 1.14.13.8)	KEGG	null	searchname:flavin-containingmonooxygenase(ec);kegg:dimethylaniline oxidase (EC 1.14.13.8);kegg:dimethylaniline N-oxidase (EC 1.14.13.8);kegg:FAD-containing monooxygenase (EC 1.14.13.8);kegg:N,N-dimethylaniline monooxygenase (EC 1.14.13.8);kegg:DMA oxidase (EC 1.14.13.8);kegg:flavin mixed function oxidase (EC 1.14.13.8);kegg:Ziegler's enzyme (EC 1.14.13.8);kegg:mixed-function amine oxidase (EC 1.14.13.8);kegg:FMO (EC 1.14.13.8);kegg:FMO-I (EC 1.14.13.8);kegg:FMO-II (EC 1.14.13.8);kegg:FMO1 (EC 1.14.13.8);kegg:FMO2 (EC 1.14.13.8);kegg:FMO3 (EC 1.14.13.8);kegg:FMO4 (EC 1.14.13.8);kegg:FMO5 (EC 1.14.13.8);kegg:flavin monooxygenase (EC 1.14.13.8);kegg:methylphenyltetrahydropyridine N-monooxygenase (EC 1.14.13.8);kegg:1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine:oxygen N-oxidoreductase (EC 1.14.13.8);kegg:dimethylaniline monooxygenase (N-oxide-forming) (EC 1.14.13.8)
ftr32516	ent-kaurenoic acid oxidase (EC 1.14.13.79)	KEGG	null	searchname:ent-kaurenoicacidoxidase(ec)
ftr32517	guanylate cyclase (EC 4.6.1.2)	KEGG	null	searchname:guanylatecyclase(ec);kegg:guanylyl cyclase (EC 4.6.1.2);kegg:guanyl cyclase (EC 4.6.1.2);kegg:GTP diphosphate-lyase (cyclizing) (EC 4.6.1.2)
ftr32518	4-formylbenzenesulfonate dehydrogenase (EC 1.2.1.62)	KEGG	null	searchname:4-formylbenzenesulfonatedehydrogenase(ec)
ftr32519	6-oxohexanoate dehydrogenase (EC 1.2.1.63)	KEGG	null	searchname:6-oxohexanoatedehydrogenase(ec)
ftr32520	phosphatidylinositol diacylglycerol-lyase (EC 4.6.1.13)	KEGG	null	searchname:phosphatidylinositoldiacylglycerol-lyase(ec);kegg:monophosphatidylinositol phosphodiesterase (EC 4.6.1.13);kegg:phosphatidylinositol phospholipase C (EC 4.6.1.13);kegg:1-phosphatidylinositol phosphodiesterase (EC 4.6.1.13);kegg:1-phosphatidyl-D-myo-inositol inositolphosphohydrolase (cyclic-phosphate-forming) (EC 4.6.1.13);kegg:1-phosphatidyl-1D-myo-inositol diacylglycerol-lyase (1,2-cyclic-phosphate-forming) (EC 4.6.1.13)
ftr32521	adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26)	KEGG	null	searchname:adenosylcobinamide-gdpribazoletransferase(ec);kegg:CobS (EC 2.7.8.26);kegg:cobalamin synthase (EC 2.7.8.26);kegg:cobalamin-5'-phosphate synthase (EC 2.7.8.26);kegg:cobalamin (5'-phosphate) synthase (EC 2.7.8.26)
ftr32522	IMP cyclohydrolase (EC 3.5.4.10)	KEGG	null	searchname:impcyclohydrolase(ec);kegg:inosinicase (EC 3.5.4.10);kegg:inosinate cyclohydrolase (EC 3.5.4.10)
ftr32523	thiaminase (EC 3.5.99.2)	KEGG	null	searchname:thiaminase(ec);kegg:thiaminase II (EC 3.5.99.2)
ftr32524	hydroxydechloroatrazine ethylaminohydrolase (EC 3.5.99.3)	KEGG	null	searchname:hydroxydechloroatrazineethylaminohydrolase(ec);kegg:AtzB (EC 3.5.99.3);kegg:hydroxyatrazine ethylaminohydrolase (EC 3.5.99.3)
ftr32525	sterol O-acyltransferase (EC 2.3.1.26)	KEGG	null	searchname:sterolo-acyltransferase(ec);kegg:cholesterol acyltransferase (EC 2.3.1.26);kegg:sterol-ester synthase (EC 2.3.1.26);kegg:sterol-ester synthetase (EC 2.3.1.26);kegg:sterol-ester synthase (EC 2.3.1.26);kegg:acyl coenzyme A-cholesterol-O-acyltransferase (EC 2.3.1.26);kegg:acyl-CoA:cholesterol acyltransferase (EC 2.3.1.26);kegg:ACAT (EC 2.3.1.26);kegg:acylcoenzyme A:cholesterol O-acyltransferase (EC 2.3.1.26);kegg:cholesterol ester synthase (EC 2.3.1.26);kegg:cholesterol ester synthetase (EC 2.3.1.26);kegg:cholesteryl ester synthetase (EC 2.3.1.26)
ftr32526	riboflavinase (EC 3.5.99.1)	KEGG	null	searchname:riboflavinase(ec)
ftr32527	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase (EC 1.2.1.60)	KEGG	null	searchname:5-carboxymethyl-2-hydroxymuconic-semialdehydedehydrogenase(ec);kegg:carboxymethylhydroxymuconic semialdehyde dehydrogenase (EC 1.2.1.60)
ftr32528	4-hydroxymuconic-semialdehyde dehydrogenase (EC 1.2.1.61)	KEGG	null	searchname:4-hydroxymuconic-semialdehydedehydrogenase(ec)
ftr32529	N-isopropylammelide isopropylaminohydrolase (EC 3.5.99.4)	KEGG	null	searchname:n-isopropylammelideisopropylaminohydrolase(ec);kegg:AtzC (EC 3.5.99.4)
ftr32530	2-aminomuconate deaminase (EC 3.5.99.5)	KEGG	null	searchname:2-aminomuconatedeaminase(ec)
ftr32531	sulfoacetaldehyde dehydrogenase (EC 1.2.1.73)	KEGG	null	searchname:sulfoacetaldehydedehydrogenase(ec);kegg:SafD (EC 1.2.1.73)
ftr32532	aldehyde dehydrogenase (FAD-independent) (EC 1.2.99.7)	KEGG	null	searchname:aldehydedehydrogenase(fad-independent)(ec);kegg:aldehyde oxidase (EC 1.2.99.7);kegg:aldehyde oxidoreductase (EC 1.2.99.7);kegg:Mop (EC 1.2.99.7);kegg:AORDd (EC 1.2.99.7)
ftr32533	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose N,N-dimethyltransferase (EC 2.1.1.236)	KEGG	null	searchname:dtdp-3-amino-3,6-dideoxy-alpha-d-galactopyranosen,n-dimethyltransferase(ec);kegg:RavNMT (EC 2.1.1.236)
ftr32534	decylhomocitrate synthase (EC 2.3.3.4)	KEGG	null	searchname:decylhomocitratesynthase(ec);kegg:2-decylhomocitrate synthase (EC 2.3.3.4);kegg:3-hydroxytetradecane-1,3,4-tricarboxylate 2-oxoglutarate-lyase (CoA-acylating) (EC 2.3.3.4)
ftr32535	(R)-limonene 6-monooxygenase (EC 1.14.13.80)	KEGG	null	searchname:(r)-limonene6-monooxygenase(ec);kegg:(+)-limonene-6-hydroxylase (EC 1.14.13.80);kegg:(+)-limonene 6-monooxygenase (EC 1.14.13.80)
ftr32536	sphingomyelin synthase (EC 2.7.8.27)	KEGG	null	searchname:sphingomyelinsynthase(ec);kegg:SM synthase (EC 2.7.8.27);kegg:SMS1 (EC 2.7.8.27);kegg:SMS2 (EC 2.7.8.27)
ftr32537	carboxypeptidase M (EC 3.4.17.12)	KEGG	null	searchname:carboxypeptidasem(ec);kegg:CPM (EC 3.4.17.12)
ftr32538	arylmalonate decarboxylase (EC 4.1.1.76)	KEGG	null	searchname:arylmalonatedecarboxylase(ec);kegg:AMDASE (EC 4.1.1.76);kegg:2-aryl-2-methylmalonate carboxy-lyase (EC 4.1.1.76);kegg:2-aryl-2-methylmalonate carboxy-lyase (2-arylpropionate-forming) (EC 4.1.1.76)
ftr32539	cortisol O-acetyltransferase (EC 2.3.1.27)	KEGG	null	searchname:cortisolo-acetyltransferase(ec);kegg:cortisol acetyltransferase (EC 2.3.1.27);kegg:corticosteroid acetyltransferase (EC 2.3.1.27);kegg:corticosteroid-21-O-acetyltransferase (EC 2.3.1.27)
ftr32540	D-lactate dehydrogenase (EC 1.1.1.28)	KEGG	null	searchname:d-lactatedehydrogenase(ec);kegg:lactic acid dehydrogenase (EC 1.1.1.28);kegg:lactic acid dehydrogenase (EC 1.1.1.28);kegg:D-specific lactic dehydrogenase (EC 1.1.1.28);kegg:D-(-)-lactate dehydrogenase (NAD+) (EC 1.1.1.28);kegg:D-lactic acid dehydrogenase (EC 1.1.1.28);kegg:D-lactic dehydrogenase (EC 1.1.1.28)
ftr32541	abietadienal dehydrogenase (EC 1.2.1.74)	KEGG	null	searchname:abietadienaldehydrogenase(ec)
ftr32542	benzil reductase [(R)-benzoin forming] (EC 1.1.1.321)	KEGG	null	searchname:benzilreductase[(r)-benzoinforming](ec)
ftr32543	benzil reductase [(S)-benzoin forming] (EC 1.1.1.320)	KEGG	null	searchname:benzilreductase[(s)-benzoinforming](ec);kegg:YueD (EC 1.1.1.320)
ftr32544	acetoin racemase (EC 5.1.2.4)	KEGG	null	searchname:acetoinracemase(ec);kegg:acetylmethylcarbinol racemase (EC 5.1.2.4)
ftr32545	tartrate epimerase (EC 5.1.2.5)	KEGG	null	searchname:tartrateepimerase(ec);kegg:tartaric racemase (EC 5.1.2.5)
ftr32546	mandelate racemase (EC 5.1.2.2)	KEGG	null	searchname:mandelateracemase(ec)
ftr32547	germacrene A alcohol dehydrogenase (EC 1.1.1.314)	KEGG	null	searchname:germacreneaalcoholdehydrogenase(ec)
ftr32548	sulfoacetaldehyde reductase (EC 1.1.1.313)	KEGG	null	searchname:sulfoacetaldehydereductase(ec);kegg:isfD (gene name) (EC 1.1.1.313)
ftr32549	lactate racemase (EC 5.1.2.1)	KEGG	null	searchname:lactateracemase(ec);kegg:lacticoracemase (EC 5.1.2.1);kegg:hydroxyacid racemase (EC 5.1.2.1);kegg:lactic acid racemase (EC 5.1.2.1)
ftr32550	4-hydroxyproline epimerase (EC 5.1.1.8)	KEGG	null	searchname:4-hydroxyprolineepimerase(ec);kegg:hydroxyproline epimerase (EC 5.1.1.8);kegg:hydroxyproline 2-epimerase (EC 5.1.1.8);kegg:L-hydroxyproline epimerase (EC 5.1.1.8)
ftr32551	arginine racemase (EC 5.1.1.9)	KEGG	null	searchname:arginineracemase(ec)
ftr32552	threonine racemase (EC 5.1.1.6)	KEGG	null	searchname:threonineracemase(ec)
ftr32553	diaminopimelate epimerase (EC 5.1.1.7)	KEGG	null	searchname:diaminopimelateepimerase(ec)
ftr32554	(KDO)3-lipid IVA (2-4) 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.15)	KEGG	null	searchname:(kdo)3-lipidiva(2-4)3-deoxy-d-manno-octulosonicacidtransferase(ec);kegg:KDO transferase (EC 2.4.99.15);kegg:waaA (gene name) (EC 2.4.99.15);kegg:kdtA (gene name) (EC 2.4.99.15);kegg:3-deoxy-D-manno-oct-2-ulosonic acid transferase (EC 2.4.99.15);kegg:3-deoxy-manno-octulosonic acid transferase (EC 2.4.99.15)
ftr32555	pteridine oxidase (EC 1.17.3.1)	KEGG	null	searchname:pteridineoxidase(ec)
ftr32556	7-epi-alpha-selinene synthase (EC 4.2.3.86)	KEGG	null	searchname:7-epi-alpha-selinenesynthase(ec)
ftr32557	alpha-guaiene synthase (EC 4.2.3.87)	KEGG	null	searchname:alpha-guaienesynthase(ec);kegg:PatTps177 (gene name) (EC 4.2.3.87)
ftr32558	chloramphenicol O-acetyltransferase (EC 2.3.1.28)	KEGG	null	searchname:chloramphenicolo-acetyltransferase(ec);kegg:chloramphenicol acetyltransferase (EC 2.3.1.28);kegg:chloramphenicol acetylase (EC 2.3.1.28);kegg:chloramphenicol transacetylase (EC 2.3.1.28);kegg:CAT I (EC 2.3.1.28);kegg:CAT II (EC 2.3.1.28);kegg:CAT III (EC 2.3.1.28)
ftr32559	(+)-germacrene D synthase (EC 4.2.3.77)	KEGG	null	searchname:(+)-germacrenedsynthase(ec)
ftr32560	casbene synthase (EC 4.2.3.8)	KEGG	null	searchname:casbenesynthase(ec);kegg:casbene synthetase (EC 4.2.3.8);kegg:geranylgeranyl-diphosphate diphosphate-lyase (cyclizing) (EC 4.2.3.8)
ftr32561	10-epi-gamma-eudesmol synthase (EC 4.2.3.84)	KEGG	null	searchname:10-epi-gamma-eudesmolsynthase(ec)
ftr32562	alpha-eudesmol synthase (EC 4.2.3.85)	KEGG	null	searchname:alpha-eudesmolsynthase(ec)
