id	names	equation	enzymes
R09887	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, alpha-guaiene-forming)	C00448[0] <=> C20161[0] + C00013[0]	4.2.3.87
R09888	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (viridiflorene-forming)	C00448[0] <=> C20162[0] + C00013[0]	4.2.3.88
R09889	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-beta-caryophyllene-forming]	C00448[0] <=> C19973[0] + C00013[0]	4.2.3.89
R09890	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, 5-epi-alpha-selinene-forming)	C00448[0] <=> C20163[0] + C00013[0]	4.2.3.90
R09891	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, cubebol-forming)	C00448[0] + C00001[0] <=> C20172[0] + C00013[0]	4.2.3.91
R09892	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(+)-gamma-cadinene-forming]	C00448[0] <=> C20173[0] + C00013[0]	4.2.3.92
R09893	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, delta-guaiene-forming)	C00448[0] <=> C20174[0] + C00013[0]	4.2.3.93
R09894	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, gamma-curcumene-forming)	C00448[0] <=> C20179[0] + C00013[0]	4.2.3.94
R09895	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (-)-alpha-cuprenene-forming]	C00448[0] <=> C20180[0] + C00013[0]	4.2.3.95
R09896	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, avermitilol-forming)	C00448[0] + C00001[0] <=> C20181[0] + C00013[0]	4.2.3.96
R09897	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (-)-delta-cadinene-forming]	C00448[0] <=> C20182[0] + C00013[0]	4.2.3.97
R09898	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-T-muurolol-forming]	C00448[0] + C00001[0] <=> C20184[0] + C00013[0]	4.2.3.98
R09899	9alpha-copalyl-diphosphate diphosphate-lyase [(12E)-9alpha-labda-8(17),12,14-triene-forming]	C11902[0] <=> C20185[0] + C00013[0]	4.2.3.99
R09900	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (bicyclogermacrene-forming)	C00448[0] <=> C20175[0] + C00013[0]	4.2.3.100
R09901	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (7-epi-sesquithujene-forming)	C00448[0] <=> C20177[0] + C00013[0]	4.2.3.101
R09902	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (sesquithujene-forming)	C00448[0] <=> C20178[0] + C00013[0]	4.2.3.102
R09903	ent-copalyl-diphosphate diphosphate-lyase (cyclizing, ent-isokaurene-forming)	C06089[0] <=> C20145[0] + C00013[0]	4.2.3.103
R09904	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose:dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose isomerase	C11907[0] <=> C19960[0]	5.3.2.3
R09905	(8R,9Z,12Z)-8-hydroperoxyoctadeca-9,12-dienoate hydroxymutase [(5S,8R,9Z,12Z)-5,8-dihydroxyoctadeca-9,12-dienoate-forming]	C14831[0] <=> C20186[0]	5.4.4.5
R09906	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, shionone-forming)	C01054[0] <=> C17966[0]	5.4.99.46
R09907	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, parkeol-forming)	C01054[0] <=> C19918[0]	5.4.99.47
R09908	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, achilleol-B-forming)	C01054[0] <=> C20187[0]	5.4.99.48
R09909	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, glutinol-forming)	C01054[0] <=> C20188[0]	5.4.99.49
R09910	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, friedelin-forming)	C01054[0] <=> C08626[0]	5.4.99.50
R09911	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, baccharis-oxide-forming)	C01054[0] <=> C20189[0]	5.4.99.51
R09912	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, alpha-seco-amyrin-forming)	C01054[0] <=> C20191[0]	5.4.99.52
R09913	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, marneral-forming)	C01054[0] <=> C20192[0]	5.4.99.53
R09914	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, beta-seco-amyrin-forming)	C01054[0] <=> C20193[0]	5.4.99.54
R09915	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, delta-amyrin-forming)	C01054[0] <=> C20194[0]	5.4.99.55
R09916	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, tirucalla-7,24-dien-3beta-ol-forming)	C01054[0] <=> C20195[0]	5.4.99.56
R09917	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, baruol-forming)	C01054[0] <=> C20200[0]	5.4.99.57
R09918	(-)-solanapyrone-A lyase (decyclizing)	C19934[0] <=> C20201[0]	5.5.1.20
R09919		C20143[0] <=> C00280[0]	
R09920	cholesterol:NAD+ 3-oxidoreductase|cholest-4-en-3-one delta5-delat4-isomerase	C00187[0] + C00003[0] <=> C00599[0] + C00004[0] + C00080[0]	1.1.1.145|5.3.3.1
R09921	stemod-13(17)-ene,NADPH:oxygen 19-oxidoreductase	C18224[0] + (3) C00007[0] + (3) C00005[0] + (3) C00080[0] <=> C20208[0] + (3) C00006[0] + (4) C00001[0]	1.14.13.144
R09922	(+)-linalool,NADH:oxygen oxidoreductase (8-hydroxylating)	C11389[0] + C00004[0] + C00080[0] + C00007[0] <=> C04433[0] + C00003[0] + C00001[0]	1.14.13.151
R09923	(-)-linalool,NADH:oxygen oxidoreductase (8-hydroxylating)	C11388[0] + C00004[0] + C00080[0] + C00007[0] <=> C04433[0] + C00003[0] + C00001[0]	1.14.13.151
R09924	8-hydroxylinalool,NADH:oxygen 8-oxidoreductase	C04433[0] + C00004[0] + C00080[0] + C00007[0] <=> C20221[0] + C00003[0] + (2) C00001[0]	1.14.13.151
R09925	linalool,NADH:oxygen oxidoreductase (8-hydroxylating)	C03985[0] + (2) C00004[0] + (2) C00080[0] + (2) C00007[0] <=> C20221[0] + (2) C00003[0] + (3) C00001[0]	1.14.13.151
R09926	(6E)-8-hydroxygeraniol:NADP+ oxidoreductase	C17621[0] + C00006[0] <=> C20222[0] + C00005[0] + C00080[0]	1.1.1.324
R09927	(6E)-8-hydroxygeranial:NADP+ oxidoreductase	C20222[0] + C00006[0] <=> C17622[0] + C00005[0] + C00080[0]	1.1.1.324
R09928	(6E)-8-hydroxygeraniol:NADP+ oxidoreductase	C17621[0] + C00006[0] <=> C20223[0] + C00005[0] + C00080[0]	1.1.1.324
R09929	(6E)-8-oxogeraniol:NADP+ oxidoreductase	C20223[0] + C00006[0] <=> C17622[0] + C00005[0] + C00080[0]	1.1.1.324
R09930	eugenol:NADP+ oxidoreductase (coniferyl ester reducing)	C10453[0] + C00060[0] + C00006[0] <=> C20224[0] + C00005[0] + C00080[0]	1.1.1.318
R09931	eugenol:NADP+ oxidoreductase (coniferyl acetate reducing)	C10469[0] + C00033[0] + C00006[0] <=> C20225[0] + C00005[0] + C00080[0]	1.1.1.319
R09932	(S)-benzoin:NADP+ oxidoreductase	C20227[0] + C00006[0] <=> C20226[0] + C00005[0] + C00080[0]	1.1.1.320
R09933	(R)-benzoin:NADP+ oxidoreductase	C20228[0] + C00006[0] <=> C20226[0] + C00005[0] + C00080[0]	1.1.1.321
R09934	alpha-humulene,NADPH:oxygen 10-oxidoreductase	C09684[0] + C00007[0] + C00005[0] + C00080[0] <=> C20229[0] + C00006[0] + C00001[0]	1.14.13.150
R09935	(+)-sabinene,NADPH:oxygen oxidoreductase (3-hydroxylating)	C20230[0] + C00005[0] + C00080[0] + C00007[0] <=> C02213[0] + C00006[0] + C00001[0]	1.14.13.153
R09936	uracil,FMNH2:oxygen oxidoreductase (uracil hydroxylating, ring-opening)	C00106[0] + C01847[0] + C00007[0] <=> C20231[0] + C00061[0]	1.14.99.46
R09937	thymine,FMNH2:oxygen oxidoreductase (thymine hydroxylating, ring-opening)	C00178[0] + C01847[0] + C00007[0] <=> C20232[0] + C00061[0]	1.14.99.46
R09938	lupanine:cytochrome c-oxidoreductase (17-hydroxylating)	C10772[0] + (2) C00125[0] + C00001[0] <=> C20233[0] + (2) C00126[0] + (2) C00080[0]	1.17.2.2
R09939	S-adenosyl-L-methionine:5-carbamimidamido-2-oxopentanoate 3-methyltransferase	C00019[0] + C03771[0] <=> C00021[0] + C20234[0]	2.1.1.243
R09940	S-adenosyl-L-methionine:geranyl-diphosphate 2-C-methyltransferase	C00019[0] + C00341[0] <=> C00021[0] + C20235[0]	2.1.1.255
R09941	3-O-alpha-D-glucopyranosyl-D-glucopyranose:phosphate beta-D-glucosyltransferase	C01518[0] + C00009[0] <=> C00031[0] + C00663[0]	2.4.1.279
R09942	N,N'-diacetylchitobiose:phosphate N-acetyl-D-glucosaminyltransferase	C01674[0] + C00009[0] <=> C00140[0] + C04501[0]	2.4.1.280
R09943	4-O-beta-D-mannopyranosyl-D-glucopyranose:phosphate alpha-D-mannosyltransferase	C20236[0] + C00009[0] <=> C00031[0] + C00636[0]	2.4.1.281
R09944	CTP:1,2-diacyl-sn-glycerol 3-phosphotransferase	C00063[0] + C00641[0] <=> C00112[0] + C00416[0]	2.7.1.174
R09945	ATP:alpha-maltose 1-phosphotransferase	C00002[0] + C00208[0] <=> C00008[0] + C20237[0]	2.7.1.175
R09946	ATP:UDP-N-acetyl-D-glucosamine 3'-phosphotransferase	C00002[0] + C00043[0] <=> C00008[0] + C20245[0]	2.7.1.176
R09947	(Z)-3-ureidoacrylate-peracid amidohydrolase	C20231[0] + C00001[0] <=> C20249[0] + C01563[0]	3.5.1.110
R09948	(Z)-3-ureidoacrylate peracid amidohydrolase	C20231[0] + C00001[0] <=> C20249[0] + C00011[0] + C00014[0]	3.5.1.110
R09949	(Z)-2-methylureidoacrylate-peracid amidohydrolase	C20232[0] + C00001[0] <=> C20250[0] + C01563[0]	3.5.1.110
R09950	(Z)-2-methylureidoacrylate peracid amidohydrolase	C20232[0] + C00001[0] <=> C20250[0] + C00011[0] + C00014[0]	3.5.1.110
R09951	1D-chiro-inositol:NAD+ oxidoreductase	C19891[0] + C00003[0] <=> C20251[0] + C00004[0] + C00080[0]	1.1.1.369
R09952	2,4,6/3,5-pentahydroxycyclohexanone 2-isomerase	C20251[0] <=> C00691[0]	5.3.99.11
R09953	scyllo-inositol:NAD+ oxidoreductase	C06153[0] + C00003[0] <=> C00691[0] + C00004[0] + C00080[0]	1.1.1.370
R09954	scyllo-inositol:NADP+ oxidoreductase	C06153[0] + C00006[0] <=> C00691[0] + C00005[0] + C00080[0]	1.1.1.371
R09955	5-androstene-3,17-dione delta5-delta4-isomerase	C20252[0] <=> C00280[0]	5.3.3.1
R09956	epiandrosterone:NAD+ oxidoreductase	C07635[0] + C00003[0] <=> C00674[0] + C00004[0] + C00080[0]	1.1.1.51
R09957	dehydroepiandrosterone:NAD+ oxidoreductase	C01227[0] + C00003[0] <=> C20252[0] + C00004[0] + C00080[0]	1.1.1.51
R09958	(S)-ethylmalonyl-CoA carboxy-lyase (butanoyl-CoA-forming)	C18026[0] <=> C00136[0] + C00011[0]	4.1.1.94
R09959	7,8-dihydroneopterin 3'-triphosphate acetaldehyde-lyase (6-carboxy-5,6,7,8-tetrahydropterin and triphosphate-forming)	C04895[0] + C00001[0] <=> C20239[0] + C00084[0] + C00536[0]	4.1.2.50
R09960	4-hydroxy-2-oxohexanoate hydro-lyase [(2Z,4Z)-2-hydroxyhexa-2,4-dienoate-forming]	C06762[0] <=> C20240[0] + C00001[0]	4.2.1.132
R09961	geranyl-diphosphate diphosphate-lyase (cyclizing; tricyclene-forming)	C00341[0] <=> C20241[0] + C00013[0]	4.2.3.105
R09962	geranyl-diphosphate diphosphate-lyase [(E)-beta-ocimene-forming]	C00341[0] <=> C09873[0] + C00013[0]	4.2.3.106
R09963	geranyl-diphosphate diphosphate-lyase [cyclizing, (+)-car-3-ene-forming]	C00341[0] <=> C11382[0] + C00013[0]	4.2.3.107
R09964	geranyl-diphosphate diphosphate-lyase (cyclizing, 1,8-cineole-forming)	C00341[0] + C00001[0] <=> C09844[0] + C00013[0]	4.2.3.108
R09965	geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-sabinene-forming]	C00341[0] <=> C20242[0] + C00013[0]	4.2.3.109
R09966	geranyl-diphosphate diphosphate-lyase [cyclizing, (+)-sabinene-forming]	C00341[0] <=> C20230[0] + C00013[0]	4.2.3.110
R09967	geranylgeranyl-diphosphate hydro-lyase [Copal-8-ol diphosphate forming]	C20270[0] <=> C00353[0] + C00001[0]	4.2.1.133
R09968	geranyl-diphosphate diphosphate-lyase [cyclizing, (+)-alpha-terpineol-forming]	C00341[0] + C00001[0] <=> C09902[0] + C00013[0]	4.2.3.112
R09969	geranyl-diphosphate diphosphate-lyase (cyclizing, gamma-terpinene-forming)	C00341[0] <=> C09900[0] + C00013[0]	4.2.3.114
R09970	geranyl-diphosphate diphosphate-lyase (cyclizing, alpha-terpinene-forming)	C00341[0] <=> C09898[0] + C00013[0]	4.2.3.115
R09971	geranyl-diphosphate diphosphate-lyase [cyclizing, (+)-camphene-forming]	C00341[0] <=> C06304[0] + C00013[0]	4.2.3.116
R09972	geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-camphene-forming]	C00341[0] <=> C06305[0] + C00013[0]	4.2.3.117
R09973	(E)-2-methylgeranyl-diphosphate diphosphate-lyase (cyclizing, 2-methylisoborneol-forming)	C20235[0] + C00001[0] <=> C20243[0] + C00013[0]	4.2.3.118
R09974	geranyl-diphosphate diphosphate-lyase [cyclizing, (+)-alpha-pinene-forming]	C00341[0] <=> C06306[0] + C00013[0]	4.2.3.121
R09975	geranyl-diphosphate diphosphate-lyase [(+)-beta-pinene-forming]	C00341[0] <=> C20244[0] + C00013[0]	4.2.3.122
R09976	(2E,6E)-farnesyl diphosphate diphosphate-lyase (cyclizing, beta-sesquiphellandrene-forming)	C00448[0] <=> C16776[0] + C00013[0]	4.2.3.123
R09977	2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate isomerase	C20246[0] <=> C20247[0]	5.3.99.10
R09978	7-carboxy-7-carbaguanine:ammonia ligase (ADP-forming)	C20248[0] + C00014[0] + C00002[0] <=> C15996[0] + C00008[0] + C00009[0] + C00001[0]	6.3.4.20
R09979	(2S)-ethylmalonyl-CoA epimerase	C18026[0] <=> C20238[0]	5.1.99.1
R09980	Ureidoacrylate amidohydrolase	C20254[0] + C00001[0] <=> C20253[0] + C01563[0]	3.5.1.110
R09981		C20231[0] + C00004[0] + C00080[0] <=> C20254[0] + C00003[0] + C00001[0]	
R09982		C20249[0] <=> C20253[0]	
R09983		C20253[0] + C00001[0] <=> C00222[0] + C00014[0]	3.5.1.-
R09984	(-)-endo-fenchol:NAD+ oxidoreductase	C02344[0] + C00003[0] <=> C11387[0] + C00004[0] + C00080[0]	1.1.1.322
R09985	(-)-endo-fenchol:NADP+ oxidoreductase	C02344[0] + C00006[0] <=> C11387[0] + C00005[0] + C00080[0]	1.1.1.322
R09986	(+)-thujan-3-ol:NAD+ oxidoreductase	C20261[0] + C00003[0] <=> C20260[0] + C00004[0] + C00080[0]	1.1.1.323
R09987	(+)-thujan-3-ol:NADP+ oxidoreductase	C20261[0] + C00006[0] <=> C20260[0] + C00005[0] + C00080[0]	1.1.1.323
R09988	10-hydroxy-alpha-humulene:NAD+ oxidoreductase	C20229[0] + C00003[0] <=> C20262[0] + C00004[0] + C00080[0]	1.1.1.326
R09989	L-threo-7,8-dihydrobiopterin:NADP+ oxidoreductase	C20263[0] + C00006[0] <=> C00835[0] + C00005[0] + C00080[0]	1.1.1.325
R09990	L-threo-tetrahydrobiopterin:NADP+ oxidoreductase	C20264[0] + (2) C00006[0] <=> C03684[0] + (2) C00005[0] + (2) C00080[0]	1.1.1.325
R09991	peptidyl-glutamate 4-carboxylase (menaquinone-epoxidizing)	C20265[0] + C06246[0] + C00001[0] <=> C05819[0] + C06247[0] + C00011[0] + C00007[0]	4.1.1.90
R09992	menaquinone:oxidized-dithiothreitol oxidoreductase	C20265[0] + C00265[0] <=> C00828[0] + C01119[0] + C00001[0]	1.1.4.1
R09993	4-amino-5-aminomethyl-2-methylpyrimidine aminohydrolase	C20267[0] + C00001[0] <=> C01279[0] + C00014[0]	3.5.99.2
R09994	alpha-maltose 1-phosphate:(1->4)-alpha-D-glucan 4-alpha-D-maltosyltransferase	C20237[0] + C00718[0] <=> C00009[0] + (3) C00718[0]	2.4.99.16
R09995		C00369[0] <=> C01083[0]	
R09996		(2) C00533[0] <=> C00697[0] + C00007[0]	
R09997	methanethiol:coenzyme M methyltransferase	C00409[0] + C03576[0] <=> C03920[0] + C00283[0]	2.1.1.251
R09998	methylamine:coenzyme M methyltransferase	C00218[0] + C03576[0] <=> C00014[0] + C03920[0]	2.1.1.247|2.1.1.248
R09999	dimethylamine:coenzyme M methyltransferase	C00543[0] + C03576[0] <=> C03920[0] + C00218[0]	2.1.1.247|2.1.1.249
R10000	[methyl-Co(III) corrinoid protein]:coenzyme M methyltransferase	C03576[0] + C06020[0] <=> C03920[0] + C06021[0]	2.1.1.246|2.1.1.247|2.1.1.251|2.1.1.253
R10001	methanethiol:[Co(I) corrinoid protein] Co-methyltransferase	C00409[0] + C06021[0] <=> C00283[0] + C06020[0]	2.1.1.251
R10002	6-carboxy-5,6,7,8-tetrahydropterin ammonia-lyase	C20239[0] <=> C20248[0] + C00014[0]	4.3.99.3
R10003	[(1R)-2,2,3-trimethyl-5-oxocyclopent-3-enyl]acetate:CoA ligase (AMP-forming)	C20271[0] + C00002[0] + C00010[0] <=> C00020[0] + C00013[0] + C07160[0]	6.2.1.38
R10004	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, alpha-muurolene-forming)	C00448[0] <=> C20272[0] + C00013[0]	4.2.3.125
R10005	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, gamma-muurolene-forming)	C00448[0] <=> C20273[0] + C00013[0]	4.2.3.126
R10006	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, beta-copaene-forming)	C00448[0] <=> C20274[0] + C00013[0]	4.2.3.127
R10007	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, beta-cubebene-forming)	C00448[0] <=> C09648[0] + C00013[0]	4.2.3.128
R10008	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, (+)-sativene-forming)	C00448[0] <=> C20275[0] + C00013[0]	4.2.3.129
R10009	all-trans-heptaprenyl-diphosphate diphosphate-lyase (cyclizing, tetraprenyl-beta-curcumene-forming)	C04216[0] <=> C20276[0] + C00013[0]	4.2.3.130
R10010	L-lysine carboxy-aminomethylmutase	C00047[0] <=> C20277[0]	5.4.99.58
R10011		C00047[0] + C20277[0] + C00002[0] <=> C20278[0] + C07305[0]	
R10012		C20278[0] + C00003[0] + C00001[0] <=> C20279[0] + C00014[0] + C00004[0]	
R10013		C20279[0] <=> C16138[0] + C00001[0]	
R10014	methylamine:[Co(I) corrinoid protein] Co-methyltransferase	C00218[0] + C06021[0] <=> C00014[0] + C06020[0]	2.1.1.248
R10015	dimethylamine:[Co(I) corrinoid protein] Co-methyltransferase	C00543[0] + C06021[0] <=> C00218[0] + C06020[0]	2.1.1.249
R10016	trimethylamine:[Co(I) corrinoid protein] Co-methyltransferase	C00565[0] + C06021[0] <=> C00543[0] + C06020[0]	2.1.1.250
R10017	tetramethylammonium:[Co(I) corrinoid protein] Co-methyltransferase	C20292[0] + C06021[0] <=> C00565[0] + C06020[0]	2.1.1.252
R10021	5-exo-hydroxycamphor:NAD+ oxidoreductase	C03448[0] + C00003[0] <=> C03037[0] + C00004[0] + C00080[0]	1.1.1.327
R10022		C02952[0] <=> C20271[0]	
R10023	amorpha-4,11-diene,NADPH:oxygen oxidoreductase (12-hydroxylating)	C16028[0] + C00007[0] + C00005[0] + C00080[0] <=> C20307[0] + C00006[0] + C00001[0]	1.14.13.158
R10024	artemisinic-alcohol,NADPH:oxygen 12-oxidoreductase	C20307[0] + C00007[0] + C00005[0] + C00080[0] <=> C20308[0] + C00006[0] + (2) C00001[0]	1.14.13.158
R10025	artemisinic-aldehyde,NADPH:oxygen 12-oxidoreductase	C20308[0] + C00007[0] + C00005[0] + C00080[0] <=> C20309[0] + C00006[0] + C00001[0]	1.14.13.158
R10026	amorpha-4,11-diene,NADPH:oxygen oxidoreductase (12-hydroxylating)	C16028[0] + (3) C00007[0] + (3) C00005[0] + (3) C00080[0] <=> C20309[0] + (3) C00006[0] + (4) C00001[0]	1.14.13.158
R10027	L-isoleucine,NADPH:oxygen oxidoreductase (N-hydroxylating)	C00407[0] + C00007[0] + C00005[0] + C00080[0] <=> C20310[0] + C00006[0] + C00001[0]	1.14.13.117|1.14.13.118
R10028	N-hydroxy-L-isoleucine,NADPH:oxygen oxidoreductase (N-hydroxylating)	C20310[0] + C00007[0] + C00005[0] + C00080[0] <=> C20311[0] + C00006[0] + C00001[0]	1.14.13.117|1.14.13.118
R10029		C20311[0] <=> C19491[0] + C00011[0] + C00001[0]	1.14.13.117|1.14.13.118
R10030		C19491[0] <=> C20312[0]	
R10031	L-valine,NADPH:oxygen oxidoreductase (N-hydroxylating)	C00183[0] + C00007[0] + C00005[0] + C00080[0] <=> C20313[0] + C00006[0] + C00001[0]	1.14.13.117|1.14.13.118
R10032	N-hydroxy-L-valine,NADPH:oxygen oxidoreductase (N-hydroxylating)	C20313[0] + C00007[0] + C00005[0] + C00080[0] <=> C20314[0] + C00006[0] + C00001[0]	1.14.13.117|1.14.13.118
R10033		C20314[0] <=> C03219[0] + C00011[0] + C00001[0]	1.14.13.117|1.14.13.118
R10034		C03219[0] <=> C20315[0]	
R10035	beta-D-glucoside glucohydrolase	C05143[0] + C00001[0] <=> C03742[0] + C00221[0]	3.2.1.21
R10036		C20312[0] + C00005[0] + C00080[0] + C00007[0] <=> C18796[0] + C00006[0] + (2) C00001[0]	
R10037	UDP-glucose:(2R)-2-Hydroxy-2-methylbutanenitrile beta-D-glucosyltransferase	C18796[0] + C00029[0] <=> C00015[0] + C08334[0]	2.4.1.63
R10038		C20315[0] + C00005[0] + C00080[0] + C00007[0] <=> C02659[0] + C00006[0] + (2) C00001[0]	
R10039	beta-D-glucoside glucohydrolase	C08334[0] + C00001[0] <=> C18796[0] + C00221[0]	3.2.1.21
R10040	beta-D-glucoside glucohydrolase	C01594[0] + C00001[0] <=> C02659[0] + C00221[0]	3.2.1.21
R10041		C19714[0] <=> C16075[0]	
R10042	phenol hydroxylase	C01407[0] + C00007[0] + C00004[0] + C00080[0] <=> C00146[0] + C00003[0] + C00001[0]	1.14.13.-
R10043	phenol hydroxylase	C00146[0] + C00007[0] + C00004[0] + C00080[0] <=> C00090[0] + C00003[0] + C00001[0]	1.14.13.-
R10044	[(1R)-2,2,3-trimethyl-5-oxocyclopent-3-enyl]acetyl-CoA,NADPH:oxygen oxidoreductase (1,5-lactonizing)	C07160[0] + C00007[0] + C00005[0] + C00080[0] <=> C20321[0] + C00006[0] + C00001[0]	1.14.13.160
R10045	(+)-camphor,NADPH:oxygen oxidoreductase (6-exo-hydroxylating)	C00808[0] + C00005[0] + C00080[0] + C00007[0] <=> C20322[0] + C00006[0] + C00001[0]	1.14.13.161
R10046	nicotinate D-ribonucleoside ribohydrolase	C05841[0] + C00001[0] <=> C00253[0] + C00121[0]	3.2.2.3
R10047	(+)-camphor,reduced putidaredoxin:oxygen oxidoreductase (6-endo-hydroxylating)	C00808[0] + C02069[0] + C00007[0] <=> C20323[0] + C03302[0] + C00001[0]	1.14.15.10
R10048	putidaredoxin:NAD+ oxidoreductase	C02069[0] + C00003[0] <=> C03302[0] + C00004[0] + C00080[0]	1.18.1.5
R10049	2-oxopropanal:D-fructose 1,6-bisphosphate glycerone-phosphotransferase	C00546[0] + C00354[0] <=> C00118[0] + C16848[0]	2.2.1.11
R10050	2-oxopropanal:D-fructose 1-phosphate glycerone-phosphotransferase	C00546[0] + C01094[0] <=> C00577[0] + C16848[0]	2.2.1.11
R10051	bornane-2,6-dione hydrolase	C20320[0] + C00001[0] <=> C20324[0]	3.7.1.18
R10052	(2R,3S)-3-isopropylmalate:NAD+ oxidoreductase	C04411[0] + C00003[0] <=> C00233[0] + C00011[0] + C00004[0] + C00080[0]	1.1.1.85
R10053	L-gulono-1,4-lactone:oxygen 3-oxidoreductase	C01040[0] + C00007[0] <=> C00072[0] + C00027[0]	1.1.3.8
R10054	L-lysine:NAD+ 6-oxidoreductase (deaminating)	C00047[0] + C00003[0] <=> C00450[0] + C00004[0] + C00080[0] + C00014[0]	1.4.1.18
R10055	violaxanthin:ascorbate oxidoreductase	C08614[0] + (2) C00072[0] <=> C06098[0] + (2) C05422[0] + (2) C00001[0]	1.10.99.3
R10056	protein-N6,N6-dimethyl-L-lysine,2-oxoglutarate:oxygen oxidoreductase	C05545[0] + (2) C00026[0] + (2) C00007[0] <=> C02188[0] + (2) C00042[0] + (2) C00067[0] + (2) C00011[0]	1.14.11.27
R10057	4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,NADH:oxygen oxidoreductase (hydroxylating)	C04530[0] + (3) C00004[0] + (3) C00080[0] + (3) C00007[0] <=> C04840[0] + (3) C00003[0] + (4) C00001[0]	1.14.13.72
R10058	4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,NADPH:oxygen oxidoreductase (hydroxylating)	C04530[0] + (3) C00005[0] + (3) C00080[0] + (3) C00007[0] <=> C04840[0] + (3) C00006[0] + (4) C00001[0]	1.14.13.72
R10059	NADP+:L-tyrosine oxidoreductase (iodinating)	C00082[0] + (2) C00006[0] + (2) C00708[0] <=> C01060[0] + (2) C00005[0]	1.22.1.1
R10060	S-adenosyl-L-methionine:glycine N-methyltransferase [N,N-dimethylglycine-forming]	(2) C00019[0] + C00037[0] <=> (2) C00021[0] + C01026[0]	2.1.1.156
R10061	S-adenosyl-L-methionine:sarcosine N-methyltransferase [betaine-forming]	(2) C00019[0] + C00213[0] <=> (2) C00021[0] + C00719[0]	2.1.1.157
R10062	S-adenosyl-L-methionine:glycine N-methyltransferase [betaine-forming]	(3) C00019[0] + C00037[0] <=> (3) C00021[0] + C00719[0]	2.1.1.162
R10063	UDP-glucose:delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside 3',5'-O-glucosyltransferase	(2) C00029[0] + C16301[0] <=> (2) C00015[0] + C16303[0]	2.4.1.249
R10064	putrescine:2-oxoglutarate aminotransferase	C00134[0] + C00026[0] <=> C15668[0] + C00025[0] + C00001[0]	2.6.1.82
R10065	ATP:1D-myo-inositol-1,4,5-trisphosphate 3,6-phosphotransferase	(2) C00002[0] + C01245[0] <=> (2) C00008[0] + C01284[0]	2.7.1.151
R10066	ent-kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)	C06090[0] + (3) C00005[0] + (3) C00080[0] + (3) C00007[0] <=> C11874[0] + (3) C00006[0] + (4) C00001[0]	1.14.13.78
R10067	ent-kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)	C11874[0] + (3) C00005[0] + (3) C00080[0] + (3) C00007[0] <=> C11857[0] + (3) C00006[0] + (4) C00001[0]	1.14.13.79
