SCENARIO	REACTION
Glycerol and Glycerol-3-phosphate Uptake and Utilization:Glycerol3P to GlyceroneP:3:reactions	R00842
Glycerol and Glycerol-3-phosphate Uptake and Utilization:Glycerol3P to GlyceroneP:3:reactions	R00844
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R00710
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R00230
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R00228
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R00315
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R00317
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R03145
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R07618
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R00235
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R03270
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R02569
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R00207
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R00229
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R00014
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:3:reactions	R00755
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamine to Glutamate:3:reactions	R00578
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamine to Glutamate:3:reactions	R00260
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamine to Glutamate:3:reactions	R00483
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamine to Glutamate:3:reactions	R00485
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamine to Glutamate:3:reactions	R00253
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamine to Glutamate:3:reactions	R00021
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamine to Glutamate:3:reactions	R00490
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamine to Glutamate:3:reactions	R00256
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamine to Glutamate:3:reactions	R00114
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:4:reactions	R03321
Phenylpropionate Degradation:Cinnamate to Dihydroxycinnamate:1:reactions	R06782
Phenylpropionate Degradation:Cinnamate to Dihydroxycinnamate:1:reactions	R06785
Phenylpropionate Degradation:Cinnamate to Dihydroxycinnamate:1:reactions	R06784
Phenylpropionate Degradation:Cinnamate to Dihydroxycinnamate:1:reactions	R06783
Lysine degradation:Lysine to Aminoadipate:2:reactions	R00449
Lysine degradation:Lysine to Aminoadipate:2:reactions	R00460
Lysine degradation:Lysine to Aminoadipate:2:reactions	R00716
Lysine degradation:Lysine to Aminoadipate:2:reactions	R02203
Lysine degradation:Lysine to Aminoadipate:2:reactions	R00715
Lysine degradation:Lysine to Aminoadipate:2:reactions	R03102
Lysine degradation:Lysine to Aminoadipate:2:reactions	R02273
Lysine degradation:Lysine to Aminoadipate:2:reactions	R03275
Lysine degradation:Lysine to Aminoadipate:2:reactions	R04175
Lysine degradation:Lysine to Aminoadipate:2:reactions	R02401
Lysine degradation:Lysine to Aminoadipate:2:reactions	R02315
Lysine degradation:Lysine to Aminoadipate:2:reactions	R00461
Lysine degradation:Lysine to Aminoadipate:2:reactions	R02205
Lysine degradation:Lysine to Aminoadipate:2:reactions	R02313
Lysine degradation:Lysine to Aminoadipate:2:reactions	R02204
Lysine degradation:Lysine to Aminoadipate:2:reactions	R03103
Lysine degradation:Lysine to Aminoadipate:2:reactions	R02274
Lysine degradation:Lysine to Aminoadipate:2:reactions	R02317
Lysine degradation:Lysine to Aminoadipate:2:reactions	R02201
Lysine degradation:Lysine to Aminoadipate:2:reactions	R00462
Lysine degradation:Lysine to Aminoadipate:2:reactions	R02851
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:4:reactions	R00260
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:4:reactions	R00253
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:4:reactions	R00483
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:4:reactions	R00485
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:1:reactions	R00907
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:1:reactions	R00221
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:1:reactions	R00369
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:1:reactions	R01148
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:1:reactions	R01215
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:1:reactions	R00220
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:1:reactions	R04187
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:1:reactions	R00401
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:1:reactions	R00396
Purine Utilization:Guanine to Allantoin:2:reactions	R02103
Purine Utilization:Guanine to Allantoin:2:reactions	R02106
Purine Utilization:Guanine to Allantoin:2:reactions	R01768
Purine Utilization:Guanine to Allantoin:2:reactions	R06604
Purine Utilization:Guanine to Allantoin:2:reactions	R01676
Purine Utilization:Guanine to Allantoin:2:reactions	R06605
Purine Utilization:Guanine to Allantoin:2:reactions	R01769
Purine Utilization:Guanine to Allantoin:2:reactions	R06601
Purine Utilization:Guanine to Allantoin:2:reactions	R02107
Purine Utilization:Guanine to Allantoin:2:reactions	R03925
Acetyl-CoA fermentation to Butyrate:ButanoylCoA to Butanoate:3:reactions	R03027
Acetyl-CoA fermentation to Butyrate:ButanoylCoA to Butanoate:3:reactions	R03276
Acetyl-CoA fermentation to Butyrate:ButanoylCoA to Butanoate:3:reactions	R01977
Acetyl-CoA fermentation to Butyrate:ButanoylCoA to Butanoate:3:reactions	R01688
Acetyl-CoA fermentation to Butyrate:ButanoylCoA to Butanoate:3:reactions	R03026
Acetyl-CoA fermentation to Butyrate:ButanoylCoA to Butanoate:3:reactions	R01975
Acetyl-CoA fermentation to Butyrate:ButanoylCoA to Butanoate:3:reactions	R01976
Acetyl-CoA fermentation to Butyrate:ButanoylCoA to Butanoate:3:reactions	R01174
Acetyl-CoA fermentation to Butyrate:ButanoylCoA to Butanoate:3:reactions	R01365
Acetyl-CoA fermentation to Butyrate:ButanoylCoA to Butanoate:3:reactions	R01179
Acetyl-CoA fermentation to Butyrate:ButanoylCoA to Butanoate:3:reactions	R01171
Acetyl-CoA fermentation to Butyrate:ButanoylCoA to Butanoate:3:reactions	R00238
Tryptophan synthesis:Chorismate to Tryptophan:4:reactions	R01073
Tryptophan synthesis:Chorismate to Tryptophan:4:reactions	R03508
Tryptophan synthesis:Chorismate to Tryptophan:4:reactions	R02340
Tryptophan synthesis:Chorismate to Tryptophan:4:reactions	R03509
Tryptophan synthesis:Chorismate to Tryptophan:4:reactions	R00985
Tryptophan synthesis:Chorismate to Tryptophan:4:reactions	R02722
Tryptophan synthesis:Chorismate to Tryptophan:4:reactions	R00986
Tryptophan synthesis:Chorismate to Tryptophan:4:reactions	R04640
Tryptophan synthesis:Chorismate to Tryptophan:4:reactions	R01716
Tryptophan synthesis:Chorismate to Tryptophan:4:reactions	R00674
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R02570
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R01324
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R00351
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R01899
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R00707
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R01197
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R00405
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R07618
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R00727
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:26:reactions	R00621
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R04217
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R01155
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R04189
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R00707
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R00670
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R00667
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R00671
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R01157
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R00566
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R01398
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R05049
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R00411
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R01416
Arginine and Ornithine Degradation:Arginine to Putrescine:2:reactions	R01152
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R01061
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R00658
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R04779
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R00199
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R01600
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R01786
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R01058
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R02073
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R01070
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R04780
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R01063
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R01512
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R01518
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R01015
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R02740
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R00200
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R00206
Glycolysis and Gluconeogenesis:Fructose6P to Pyruvate:7:reactions	R03321
Pyruvate:ferredoxin oxidoreductase:AcetylCoA to Pyruvate:1:reactions	R01196
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R01752
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R01514
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R02030
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R00846
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R01799
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R00842
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R00844
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R02055
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R01801
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R01800
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R00851
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R00847
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R01036
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R02239
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R00848
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R01797
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R02240
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R02029
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Glycerate3P to Diacylglycerol3P:1:reactions	R02241
Ribonucleotide reduction:CTP to dCTP:1:reactions	R02024
Ribonucleotide reduction:CTP to dCTP:1:reactions	R02023
Ribonucleotide reduction:CTP to dCTP:1:reactions	R02020
Ribonucleotide reduction:CTP to dCTP:1:reactions	R02014
Ribonucleotide reduction:CTP to dCTP:1:reactions	R02017
Ribonucleotide reduction:CTP to dCTP:1:reactions	R02019
Ribonucleotide reduction:CTP to dCTP:1:reactions	R02018
Ribonucleotide reduction:CTP to dCTP:1:reactions	R02022
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R01752
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R01514
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R02030
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R00846
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R01799
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R00842
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R00844
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R02055
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R01801
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R01800
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R00851
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R00847
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R01036
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R02239
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R00848
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R01797
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R02240
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R02029
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:Diacylglycerol3P to Phosphatidylethanolamine:1:reactions	R02241
Threonine and Homoserine Biosynthesis:Oxaloacetate to Homoserine:1:reactions	R00355
Threonine and Homoserine Biosynthesis:Oxaloacetate to Homoserine:1:reactions	R01466
Threonine and Homoserine Biosynthesis:Oxaloacetate to Homoserine:1:reactions	R02291
Threonine and Homoserine Biosynthesis:Oxaloacetate to Homoserine:1:reactions	R01775
Threonine and Homoserine Biosynthesis:Oxaloacetate to Homoserine:1:reactions	R01771
Threonine and Homoserine Biosynthesis:Oxaloacetate to Homoserine:1:reactions	R00480
Threonine and Homoserine Biosynthesis:Oxaloacetate to Homoserine:1:reactions	R01773
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose to Glucose6P:2:reactions	R03321
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:25:reactions	R03321
Purine conversions:IMP to Hypoxanthine:3:reactions	R00182
Purine conversions:IMP to Hypoxanthine:3:reactions	R02142
Purine conversions:IMP to Hypoxanthine:3:reactions	R01561
Purine conversions:IMP to Hypoxanthine:3:reactions	R00183
Purine conversions:IMP to Hypoxanthine:3:reactions	R01126
Purine conversions:IMP to Hypoxanthine:3:reactions	R00332
Purine conversions:IMP to Hypoxanthine:3:reactions	R02089
Purine conversions:IMP to Hypoxanthine:3:reactions	R02748
Purine conversions:IMP to Hypoxanthine:3:reactions	R01227
Purine conversions:IMP to Hypoxanthine:3:reactions	R01244
Purine conversions:IMP to Hypoxanthine:3:reactions	R00087
Purine conversions:IMP to Hypoxanthine:3:reactions	R01245
Purine conversions:IMP to Hypoxanthine:3:reactions	R01083
Purine conversions:IMP to Hypoxanthine:3:reactions	R01863
Purine conversions:IMP to Hypoxanthine:3:reactions	R01677
Purine conversions:IMP to Hypoxanthine:3:reactions	R01967
Purine conversions:IMP to Hypoxanthine:3:reactions	R01562
Purine conversions:IMP to Hypoxanthine:3:reactions	R01131
Purine conversions:IMP to Hypoxanthine:3:reactions	R00127
Purine conversions:IMP to Hypoxanthine:3:reactions	R02088
Purine conversions:IMP to Hypoxanthine:3:reactions	R01676
Purine conversions:IMP to Hypoxanthine:3:reactions	R02556
Purine conversions:IMP to Hypoxanthine:3:reactions	R01231
Purine conversions:IMP to Hypoxanthine:3:reactions	R01969
Purine conversions:IMP to Hypoxanthine:3:reactions	R02147
Purine conversions:IMP to Hypoxanthine:3:reactions	R01547
Purine conversions:IMP to Hypoxanthine:3:reactions	R00190
Purine conversions:IMP to Hypoxanthine:3:reactions	R01770
Purine conversions:IMP to Hypoxanthine:3:reactions	R01856
Purine conversions:IMP to Hypoxanthine:3:reactions	R01560
Purine conversions:IMP to Hypoxanthine:3:reactions	R02719
Purine conversions:IMP to Hypoxanthine:3:reactions	R01229
Purine conversions:IMP to Hypoxanthine:3:reactions	R01968
Purine conversions:IMP to Hypoxanthine:3:reactions	R02557
Purine conversions:IMP to Hypoxanthine:3:reactions	R01228
Purine conversions:IMP to Hypoxanthine:3:reactions	R02297
Purine conversions:IMP to Hypoxanthine:3:reactions	R01132
Purine conversions:IMP to Hypoxanthine:3:reactions	R02148
Purine conversions:IMP to Hypoxanthine:3:reactions	R01230
Purine conversions:IMP to Hypoxanthine:3:reactions	R00185
Purine conversions:IMP to Hypoxanthine:3:reactions	R01134
Purine conversions:IMP to Hypoxanthine:3:reactions	R02143
Purine conversions:IMP to Hypoxanthine:3:reactions	R02090
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:1:reactions	R00578
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:1:reactions	R00260
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:1:reactions	R00483
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:1:reactions	R00485
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:1:reactions	R00253
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:1:reactions	R00021
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:1:reactions	R00490
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:1:reactions	R00256
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:1:reactions	R00114
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R00710
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R00230
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R00228
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R00315
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R00317
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R03145
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R07618
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R00235
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R03270
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R02569
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R00207
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R00229
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R00014
Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate:Pyruvate to AcetylCoA:4:reactions	R00755
Pyruvate:ferredoxin oxidoreductase:Pyruvate to AcetylCoA:1:reactions	R01196
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R02570
